"","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_MRNA_CAPPING",-0.149375854033679,0.0330592998450857,0.15545372816555,17,"POLR2J:380, NCBP1:402, GTF2F2:851, GTF2H4:1002, MNAT1:1847, POLR2F:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, ERCC3:6991.5, SUPT5H:6991.5, RNMT:6991.5, RNGTT:6991.5","Unclear",0
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",-0.263374143547119,5.23538098752991e-06,0.000277629174132836,25,"PRPF6:318, POLR2J:380, NCBP1:402, SRSF1:710, ZMAT5:816, GTF2F2:851, SF3B6:928, DDX42:985, SNRPD3:1191, SF3B2:1223, SNRNP25:1455, SNRPD1:1793, SNRPG:1833, SNRNP200:2292, SF3B5:2505, POLR2F:6991.5, GTF2F1:6991.5, ZCRB1:6991.5, PDCD7:6991.5, SRSF6:6991.5, SRSF2:6991.5, SNRNP48:6991.5, DDX23:6991.5, SNRNP35:6991.5, RNPC3:6991.5","Unclear",0
"REACTOME_MRNA_SPLICING",-0.106526816384173,3.17363212209065e-05,0.00114441174322589,129,"RBM42:106, SRSF3:307, PRPF6:318, POLR2J:380, NCBP1:402, PRPF18:495, DDX46:685, CDC40:699, SRSF1:710, PCBP1:815, ZMAT5:816, GTF2F2:851, SF3B6:928, DDX42:985, MAGOH:987, SAP18:1028, PUF60:1132, SNRPD3:1191, PRPF4:1217, SF3B2:1223, RBM5:1298, NKAP:1410, U2SURP:1448, SNRNP25:1455, DHX9:1489, PPIL4:1510, HNRNPA3:1547, HNRNPM:1652, CWC27:1736, PPIE:1766, FAM50A:1774, SLU7:1776, SNRPD1:1793, SNRPG:1833, PTBP1:1858, XAB2:1901, MTREX:2031, SNRNP70:2157, SNRNP200:2292, AQR:2297, U2AF1:2346, SF3A1:2476, SF3B5:2505, RBM7:2514, WDR70:2539, PPIL2:6991.5, POLR2F:6991.5, GTF2F1:6991.5, SNW1:6991.5, UPF3B:6991.5, ALYREF:6991.5, DDX41:6991.5, HNRNPH1:6991.5, HNRNPD:6991.5, PPIG:6991.5, ZCRB1:6991.5, ZNF830:6991.5, ISY1:6991.5, SRRT:6991.5, PDCD7:6991.5, SRSF6:6991.5, SRSF2:6991.5, SNRNP48:6991.5, DDX23:6991.5, SNRNP35:6991.5, RNPC3:6991.5, CCAR1:6991.5, DHX8:6991.5, GPATCH1:6991.5, CHERP:6991.5, FUS:6991.5, CDC5L:6991.5, TFIP11:6991.5, PHF5A:6991.5, PNN:6991.5, DHX35:6991.5, PQBP1:6991.5, HTATSF1:6991.5, SF3A2:6991.5, YJU2:6991.5, LENG1:6991.5, SUGP1:6991.5, LUC7L3:6991.5, PPWD1:6991.5, TCERG1:6991.5, SRSF4:6991.5, SRSF11:6991.5, SYF2:6991.5, RBM25:6991.5, WBP4:6991.5, SNRNP27:6991.5, RNF113A:6991.5, SNRPB2:6991.5, CTNNBL1:6991.5, SRRM1:6991.5, RBMX2:6991.5, TRA2B:6991.5, C9orf78:6991.5, BUD13:6991.5, DHX38:6991.5, PRCC:6991.5, SDE2:6991.5, HNRNPU:6991.5, SRSF12:6991.5, CCDC12:6991.5, SRRM2:6991.5, USP39:6991.5, SART1:6991.5, RBM10:6991.5, DHX16:6991.5, PPIL3:6991.5, PLRG1:11464, WBP11:11598, CRNKL1:11623, PRPF40A:11632, NSRP1:11873, PRPF4B:12482, SNRPC:12648, CWC22:12670, PRKRIP1:12713, GPKOW:13024, CASC3:13200, CWC25:13458, SF1:13689, CWF19L2:13715, SNIP1:13752, CACTIN:14047, ACIN1:14539, GCFC2:14918","Both",3
"REACTOME_MRNA_EDITING_C_TO_U_CONVERSION",0.233004594867197,0.0711937961769836,0.244035008568634,5,"APOBEC4:635, APOBEC3H:1378, A1CF:2301, APOBEC1:8114.5, APOBEC2:8114.5","Unclear",0
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM",-0.159719424524839,1.20992780359493e-05,0.000552428491738539,63,"SLBP:96, SRSF3:307, SYMPK:319, NCBP1:402, THOC5:619, CDC40:699, WDR33:703, SRSF1:710, RAE1:912, NUP37:953, MAGOH:987, CPSF1:1162, NUP155:1220, NUP43:1276, CPSF2:1332, CPSF3:1453, NUP93:1474, NUP133:1593, NUP205:1762, SLU7:1776, GLE1:1791, POLDIP3:1843, NUP35:1986, FIP1L1:2156, U2AF1:2346, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, EIF4E:6991.5, SEC13:6991.5, NUP62:6991.5, UPF3B:6991.5, ALYREF:6991.5, SRSF6:6991.5, SRSF2:6991.5, SRSF4:6991.5, SRSF11:6991.5, SRRM1:6991.5, DHX38:6991.5, THOC3:6991.5, ZC3H11A:6991.5, THOC1:6991.5, FYTTD1:6991.5, DDX39A:6991.5, THOC2:6991.5, THOC6:6991.5, THOC7:6991.5, SARNP:6991.5, NUP188:12075, NDC1:12268, CASC3:13200, NUP98:13814","Both",3
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",-0.123551363704573,7.66701342795383e-09,1.71291771626757e-06,186,"SLBP:96, RBM42:106, SRSF3:307, PRPF6:318, SYMPK:319, POLR2J:380, NCBP1:402, PRPF18:495, THOC5:619, DDX46:685, CDC40:699, WDR33:703, SRSF1:710, PCBP1:815, ZMAT5:816, GTF2F2:851, RAE1:912, SF3B6:928, NUP37:953, DDX42:985, MAGOH:987, CPSF7:1004, SAP18:1028, PUF60:1132, CPSF1:1162, PCF11:1166, SNRPD3:1191, PRPF4:1217, NUP155:1220, SF3B2:1223, NUP43:1276, RBM5:1298, CPSF2:1332, CSTF2:1409, NKAP:1410, U2SURP:1448, CPSF3:1453, SNRNP25:1455, PAPOLA:1458, NUP93:1474, DHX9:1489, PPIL4:1510, HNRNPA3:1547, NUP133:1593, HNRNPM:1652, CWC27:1736, NUP205:1762, PPIE:1766, FAM50A:1774, SLU7:1776, GLE1:1791, SNRPD1:1793, SNRPG:1833, POLDIP3:1843, PTBP1:1858, XAB2:1901, NUP35:1986, MTREX:2031, FIP1L1:2156, SNRNP70:2157, SNRNP200:2292, AQR:2297, U2AF1:2346, SF3A1:2476, SF3B5:2505, RBM7:2514, WDR70:2539, PPIL2:6991.5, POLR2F:6991.5, GTF2F1:6991.5, NUP160:6991.5, TPR:6991.5, SEH1L:6991.5, NUP50:6991.5, AAAS:6991.5, NUP88:6991.5, NUP107:6991.5, NUP153:6991.5, NUP85:6991.5, NUP214:6991.5, NUP210:6991.5, NUP42:6991.5, NUP54:6991.5, NUP58:6991.5, EIF4E:6991.5, SEC13:6991.5, NUP62:6991.5, SNW1:6991.5, UPF3B:6991.5, ALYREF:6991.5, DDX41:6991.5, HNRNPH1:6991.5, HNRNPD:6991.5, PPIG:6991.5, ZCRB1:6991.5, ZNF830:6991.5, ISY1:6991.5, CLP1:6991.5, SRRT:6991.5, PDCD7:6991.5, SRSF6:6991.5, SRSF2:6991.5, SNRNP48:6991.5, DDX23:6991.5, SNRNP35:6991.5, RNPC3:6991.5, CCAR1:6991.5, DHX8:6991.5, GPATCH1:6991.5, CHERP:6991.5, FUS:6991.5, CDC5L:6991.5, TFIP11:6991.5, PHF5A:6991.5, PNN:6991.5, DHX35:6991.5, PQBP1:6991.5, HTATSF1:6991.5, SF3A2:6991.5, YJU2:6991.5, LENG1:6991.5, SUGP1:6991.5, LUC7L3:6991.5, PPWD1:6991.5, TCERG1:6991.5, SRSF4:6991.5, SRSF11:6991.5, SYF2:6991.5, RBM25:6991.5, WBP4:6991.5, SNRNP27:6991.5, RNF113A:6991.5, SNRPB2:6991.5, CTNNBL1:6991.5, SRRM1:6991.5, RBMX2:6991.5, TRA2B:6991.5, C9orf78:6991.5, BUD13:6991.5, DHX38:6991.5, PRCC:6991.5, SDE2:6991.5, HNRNPU:6991.5, SRSF12:6991.5, CCDC12:6991.5, SRRM2:6991.5, USP39:6991.5, SART1:6991.5, RBM10:6991.5, DHX16:6991.5, PPIL3:6991.5, THOC3:6991.5, ZC3H11A:6991.5, THOC1:6991.5, FYTTD1:6991.5, DDX39A:6991.5, THOC2:6991.5, THOC6:6991.5, THOC7:6991.5, SARNP:6991.5, METTL14:6991.5, WTAP:6991.5, METTL3:6991.5, NUDT21:6991.5, CSTF2T:6991.5, PLRG1:11464, WBP11:11598, CRNKL1:11623, PRPF40A:11632, NSRP1:11873, NUP188:12075, NDC1:12268, PRPF4B:12482, SNRPC:12648, CWC22:12670, PRKRIP1:12713, GPKOW:13024, CASC3:13200, CWC25:13458, SF1:13689, CWF19L2:13715, SNIP1:13752, NUP98:13814, CACTIN:14047, ACIN1:14539, GCFC2:14918","Both",3
"REACTOME_TRNA_PROCESSING",0.033843452650657,0.243726814939786,0.490445811759413,100,"TRMT10A:134, TRMT1:243, FTSJ1:286, THADA:345, PRORP:481, LCMT2:511, RPP38:627, ADAT1:629, TRMT9B:646, TRMT5:782, TYW1:910, THG1L:1093, PUS3:1116, TSEN54:1210, NUP98:1292, MTO1:1293, ALKBH8:1400, NSUN6:1506, RPP40:1528, GTPBP3:1743, TSEN34:1745, TRMT10C:1852, ELAC2:1956, TRMT61B:2191, RPP21:2610, TSEN2:2668, TYW5:2761, NDC1:2838, NUP188:3031, C2orf49:3179, TYW3:3614, NUP160:8114.5, TPR:8114.5, SEH1L:8114.5, NUP50:8114.5, AAAS:8114.5, NUP88:8114.5, NUP107:8114.5, NUP153:8114.5, NUP85:8114.5, NUP214:8114.5, NUP210:8114.5, NUP42:8114.5, NUP54:8114.5, NUP58:8114.5, SEC13:8114.5, NUP62:8114.5, TRMT112:8114.5, NSUN2:8114.5, METTL1:8114.5, TRIT1:8114.5, TRMT11:8114.5, TRMT6:8114.5, PUS7:8114.5, OSGEP:8114.5, TRDMT1:8114.5, TRMT13:8114.5, TPRKB:8114.5, QTRT2:8114.5, TRMT44:8114.5, WDR4:8114.5, URM1:8114.5, DUS2:8114.5, CTU2:8114.5, TRMT12:8114.5, ADAT2:8114.5, QTRT1:8114.5, ADAT3:8114.5, RTCB:8114.5, POP1:8114.5, POP4:8114.5, RPP30:8114.5, RPP14:8114.5, POP5:8114.5, FAM98B:8114.5, POP7:8114.5, CLP1:8114.5, XPOT:8114.5, TSEN15:8114.5, HSD17B10:8114.5, TRMU:8114.5, TRMT61A:12507, NUP35:13120, CDKAL1:13157, NUP205:13344, RAN:13421, DDX1:13484, NUP133:13513, NUP93:13632, CSTF2:13697, TRNT1:13715, NUP43:13830, NUP155:13886, CPSF1:13944, NUP37:14153, RPP25:14190, RAE1:14194, PUS1:14449, ZBTB8OS:14479, RTRAF:14775","Both",3
"REACTOME_RRNA_PROCESSING",0.0115653271031757,0.634636939406224,0.821428859834474,143,"TSR1:411, PRORP:481, UTP20:546, RPP38:627, WDR46:713, RRP36:727, WDR36:815, MRM1:1017, RRP7A:1117, DCAF13:1134, RPP40:1528, TRMT10C:1852, ELAC2:1956, DDX52:1984, GNL3:2134, UTP18:2257, UTP4:2281, DIS3:2302, BMS1:2313, HEATR1:2501, TSR3:2512, RPS27:2533, RPP21:2610, TEX10:2734, NOP2:2776, RPL4:3009, UTP15:3129, UTP14A:3131, PDCD11:3165, RPS15A:3189, LAS1L:3255, WDR12:3399, BOP1:3404, RPS14:3492, RPS15:3635, RPS10:3639, NSUN4:3646, RPS5:8114.5, RPL6:8114.5, RPLP0:8114.5, RPL3:8114.5, RPL23:8114.5, RPL3L:8114.5, RPS2:8114.5, RPL7:8114.5, RPS3:8114.5, RPL9:8114.5, RPS7:8114.5, RPL38:8114.5, RPL15:8114.5, RPLP2:8114.5, RPS17:8114.5, RPS27L:8114.5, RPS23:8114.5, RPL14:8114.5, RPL36A:8114.5, TRMT112:8114.5, DKC1:8114.5, NHP2:8114.5, TFB1M:8114.5, DDX21:8114.5, NOP58:8114.5, EXOSC7:8114.5, EXOSC5:8114.5, EXOSC3:8114.5, EXOSC8:8114.5, EXOSC9:8114.5, EXOSC2:8114.5, EXOSC4:8114.5, EXOSC6:8114.5, XRN2:8114.5, NOP56:8114.5, RPP30:8114.5, RPP14:8114.5, HSD17B10:8114.5, WDR3:8114.5, THUMPD1:8114.5, BUD23:8114.5, DIMT1:8114.5, DDX49:8114.5, UTP6:8114.5, KRR1:8114.5, RRP9:8114.5, WDR75:8114.5, UTP25:8114.5, RCL1:8114.5, MPHOSPH10:8114.5, EMG1:8114.5, NOL11:8114.5, UTP3:8114.5, NAT10:8114.5, IMP4:8114.5, DHX37:8114.5, WDR43:8114.5, UTP11:8114.5, TBL3:8114.5, DDX47:8114.5, MRM3:8114.5, RIOK2:8114.5, WDR18:8114.5, PES1:8114.5, RIOK3:8114.5, ERI1:8114.5, RBM28:8114.5, FTSJ3:8114.5, BYSL:8114.5, NCL:8114.5, EBNA1BP2:8114.5, RIOK1:8114.5, LTV1:8114.5, MPHOSPH6:8114.5, NOB1:8114.5, PELP1:8114.5, ISG20L2:8114.5, RRP1:8114.5, SENP3:8114.5, NOL9:8114.5, EXOSC10:8114.5, C1D:8114.5, NOL12:8114.5, RPL19:12577, PNO1:12608, FBL:12744, RPL10L:12875, RPS26:12887, RPL13:12917, RPL32:12929, MRM2:12963, MTREX:13075, IMP3:13096, NOC4L:13532, NIP7:13965, RPL8:14039, CSNK1D:14082, RPP25:14190, PWP2:14352, EXOSC1:14410, NOP14:14460, RPL34:14464, RPS27A:14475, RPL17:14536, UBA52:14607, RPL31:14828","Herbivore",1
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",-0.0608210866474042,0.112852066011241,0.315950737606007,57,"RPL31:278, UBA52:499, EIF3G:503, RPL17:570, RPS27A:631, RPL34:642, EIF3J:689, EIF3A:728, EIF3C:794, RPL8:1067, EIF3B:2076, RPL32:2177, RPL13:2189, RPS26:2219, RPL10L:2231, RPL19:2529, EIF4G1:6991.5, EIF4E:6991.5, RPS5:6991.5, RPL6:6991.5, RPLP0:6991.5, RPL3:6991.5, RPL23:6991.5, RPL3L:6991.5, RPS2:6991.5, RPL7:6991.5, RPS3:6991.5, RPL9:6991.5, RPS7:6991.5, RPL38:6991.5, RPL15:6991.5, RPLP2:6991.5, RPS17:6991.5, RPS27L:6991.5, RPS23:6991.5, RPL14:6991.5, RPL36A:6991.5, EIF4B:6991.5, EIF4EBP1:6991.5, EIF5:6991.5, EIF2B1:6991.5, EIF2B4:6991.5, EIF2B2:6991.5, EIF3H:6991.5, EIF3F:6991.5, RPS10:11467, RPS15:11471, RPS14:11614, RPS15A:11917, EIF2S2:12092, RPL4:12097, RPS27:12573, EIF3L:12855, EIF4H:12949, EIF5B:13071, EIF2B3:13909, EIF2B5:14420","Herbivore",1
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",-0.0317235152487961,0.561539357712832,0.767809482346077,28,"EIF3G:503, RPS27A:631, EIF3J:689, EIF3A:728, EIF3C:794, EIF3B:2076, RPS26:2219, EIF4G1:6991.5, EIF4E:6991.5, RPS5:6991.5, RPS2:6991.5, RPS3:6991.5, RPS7:6991.5, RPS17:6991.5, RPS27L:6991.5, RPS23:6991.5, EIF4B:6991.5, EIF4EBP1:6991.5, EIF3H:6991.5, EIF3F:6991.5, RPS10:11467, RPS15:11471, RPS14:11614, RPS15A:11917, EIF2S2:12092, RPS27:12573, EIF3L:12855, EIF4H:12949","Unclear",0
"REACTOME_RECYCLING_OF_EIF2_GDP",0.18304005081073,0.120533688561543,0.327292530838046,6,"EIF2B5:686, EIF2B3:1197, EIF2S2:3014, EIF2B1:8114.5, EIF2B4:8114.5, EIF2B2:8114.5","Unclear",0
"REACTOME_TRANSLATION",0.0566925037411149,0.00435788738019606,0.0438953684161648,216,"PTCD3:45, NARS1:105, MRPS9:120, RARS1:183, SARS2:210, MTIF2:215, SRP14:318, MRPS5:414, ERAL1:415, CARS2:566, EIF2B5:686, MRPL40:700, MRPL43:744, GADD45GIP1:790, NARS2:829, RPN1:874, MRPS18A:967, MRPS15:983, GFM2:997, MRPS35:1013, MRPS23:1043, GFM1:1075, PPA2:1158, EIF2B3:1197, MRPS31:1211, MRPS22:1260, MRPS30:1329, MRPL2:1330, MRPL37:1358, MRPL19:1432, MRPS14:1559, LARS1:1588, MRPS10:1610, MRPL16:1740, MTIF3:1757, MRPS25:1762, CHCHD1:1765, MTFMT:1790, MRPS12:1839, MRPL14:1858, TARS2:1949, EIF5B:2035, MRPL35:2130, MRPL9:2141, LARS2:2149, EIF4H:2157, MRPS27:2194, EIF3L:2251, RPN2:2362, RARS2:2372, MRPL54:2486, RPS27:2533, TSFM:2729, MRPL49:2782, OXA1L:2805, MRPL22:2836, MRPS6:2873, MRPS2:2878, MRPL18:2881, QARS1:2937, RPL4:3009, EIF2S2:3014, RPS15A:3189, DARS2:3349, AARS1:3467, RPS14:3492, MRPL30:3503, DAP3:3544, RPS15:3635, RPS10:3639, MRPS11:3702, EIF4G1:8114.5, EIF4E:8114.5, RPS5:8114.5, RPL6:8114.5, RPLP0:8114.5, RPL3:8114.5, GSPT1:8114.5, RPL23:8114.5, RPL3L:8114.5, RPS2:8114.5, RPL7:8114.5, RPS3:8114.5, RPL9:8114.5, RPS7:8114.5, RPL38:8114.5, RPL15:8114.5, RPLP2:8114.5, RPS17:8114.5, RPS27L:8114.5, RPS23:8114.5, RPL14:8114.5, GSPT2:8114.5, RPL36A:8114.5, N6AMT1:8114.5, TRMT112:8114.5, EEF1B2:8114.5, EEF1A1:8114.5, EEF2:8114.5, EIF4B:8114.5, EIF4EBP1:8114.5, APEH:8114.5, DDOST:8114.5, TRAM1:8114.5, SSR3:8114.5, SPCS2:8114.5, SSR1:8114.5, SEC11A:8114.5, SRPRB:8114.5, SRP72:8114.5, SSR4:8114.5, SARS1:8114.5, KARS1:8114.5, AIMP2:8114.5, DARS1:8114.5, EEF1E1:8114.5, AIMP1:8114.5, VARS1:8114.5, GARS1:8114.5, TARS1:8114.5, FARSB:8114.5, YARS1:8114.5, HARS1:8114.5, FARSA:8114.5, IARS2:8114.5, EARS2:8114.5, HARS2:8114.5, WARS2:8114.5, AARS2:8114.5, VARS2:8114.5, YARS2:8114.5, FARS2:8114.5, PARS2:8114.5, MARS2:8114.5, MRPS24:8114.5, MRPS34:8114.5, MRPL28:8114.5, MRPS33:8114.5, MRPL4:8114.5, MRPL32:8114.5, MRPL27:8114.5, MRPL51:8114.5, MTRF1L:8114.5, MRPL3:8114.5, MRPS7:8114.5, MRPS26:8114.5, MRPL34:8114.5, MRPS36:8114.5, MRPL44:8114.5, MRPL47:8114.5, MRPL50:8114.5, MRPL15:8114.5, MRPL24:8114.5, MRPS28:8114.5, MRRF:8114.5, MRPL17:8114.5, MRPL10:8114.5, MRPS18C:8114.5, MRPL58:8114.5, MRPL1:8114.5, MRPL13:8114.5, MRPL52:8114.5, MRPL57:8114.5, MRPL11:8114.5, MRPL48:8114.5, AURKAIP1:8114.5, TUFM:8114.5, MRPL41:8114.5, MRPS16:8114.5, MRPL21:8114.5, MRPL42:8114.5, MRPS18B:8114.5, MRPL38:8114.5, MRPL53:8114.5, MRPL23:8114.5, MRPS17:8114.5, MRPL46:8114.5, MRPL12:8114.5, MRPS21:8114.5, MRPL45:8114.5, EIF5:8114.5, EIF2B1:8114.5, EIF2B4:8114.5, EIF2B2:8114.5, EIF3H:8114.5, EIF3F:8114.5, PPA1:12518, WARS1:12547, RPL19:12577, MRPL20:12622, MRPL39:12653, SRP68:12726, SRP19:12733, RPL10L:12875, RPS26:12887, RPL13:12917, RPL32:12929, EIF3B:13030, SSR2:13134, EEF1D:13524, ETF1:13703, IARS1:13827, SPCS1:13911, RPL8:14039, EIF3C:14312, EIF3A:14378, EIF3J:14417, RPL34:14464, RPS27A:14475, RPL17:14536, CARS1:14582, EIF3G:14603, UBA52:14607, RPL31:14828, SRPRA:14850, EEF1G:14944","Both",3
"REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS",0.0540170173537143,0.574765581883436,0.778004762864742,9,"SLC35B3:999, SLC35D2:1878, SLC35D1:3402, SLC35B2:8114.5, SLC35A2:8114.5, SLC35A3:8114.5, SLC35A1:8114.5, SLC35C1:8114.5, SLC35B4:14604","Unclear",0
"REACTOME_PYRIMIDINE_SALVAGE",-0.234564924871047,0.0102302864466598,0.0752865569931743,10,"UPP1:40, UCK2:73, CDA:746, UCKL1:1087, PUDP:2404, UPP2:6991.5, UCK1:6991.5, DCK:6991.5, TK2:6991.5, TK1:6991.5","Insectivore",2
"REACTOME_PYRIMIDINE_CATABOLISM",-0.0719718209344765,0.408612703049325,0.655827864556491,11,"UPP1:40, NT5E:869, NT5C3A:1025, NT5M:1541, UPP2:6991.5, NT5C1A:6991.5, NT5C:6991.5, DPYD:6991.5, AGXT2:11971, UPB1:13145, DPYS:13771","Both",3
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",-0.00892191107690488,0.849228141375322,0.923497188721173,38,"MTA1:340, TBP:697, GTF2H4:1002, MTA3:1143, MNAT1:1847, HDAC1:6991.5, POLR2F:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, ERCC3:6991.5, RBBP7:6991.5, KAT2A:6991.5, RBBP4:6991.5, CHD4:6991.5, POLR1C:6991.5, POLR1D:6991.5, POLR1A:6991.5, MBD3:6991.5, UBTF:6991.5, TAF1B:6991.5, TTF1:6991.5, POLR1B:6991.5, GATAD2B:6991.5, MTA2:6991.5, TAF1D:6991.5, CHD3:6991.5, EHMT2:6991.5, GATAD2A:11624, KAT2B:11669, TAF1A:11720, ERCC6:13186, TAF1C:14163, POLR1E:14185, RRN3:14537","Insectivore",2
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE",-0.125700776764607,0.00357415364614738,0.0381313551716197,45,"H2BC4:160, H2AC4:376, H4C2:674, TBP:697, H3C13:765, H2BC15:779, GTF2H4:1002, H4C3:1266, H2AC14:1425, H3C1:1575, H3C11:1832, MNAT1:1847, H3C4:1867, H4C13:2133, H2BC9:2238, H4C14:2445, H3-3A:6991.5, H3C8:6991.5, H3C10:6991.5, H3C2:6991.5, H4C8:6991.5, H2AC20:6991.5, H2BC21:6991.5, H4C11:6991.5, H4C15:6991.5, H4C1:6991.5, POLR2F:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, CDK7:6991.5, CCNH:6991.5, GTF2H2:6991.5, ERCC3:6991.5, POLR1C:6991.5, POLR1D:6991.5, POLR1A:6991.5, UBTF:6991.5, TAF1B:6991.5, POLR1B:6991.5, TAF1D:6991.5, TAF1A:11720, TAF1C:14163, POLR1E:14185, RRN3:14537","Insectivore",2
"REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION",-0.05357867034816,0.50370438363567,0.72249721853231,13,"POLR3E:2063, POLR2F:6991.5, POLR3B:6991.5, POLR3H:6991.5, POLR3G:6991.5, POLR3GL:6991.5, POLR3F:6991.5, POLR3A:6991.5, POLR3D:6991.5, POLR1C:6991.5, POLR3C:6991.5, POLR1D:6991.5, CRCP:6991.5","Unclear",0
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",-0.0156200941915228,0.864220519835184,0.928855358522725,10,"ADSS1:1130, ADSS2:6991.5, IMPDH1:6991.5, PAICS:6991.5, PPAT:6991.5, ATIC:6991.5, IMPDH2:6991.5, PFAS:6991.5, ADSL:6991.5, GMPS:15006","Herbivore",1
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION",-0.221141506247889,2.9657586540865e-07,2.63858953197479e-05,45,"SLBP:96, SRSF3:307, SYMPK:319, NCBP1:402, THOC5:619, CDC40:699, WDR33:703, SRSF1:710, MAGOH:987, CPSF7:1004, CPSF1:1162, PCF11:1166, SNRPD3:1191, CPSF2:1332, CSTF2:1409, LSM10:1414, CPSF3:1453, PAPOLA:1458, SLU7:1776, SNRPG:1833, POLDIP3:1843, FIP1L1:2156, U2AF1:2346, UPF3B:6991.5, ALYREF:6991.5, CLP1:6991.5, SRSF6:6991.5, SRSF2:6991.5, SRSF4:6991.5, SRSF11:6991.5, SRRM1:6991.5, DHX38:6991.5, THOC3:6991.5, ZC3H11A:6991.5, THOC1:6991.5, FYTTD1:6991.5, DDX39A:6991.5, THOC2:6991.5, THOC6:6991.5, THOC7:6991.5, SARNP:6991.5, NUDT21:6991.5, CSTF2T:6991.5, LSM11:6991.5, CASC3:13200","Both",3
