	stat	pval	p.adj	num.genes	gene.vals	Directionality	DirectionalityNumeric
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.067838713	0.379644592	0.618896202	14	"RUNX2:1821, TEAD2:2047, TBX5:2840, KAT2B:3197, NPPA:3507, GATA4:3550, YAP1:8044, WWTR1:8044, TEAD4:8044, TEAD3:8044, CCN2:8044, NKX2-5:8044, HIPK2:13685, HIPK1:13929"	Unclear	3
REACTOME_ENOS_ACTIVATION	-0.167100247	0.067345155	0.231409445	10	"CAV1:382, HSP90AA1:2022, LYPLA1:2082, NOS3:2339, AKT1:7062, SPR:7062, DDAH1:7062, CYGB:7062, ZDHHC21:7062, DDAH2:7062"	Unclear	3
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	-0.266737644	0.038880763	0.167442683	5	"CAV1:382, DNM2:395, NOS3:2339, WASL:7062, NOSTRIN:7062"	Unclear	3
REACTOME_MICRORNA_MIRNA_BIOGENESIS	-0.174380907	0.045269961	0.182598969	11	"POLR2J:371, DICER1:473, PRKRA:1131, RAN:1718, POLR2F:7062, AGO1:7062, DROSHA:7062, XPO5:7062, DGCR8:7062, TARBP2:7062, BCDIN3D:7062"	Unclear	3
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	-0.100789656	0.010534525	0.075672303	54	"YKT6:117, PPP6R1:631, NAPA:778, CSNK1D:1052, SEC23A:1208, NSF:1233, TRAPPC3:1252, STX17:1355, LMAN2L:1393, TRAPPC10:1728, TRAPPC9:1765, SEC22A:2115, TBC1D20:2162, BET1:2330, PPP6R3:2482, COL7A1:2530, SCFD1:2622, F8:7062, F5:7062, GRIA1:7062, SEC13:7062, CTSC:7062, SEC24B:7062, SEC24D:7062, SEC24C:7062, PPP6C:7062, ANKRD28:7062, USO1:7062, AREG:7062, TGFA:7062, CTSZ:7062, TRAPPC6A:7062, LMAN1:7062, SEC22C:7062, SEC23IP:7062, GOSR2:7062, FOLR1:7062, TFG:7062, NAPB:7062, NAPG:7062, PREB:7062, LMAN1L:7062, SEC16A:7062, STX5:7062, TRAPPC2L:7062, LMAN2:7062, TMED10:7062, CNIH2:7062, MCFD2:7062, CD59:12301, SEC31A:12688, TRAPPC4:14010, SEC16B:14298, SEC24A:14409"	Both	3
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.040451077	0.575498034	0.778996213	16	"GSTZ1:519, PPARD:638, PDPR:1937, PDP2:2277, RXRA:8044, PDK4:8044, PDK2:8044, PDK3:8044, DLD:8044, PDHX:8044, DLAT:8044, PDK1:8044, PDHA2:8044, PDHB:8044, PDHA1:13077, PDP1:13802"	Herbivore	1
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	0.116316493	0.146598071	0.351836058	13	"ACOT8:1788, FADS1:2009, HSD17B4:2535, ACOX1:2850, FADS2:3230, ABCD1:8044, ACAA1:8044, SCP2:8044, ELOVL5:8044, ELOVL1:8044, ELOVL3:8044, ACSL1:8044, ELOVL2:8044"	Unclear	1
REACTOME_LINOLEIC_ACID_LA_METABOLISM	0.065050448	0.524098575	0.737665676	8	"FADS1:2009, FADS2:3230, ABCD1:8044, ELOVL5:8044, ELOVL1:8044, ELOVL3:8044, ACSL1:8044, ELOVL2:8044"	Unclear	1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	-0.033905405	0.341809497	0.584767693	66	"TIAM2:15, TRIO:129, ARHGEF16:195, TIAM1:254, NGF:314, CASP2:377, UBA52:502, RPS27A:636, ARHGEF12:883, FGD1:987, FGD3:1069, GNA13:1820, VAV3:2056, ARHGEF4:2059, NGEF:2135, ABR:2410, ARHGEF18:2507, ARHGEF38:2549, BCL2L11:7062, CASP3:7062, UBB:7062, SOS1:7062, VAV1:7062, VAV2:7062, RASGRF2:7062, ARHGEF9:7062, PSEN1:7062, APH1B:7062, PSEN2:7062, NCSTN:7062, ARHGEF11:7062, KALRN:7062, ITSN1:7062, SQSTM1:7062, TRAF6:7062, NGFR:7062, ARHGEF10L:7062, MCF2:7062, ARHGEF10:7062, ARHGEF26:7062, ARHGEF2:7062, ARHGEF39:7062, FGD4:7062, OBSCN:7062, AKAP13:7062, PLEKHG5:7062, ARHGEF37:7062, ARHGEF15:7062, ARHGEF33:7062, AATF:7062, ARHGEF3:11632, ARHGEF40:11775, ITGB3BP:12081, BAD:12146, ARHGEF17:12334, PLEKHG2:12695, ECT2:12812, NET1:12957, ARHGEF1:13352, ARHGEF6:13731, SOS2:13977, FGD2:14284, ARHGEF7:14361, MCF2L:14600, PREX1:14616, ARHGEF19:14949"	Insectivore	2
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	-0.25084043	0.082318914	0.259130083	4	"NGF:314, CASP2:377, CASP3:7062, NGFR:7062"	Unclear	2
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	-0.107624869	0.196857015	0.421780038	12	"NGF:314, UBA52:502, RPS27A:636, UBB:7062, PSEN1:7062, APH1B:7062, PSEN2:7062, NCSTN:7062, SQSTM1:7062, TRAF6:7062, NGFR:7062, ITGB3BP:12081"	Unclear	2
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	-0.062088754	0.456560451	0.689653943	12	"NGF:314, UBA52:502, RPS27A:636, UBB:7062, RIPK2:7062, SQSTM1:7062, TRAF6:7062, IRAK1:7062, PRKCI:7062, NGFR:7062, MYD88:12792, IKBKB:14767"	Unclear	2
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	-0.12769179	0.125723526	0.324245447	12	"NGF:314, UBA52:502, RPS27A:636, NFKBIA:957, UBB:7062, NFKB1:7062, RELA:7062, SQSTM1:7062, TRAF6:7062, IRAK1:7062, NGFR:7062, IKBKB:14767"	Unclear	2
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0.068372204	0.329279786	0.574169685	17	"IYD:576, TPH2:1605, DUOX2:2703, SLC5A5:3377, TPH1:8044, CGA:8044, TPO:8044, DBH:8044, AANAT:8044, DDC:8044, TSHB:8044, DUOX1:8044, PNMT:8044, TH:8044, DIO3:8044, DIO2:8044, DIO1:8044"	Unclear	2
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	0.081241596	0.573638727	0.777647087	4	"TPH2:1605, TPH1:8044, AANAT:8044, DDC:8044"	Unclear	2
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	-0.039622988	0.649161423	0.834239519	11	"INHBB:2037, INHBA:2537, LHB:7062, CGA:7062, TSHB:7062, INHA:7062, FSHB:7062, INHBE:7062, PCSK1:7062, CGB5:7062, INHBC:14124"	Unclear	2
REACTOME_THYROXINE_BIOSYNTHESIS	0.090704194	0.320708768	0.566344671	10	"IYD:576, DUOX2:2703, SLC5A5:3377, CGA:8044, TPO:8044, TSHB:8044, DUOX1:8044, DIO3:8044, DIO2:8044, DIO1:8044"	Unclear	2
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	-0.042892758	0.517670336	0.73319687	19	"SYT1:120, SLC17A7:504, SNAP25:1005, TSPOAP1:7062, SLC1A3:7062, RIMS1:7062, SLC1A6:7062, STX1A:7062, SLC1A2:7062, GLS:7062, SLC38A2:7062, PPFIA2:7062, PPFIA4:7062, ARL6IP5:7062, SLC1A7:7062, PPFIA3:7062, UNC13B:7062, GLS2:14324, SLC1A1:14479"	Both	3
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	0.040887842	0.583639549	0.784129737	15	"RBPJ:1532, ONECUT1:3103, KAT2B:3197, MAML2:3599, CREBBP:8044, EP300:8044, MAMLD1:8044, SNW1:8044, KAT2A:8044, NEUROG3:8044, MAML1:8044, MAML3:8044, ONECUT3:8044, HNF1B:8044, NOTCH1:13891"	Unclear	3
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	-0.102672637	0.121481376	0.319132764	19	"HNF4G:1041, NKX2-2:1129, GCK:1742, FOXO1:2007, AKT2:7062, AKT1:7062, PAX6:7062, HNF4A:7062, FOXA2:7062, HNF1A:7062, PDX1:7062, PKLR:7062, NEUROD1:7062, SLC2A2:7062, NKX6-1:7062, FOXA3:7062, MAFA:7062, RFX6:7062, INS:7062"	Unclear	3
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	-0.014782024	0.908871102	0.958916148	5	"NKX2-2:1129, NEUROG3:7062, NEUROD1:7062, INSM1:7062, PAX4:13901"	Unclear	3
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	0.018119395	0.859159971	0.941109008	8	"PTF1A:1167, ONECUT1:3103, NR5A2:8044, PDX1:8044, NKX6-1:8044, ONECUT3:8044, HNF1B:8044, FGF10:14483"	Unclear	3
REACTOME_PECAM1_INTERACTIONS	0.006784793	0.937908443	0.971867197	11	"PECAM1:3098, INPP5D:3204, PTPN11:8044, PLCG1:8044, ITGAV:8044, YES1:8044, LCK:8044, SRC:8044, LYN:8044, ITGB3:8044, PTPN6:12687"	Unclear	3
REACTOME_BASIGIN_INTERACTIONS	-0.100044914	0.104494846	0.294842265	22	"L1CAM:37, ITGA6:193, CAV1:382, SLC16A3:523, ITGA3:557, ATP1B2:1181, PPIA:1185, SLC16A8:1924, ATP1B3:7062, SLC7A8:7062, PPIL2:7062, SLC7A6:7062, SLC7A5:7062, MAG:7062, ATP1B1:7062, SLC7A11:7062, SLC3A2:7062, BSG:7062, SLC7A10:12726, ITGB1:13679, SLC7A7:13780, SLC7A9:14650"	Herbivore	1
REACTOME_TIE2_SIGNALING	0.106549031	0.183599576	0.406171824	13	"ANGPT4:326, GRB14:671, PIK3CB:1697, PIK3R2:2556, PIK3R1:3210, PTPN11:8044, ANGPT2:8044, SOS1:8044, TEK:8044, GRB7:8044, DOK2:8044, SHC1:8044, PIK3CA:13716"	Both	3
REACTOME_GENE_SILENCING_BY_RNA	-0.176532869	3.55E-08	4.93E-06	82	"MOV10L1:90, PIWIL1:124, H2BC4:192, H2AC4:369, POLR2J:371, DICER1:473, H4C2:684, H3C13:758, H2BC15:781, FKBP6:794, ASZ1:829, NUP37:876, NUP43:1051, RAE1:1076, PRKRA:1131, TNRC6A:1166, H4C3:1275, DDX4:1294, NUP155:1299, H2AC14:1344, NUP93:1347, NUP205:1403, H3C1:1606, RAN:1718, H3C11:1880, H3C4:1908, NUP133:1974, HSP90AA1:2022, TDRKH:2046, H4C13:2167, H2BC9:2180, NUP35:2189, TNRC6C:2200, H4C14:2485, PIWIL2:2546, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, POLR2F:7062, NUP160:7062, TPR:7062, SEH1L:7062, NUP50:7062, AAAS:7062, NUP188:7062, NUP88:7062, NUP107:7062, NUP153:7062, NUP85:7062, NUP214:7062, NUP210:7062, NUP42:7062, NUP54:7062, NUP58:7062, SEC13:7062, NUP62:7062, AGO1:7062, TNRC6B:7062, DROSHA:7062, XPO5:7062, DGCR8:7062, TARBP2:7062, BCDIN3D:7062, TDRD1:7062, TSNAX:7062, IPO8:7062, PIWIL4:7062, MAEL:7062, HENMT1:7062, TDRD12:7062, TDRD6:7062, MYBL1:7062, NDC1:11543, ELAC2:13042, NUP98:13846"	Insectivore	2
REACTOME_BIOLOGICAL_OXIDATIONS	0.133970013	2.98E-08	4.48E-06	145	"ACY1:18, CYP1A1:35, ALDH1A1:40, CYP2R1:44, MGST3:143, CYP11A1:160, GSTO1:183, GSTK1:312, COMT:328, SULT1A4:333, CHAC2:335, SULT1A3:347, SULT1E1:401, CYP1A2:436, GSTZ1:519, ALDH1B1:538, SULT1B1:555, CYP26C1:617, CYP21A2:640, FMO3:681, PAPSS2:723, PODXL2:729, AS3MT:747, CYP24A1:803, SULT1A2:815, FMO2:817, CYP7A1:891, CYP27A1:902, MTARC1:960, NR1H4:978, MGST1:1041, PTGIS:1109, GSS:1188, CMBL:1190, FDXR:1253, SLC35B3:1313, AHR:1400, SLC26A2:1448, GGT1:1483, AOC3:1514, CYP27B1:1524, POR:1689, MGST2:1731, MAOB:1818, CYP39A1:1911, MAT1A:1943, GCLC:2085, MTARC2:2092, CYP2S1:2632, MAOA:2653, SULT2B1:2810, SULT1C4:2869, NAT2:2876, UGDH:3031, FDX1:3164, CYP8B1:3305, HPGDS:3351, CYP4B1:3380, ESD:3439, TBXAS1:3473, DPEP3:3510, ALDH2:8044, ARNT:8044, CYP51A1:8044, HSP90AB1:8044, NCOA2:8044, RXRA:8044, AIP:8044, FDX2:8044, MAT2B:8044, GSTO2:8044, ACSM2B:8044, GGT5:8044, AHCY:8044, BPNT2:8044, ABHD14B:8044, SLC35D1:8044, MTR:8044, AKR1A1:8044, MTRR:8044, TPST2:8044, CNDP2:8044, GSTT2B:8044, TPMT:8044, SULT6B1:8044, PAPSS1:8044, ABHD10:8044, SLC26A1:8044, N6AMT1:8044, SLC35B2:8044, BPNT1:8044, NNMT:8044, UGT1A6:8044, GGT6:8044, TPST1:8044, GSTA4:8044, OPLAH:8044, ACSM5:8044, ACSM2A:8044, SULT1C2:8044, GLYATL3:8044, ACSM4:8044, UGT1A1:8044, GSTT2:8044, ACSS2:8044, FMO1:8044, AOC1:8044, CYB5R3:8044, CES3:8044, CYP46A1:8044, CYP7B1:8044, CYP19A1:8044, CYP26B1:8044, DPEP1:8044, CYP2W1:8044, SMOX:8044, PTGS1:8044, CYP26A1:8044, CYB5B:8044, ALDH3A1:8044, NQO2:8044, CYP2E1:8044, AOC2:8044, BPHL:8044, CYP1B1:8044, EPHX1:8044, ACSS1:8044, CYP2U1:8044, CBR3:8044, DPEP2:8044, ADH7:8044, CYP2F1:8044, ADH5:8044, ADH4:8044, TRMT112:12493, NCOA1:12740, GGCT:12750, SULT4A1:12802, CHAC1:12881, UGP2:13268, PAOX:13363, CYP4V2:13935, GCLM:14516, GGT7:14551, ARNT2:14903"	Herbivore	1
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.178594402	0.000115766	0.002981792	39	"CYP1A1:35, CYP2R1:44, CYP11A1:160, CYP1A2:436, CYP26C1:617, CYP21A2:640, CYP24A1:803, CYP7A1:891, CYP27A1:902, NR1H4:978, PTGIS:1109, FDXR:1253, AHR:1400, CYP27B1:1524, POR:1689, CYP39A1:1911, CYP2S1:2632, FDX1:3164, CYP8B1:3305, CYP4B1:3380, TBXAS1:3473, ARNT:8044, CYP51A1:8044, NCOA2:8044, RXRA:8044, FDX2:8044, CYP46A1:8044, CYP7B1:8044, CYP19A1:8044, CYP26B1:8044, CYP2W1:8044, CYP26A1:8044, CYP2E1:8044, CYP1B1:8044, CYP2U1:8044, CYP2F1:8044, NCOA1:12740, CYP4V2:13935, ARNT2:14903"	Both	3
REACTOME_VITAMINS	0.293058358	0.012929411	0.086984063	6	"CYP2R1:44, CYP26C1:617, CYP24A1:803, CYP27B1:1524, CYP26B1:8044, CYP26A1:8044"	Both	3
REACTOME_FATTY_ACIDS	0.129845395	0.524774429	0.738040792	2	"CYP4B1:3380, CYP2F1:8044"	Unclear	3
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.145626043	2.30E-05	0.000797724	71	"CYP1A1:35, ALDH1A1:40, CYP2R1:44, CYP11A1:160, CYP1A2:436, ALDH1B1:538, CYP26C1:617, CYP21A2:640, FMO3:681, CYP24A1:803, FMO2:817, CYP7A1:891, CYP27A1:902, MTARC1:960, NR1H4:978, PTGIS:1109, CMBL:1190, FDXR:1253, AHR:1400, AOC3:1514, CYP27B1:1524, POR:1689, MAOB:1818, CYP39A1:1911, MTARC2:2092, CYP2S1:2632, MAOA:2653, FDX1:3164, CYP8B1:3305, CYP4B1:3380, TBXAS1:3473, ALDH2:8044, ARNT:8044, CYP51A1:8044, HSP90AB1:8044, NCOA2:8044, RXRA:8044, AIP:8044, FDX2:8044, ACSS2:8044, FMO1:8044, AOC1:8044, CYB5R3:8044, CES3:8044, CYP46A1:8044, CYP7B1:8044, CYP19A1:8044, CYP26B1:8044, CYP2W1:8044, SMOX:8044, PTGS1:8044, CYP26A1:8044, CYB5B:8044, ALDH3A1:8044, NQO2:8044, CYP2E1:8044, AOC2:8044, BPHL:8044, CYP1B1:8044, EPHX1:8044, ACSS1:8044, CYP2U1:8044, CBR3:8044, ADH7:8044, CYP2F1:8044, ADH5:8044, ADH4:8044, NCOA1:12740, PAOX:13363, CYP4V2:13935, ARNT2:14903"	Both	3
REACTOME_MISCELLANEOUS_SUBSTRATES	0.141528463	0.326956128	0.572888143	4	"CYP2S1:2632, CYP4B1:3380, CYP2W1:8044, CYP2U1:8044"	Unclear	3
REACTOME_ENDOGENOUS_STEROLS	0.131760369	0.028813861	0.138973328	23	"CYP11A1:160, CYP21A2:640, CYP7A1:891, CYP27A1:902, NR1H4:978, PTGIS:1109, FDXR:1253, AHR:1400, CYP39A1:1911, FDX1:3164, CYP8B1:3305, ARNT:8044, CYP51A1:8044, NCOA2:8044, RXRA:8044, FDX2:8044, CYP46A1:8044, CYP7B1:8044, CYP19A1:8044, CYP1B1:8044, NCOA1:12740, CYP4V2:13935, ARNT2:14903"	Herbivore	1
REACTOME_EICOSANOIDS	0.318915285	0.02718221	0.133905807	4	"PTGIS:1109, CYP8B1:3305, CYP4B1:3380, TBXAS1:3473"	Unclear	1
REACTOME_XENOBIOTICS	0.125057617	0.193975189	0.41934924	9	"CYP1A1:35, CYP1A2:436, AHR:1400, CYP2S1:2632, ARNT:8044, CYP2W1:8044, CYP2E1:8044, CYP2F1:8044, ARNT2:14903"	Both	3
REACTOME_CYP2E1_REACTIONS	0.094248366	0.571826533	0.775773694	3	"CYP2S1:2632, CYP2E1:8044, CYP2F1:8044"	Unclear	3
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	-0.055465919	0.061162049	0.2211006	96	"H2BC4:192, MTA1:290, H2AC4:369, SAP130:538, TBP:612, EED:650, H4C2:684, GTF2H4:722, H3C13:758, H2BC15:781, SAP18:836, MTA3:1043, H4C3:1275, H2AC14:1344, MNAT1:1599, H3C1:1606, EZH2:1752, H3C11:1880, H3C4:1908, H4C13:2167, H2BC9:2180, H4C14:2485, ACTB:7062, HDAC1:7062, H3-3A:7062, SIN3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, POLR2F:7062, ERCC2:7062, GTF2H1:7062, GTF2H3:7062, CDK7:7062, CCNH:7062, GTF2H2:7062, ERCC3:7062, EP300:7062, GSK3B:7062, RBBP7:7062, KAT2A:7062, DEK:7062, RBBP4:7062, SUZ12:7062, MYO1C:7062, SMARCA5:7062, CHD4:7062, POLR1C:7062, POLR1D:7062, JARID2:7062, ARID4B:7062, POLR1A:7062, MBD3:7062, DNMT3B:7062, SIRT1:7062, SUV39H1:7062, UBTF:7062, PHF1:7062, TAF1B:7062, PHF19:7062, DNMT3A:7062, TTF1:7062, POLR1B:7062, MYBBP1A:7062, AEBP2:7062, DNMT3L:7062, MTF2:7062, GATAD2B:7062, MTA2:7062, SAP30BP:7062, SAP30:7062, DDX21:7062, TAF1D:7062, GATAD2A:7062, CHD3:7062, EHMT2:7062, KAT2B:11909, SIN3B:12018, TAF1A:12084, BAZ2A:12108, TET3:12175, RRP8:12176, TDG:13214, ERCC6:13877, POLR1E:13987, TAF1C:14056, UHRF1:14745, TET1:14789, DNMT1:14802, TET2:14823"	Both	3
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	-0.046272979	0.317895044	0.562857638	39	"NBEA:64, MYC:443, HDAC4:471, UBA52:502, RPS27A:636, HES5:1211, NOTCH1:1215, UBB:7062, HDAC1:7062, SKP1:7062, CREBBP:7062, EP300:7062, HIF1A:7062, NCOR1:7062, MAMLD1:7062, SNW1:7062, TBL1X:7062, KAT2A:7062, MAML1:7062, NCOR2:7062, MAML3:7062, FBXW7:7062, HDAC9:7062, HDAC7:7062, HDAC6:7062, HDAC10:7062, TLE4:7062, HDAC5:7062, HEY2:7062, TLE3:7062, HDAC11:7062, HEY1:7062, TLE1:7062, MAML2:11507, HEYL:11510, KAT2B:11909, TLE2:12692, RBPJ:13574, HDAC8:14111"	Both	3
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	-0.099394061	0.068917203	0.234494388	28	"DLL1:239, UBA52:502, RPS27A:636, NOTCH1:1215, ADAM17:1216, DNER:1264, CNTN1:1625, JAG2:2262, DTX1:2459, UBB:7062, ARRB1:7062, ITCH:7062, PSEN1:7062, APH1B:7062, PSEN2:7062, NCSTN:7062, NUMB:7062, ADAM10:7062, MIB2:7062, MIB1:7062, NEURL1:7062, DLL4:7062, DLK1:7062, NEURL1B:7062, JAG1:11732, DTX2:12245, DTX4:12646, ARRB2:12816"	Both	3
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	-0.170602789	0.000402319	0.008434663	36	"H2BC4:192, H2AC4:369, EED:650, H4C2:684, H3C13:758, H2BC15:781, H4C3:1275, H2AC14:1344, H3C1:1606, EZH2:1752, H3C11:1880, H3C4:1908, H4C13:2167, H2BC9:2180, H4C14:2485, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, RBBP7:7062, RBBP4:7062, SUZ12:7062, JARID2:7062, DNMT3B:7062, PHF1:7062, PHF19:7062, DNMT3A:7062, AEBP2:7062, MTF2:7062, DNMT1:14802"	Unclear	3
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	-0.131152997	0.078743277	0.254997739	15	"SYT1:120, SLC18A2:877, SNAP25:1005, SYN3:2287, TSPOAP1:7062, SYN1:7062, RIMS1:7062, STX1A:7062, APBA1:7062, PPFIA2:7062, PPFIA4:7062, LIN7C:7062, SYN2:7062, PPFIA3:7062, UNC13B:7062"	Both	3
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	0.000242927	0.997986813	0.997986813	9	"EGF:1598, HBEGF:2891, BTC:3231, PLCG1:8044, AREG:8044, TGFA:8044, EPGN:8044, EREG:14143, EGFR:14654"	Unclear	3
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.019451896	0.690747535	0.86128479	35	"EMILIN2:123, FBN2:768, ITGB1:1427, GDF5:1703, BMP10:1807, ITGB8:2473, MFAP2:2550, BMP4:2728, ITGB6:2743, TGFB2:8044, ITGAV:8044, ITGB3:8044, ITGB5:8044, MFAP3:8044, LTBP1:8044, FBLN1:8044, ITGA8:8044, BMP7:8044, VTN:8044, EFEMP1:8044, LTBP2:8044, BMP2:8044, EMILIN1:8044, FBLN2:8044, MFAP4:8044, LTBP3:8044, EFEMP2:8044, EMILIN3:8044, MFAP5:8044, FBLN5:12513, LTBP4:12806, TGFB1:13292, FBN1:13358, FN1:13980, TGFB3:14490"	Both	3
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	-0.022557019	0.444061446	0.681398117	97	"DYNC1H1:194, DYNC1LI2:329, AP2A2:372, DNM2:395, TUBA4A:420, DNM1:492, SH3GL2:527, TUBA1B:702, KLC4:866, SEC23A:1208, KIF2B:1280, ACTR1B:1306, CTSH:1357, TUBB2A:1503, KIF26A:1630, TUBA8:1763, AP1S2:2169, TUBB4A:2317, CTSK:2364, DCTN1:2371, DCTN3:2563, KIF3C:2607, DYNLL1:7062, CD74:7062, KIF2A:7062, KIFAP3:7062, CAPZB:7062, KIF22:7062, TUBB1:7062, KIF3B:7062, KLC3:7062, CAPZA1:7062, TUBB2B:7062, KIF23:7062, KIF2C:7062, KIF5A:7062, TUBA1A:7062, KIF5B:7062, KLC2:7062, TUBAL3:7062, TUBB4B:7062, AP2M1:7062, AP2A1:7062, SEC13:7062, CLTA:7062, SPTBN2:7062, DNM3:7062, CANX:7062, ARF1:7062, HLA-DPA1:7062, HLA-DRA:7062, DYNC1I2:7062, LAG3:7062, AP1B1:7062, LGMN:7062, DCTN6:7062, CTSC:7062, CTSD:7062, AP1M2:7062, ACTR10:7062, DCTN4:7062, SEC24B:7062, OSBPL1A:7062, SEC24D:7062, AP1S3:7062, DYNC1I1:7062, CTSB:7062, AP1G1:7062, RILP:7062, CTSF:7062, DCTN2:7062, SEC24C:7062, CAPZA3:7062, CTSE:7062, KLC1:11484, HLA-DMA:11565, CTSA:11650, KIF3A:11748, CTSS:11845, KIF4A:12049, HLA-DMB:12172, TUBB8B:12217, TUBB8:12220, DYNLL2:12478, IFI30:12625, HLA-DOA:12668, SEC31A:12688, KIF18A:12839, KIF15:12964, CENPE:13177, RACGAP1:13193, CTSO:13543, DYNC1LI1:14033, HLA-DOB:14130, KIF11:14190, SEC24A:14409, KIF20A:14554"	Insectivore	2
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	0.230221874	0.110806796	0.302704021	4	"CYP1A1:35, CYP1A2:436, CYP1B1:8044, EPHX2:8044"	Both	3
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	0.107068555	0.266109853	0.504517419	9	"GPX4:1166, PON3:2002, LTC4S:2916, ALOX5:8044, PON1:8044, PON2:8044, ALOX5AP:8044, GPX2:8044, GPX1:8044"	Unclear	3
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	0.107030674	0.165713212	0.382072789	14	"ABCC1:1385, GGT1:1483, PTGR1:2017, LTC4S:2916, CYP4B1:3380, DPEP3:3510, ALOX5:8044, ALOX15:8044, MAPKAPK2:8044, GGT5:8044, DPEP1:8044, DPEP2:8044, ALOX5AP:8044, LTA4H:13509"	Unclear	3
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0.122189846	0.344066767	0.585790729	5	"PTGR1:2017, LTC4S:2916, ALOX5:8044, ALOX5AP:8044, HPGD:8044"	Unclear	3
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	0.050754689	0.666832717	0.84668971	6	"GPX4:1166, ALOX15:8044, GPX2:8044, GPX1:8044, ALOXE3:8044, ALOX12B:8044"	Unclear	3
REACTOME_ARACHIDONIC_ACID_METABOLISM	0.096811977	0.028255527	0.137688417	43	"CYP1A1:35, CYP1A2:436, PTGR2:1104, PTGIS:1109, GPX4:1166, ABCC1:1385, GGT1:1483, PON3:2002, PTGR1:2017, FAAH:2097, LTC4S:2916, CYP8B1:3305, HPGDS:3351, CYP4B1:3380, TBXAS1:3473, DPEP3:3510, PLA2G4A:8044, ALOX5:8044, PTGS2:8044, ALOX15:8044, MAPKAPK2:8044, GGT5:8044, PTGES2:8044, DPEP1:8044, PTGS1:8044, CYP1B1:8044, CYP2U1:8044, DPEP2:8044, EPHX2:8044, PON1:8044, PON2:8044, ALOX5AP:8044, GPX2:8044, GPX1:8044, HPGD:8044, ALOXE3:8044, ALOX12B:8044, PTGES:8044, PRXL2B:8044, ALOX15B:8044, AWAT1:12575, LTA4H:13509, PTGDS:14431"	Both	3
