"gmtNames","gmtOverlap"
"REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS",NA
"REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS",""
"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS",""
"REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS",""
"REACTOME_ONCOGENIC_MAPK_SIGNALING",""
"REACTOME_ANTIMICROBIAL_PEPTIDES","C"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS",""
"REACTOME_FGFR2_ALTERNATIVE_SPLICING",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN",""
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",""
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",""
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION",""
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS",""
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION",""
"REACTOME_KERATINIZATION","C"
"REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION",""
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",""
"REACTOME_SIGNALING_BY_MET",""
"REACTOME_MET_RECEPTOR_ACTIVATION",""
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY",""
"REACTOME_PTEN_REGULATION","C"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES",""
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",""
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE","C"
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",""
"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","I"
"REACTOME_INTRA_GOLGI_TRAFFIC",""
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",""
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",""
"REACTOME_PI5P_REGULATES_TP53_ACETYLATION",""
"REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING","C"
"REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM",""
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION","IC"
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",""
"REACTOME_MITOTIC_PROPHASE","IC"
"REACTOME_MITOTIC_PROMETAPHASE",""
"REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS",""
"REACTOME_M_PHASE",""
"REACTOME_G2_PHASE",""
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",""
"REACTOME_DNA_REPLICATION_INITIATION",""
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",""
"REACTOME_DNA_REPLICATION_PRE_INITIATION","C"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",""
"REACTOME_POLYMERASE_SWITCHING",""
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND",""
"REACTOME_LAGGING_STRAND_SYNTHESIS",""
"REACTOME_DNA_STRAND_ELONGATION",""
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",""
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1","I"
"REACTOME_SYNTHESIS_OF_DNA",""
"REACTOME_S_PHASE",""
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",""
"REACTOME_CELL_CYCLE_MITOTIC",""
"REACTOME_DNA_REPLICATION","C"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",""
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT",""
"REACTOME_G2_M_CHECKPOINTS",""
"REACTOME_STABILIZATION_OF_P53",""
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",""
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT","C"
"REACTOME_CELL_CYCLE_CHECKPOINTS",""
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",""
"REACTOME_GLYCOLYSIS",""
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",""
"REACTOME_GLUCONEOGENESIS",""
"REACTOME_PYRUVATE_METABOLISM",""
"REACTOME_GLUCOSE_METABOLISM",""
"REACTOME_FRUCTOSE_CATABOLISM",""
"REACTOME_UREA_CYCLE","IC"
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","IC"
"REACTOME_HISTIDINE_CATABOLISM",""
"REACTOME_PROPIONYL_COA_CATABOLISM",""
"REACTOME_LYSINE_CATABOLISM",""
"REACTOME_TRYPTOPHAN_CATABOLISM","I"
"REACTOME_CREATINE_METABOLISM",""
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","VIC"
"REACTOME_PENTOSE_PHOSPHATE_PATHWAY",""
"REACTOME_ETHANOL_OXIDATION",""
"REACTOME_METABOLISM_OF_CARBOHYDRATES",""
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",""
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",""
"REACTOME_MRNA_CAPPING",""
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY","IC"
"REACTOME_MRNA_SPLICING","IC"
"REACTOME_MRNA_EDITING_C_TO_U_CONVERSION",""
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","IC"
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","IC"
"REACTOME_TRNA_PROCESSING",""
"REACTOME_RRNA_PROCESSING",""
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","C"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",""
"REACTOME_RECYCLING_OF_EIF2_GDP",""
"REACTOME_TRANSLATION","I"
"REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS",""
"REACTOME_PYRIMIDINE_SALVAGE","C"
"REACTOME_PYRIMIDINE_CATABOLISM",""
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",""
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE","IC"
"REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION",""
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",""
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION","IC"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION","I"
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION",""
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",""
"REACTOME_BASE_EXCISION_REPAIR",""
"REACTOME_CHROMOSOME_MAINTENANCE",""
"REACTOME_DEATH_RECEPTOR_SIGNALING","VC"
"REACTOME_DNA_DAMAGE_BYPASS",""
"REACTOME_DNA_REPAIR",""
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",""
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES",""
"REACTOME_DNA_DAMAGE_REVERSAL",""
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION",""
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION",""
"REACTOME_KETONE_BODY_METABOLISM",""
"REACTOME_PURINE_SALVAGE",""
"REACTOME_PURINE_CATABOLISM",""
"REACTOME_IRS_ACTIVATION",""
"REACTOME_SIGNAL_ATTENUATION",""
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",""
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",""
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",""
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","IC"
"REACTOME_MRNA_EDITING",""
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS",""
"REACTOME_TRIGLYCERIDE_BIOSYNTHESIS",""
"REACTOME_APOPTOTIC_EXECUTION_PHASE",""
"REACTOME_FASL_CD95L_SIGNALING",""
"REACTOME_TRAIL_SIGNALING",""
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",""
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",""
"REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN",""
"REACTOME_TNF_SIGNALING","C"
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",""
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2",""
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",""
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER",""
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER",""
"REACTOME_SYNTHESIS_OF_KETONE_BODIES",""
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS",""
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS",""
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","IC"
"REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA",""
"REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA",""
"REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA",""
"REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA",""
"REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA",""
"REACTOME_INSULIN_RECEPTOR_RECYCLING",""
"REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","I"
"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","IC"
"REACTOME_TRANSPORT_OF_FATTY_ACIDS",""
"REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE",""
"REACTOME_THE_NLRP3_INFLAMMASOME",""
"REACTOME_INTERFERON_GAMMA_SIGNALING",""
"REACTOME_REGULATION_OF_IFNG_SIGNALING",""
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",""
"REACTOME_TRANSPORT_OF_ORGANIC_ANIONS",""
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",""
"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING",""
"REACTOME_SIGNALING_BY_PTK6",""
"REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS",""
"REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING",""
"REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1","C"
"REACTOME_PTK6_REGULATES_CELL_CYCLE",""
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",""
"REACTOME_PTK6_EXPRESSION",""
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES",""
"REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS",""
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS",""
"REACTOME_SIGNALING_BY_FGFR2_IIIA_TM","C"
"REACTOME_MET_ACTIVATES_RAS_SIGNALING",""
"REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING",""
"REACTOME_PROTEIN_UBIQUITINATION","I"
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",""
"REACTOME_SIGNALING_BY_MST1",""
"REACTOME_RET_SIGNALING",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX",""
"REACTOME_TBC_RABGAPS",""
"REACTOME_AURKA_ACTIVATION_BY_TPX2",""
"REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING",""
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT",""
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS","C"
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS","IC"
"REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION",""
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS",""
"REACTOME_MET_ACTIVATES_PTPN11",""
"REACTOME_REELIN_SIGNALLING_PATHWAY",""
"REACTOME_VLDL_ASSEMBLY",""
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION",""
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",""
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS","I"
"REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS",""
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",""
"REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS",""
"REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS",""
"REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION",""
"REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION",""
"REACTOME_RAB_GERANYLGERANYLATION",""
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING",""
"REACTOME_CREB3_FACTORS_ACTIVATE_GENES",""
"REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL",""
"REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS",""
"REACTOME_MET_ACTIVATES_RAP1_AND_RAC1",""
"REACTOME_MET_RECEPTOR_RECYCLING",""
"REACTOME_MET_PROMOTES_CELL_MOTILITY",""
"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",""
"REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS",""
"REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS",""
"REACTOME_PROTEIN_METHYLATION",""
"REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1","IC"
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",""
"REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION",""
"REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY",""
"REACTOME_RECEPTOR_MEDIATED_MITOPHAGY",""
"REACTOME_DIGESTION","I"
"REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS",""
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION","IC"
"REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING",""
"REACTOME_ESR_MEDIATED_SIGNALING","IC"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","IC"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES",""
"REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN",""
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING",""
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS",""
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING",""
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING",""
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY",""
"REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION",""
"REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION",""
"REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT",""
"REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION",""
"REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION",""
"REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING",""
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",""
"REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION",""
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION",""
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",""
"REACTOME_REGULATION_OF_PTEN_LOCALIZATION",""
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",""
"REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT",""
"REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION",""
"REACTOME_CRISTAE_FORMATION",""
"REACTOME_PROCESSING_OF_SMDT1",""
"REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION",""
"REACTOME_RUNX3_REGULATES_WNT_SIGNALING",""
"REACTOME_NEDDYLATION","I"
"REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION",""
"REACTOME_RUNX3_REGULATES_P14_ARF",""
"REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6",""
"REACTOME_METABOLISM_OF_RNA","IC"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI","IC"
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",""
"REACTOME_NUCLEOTIDE_CATABOLISM",""
"REACTOME_NUCLEOTIDE_BIOSYNTHESIS",""
"REACTOME_NUCLEOTIDE_SALVAGE","C"
"REACTOME_METABOLISM_OF_STEROIDS","IC"
"REACTOME_INTESTINAL_ABSORPTION",""
"REACTOME_TYROSINE_CATABOLISM",""
"REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM","C"
"REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM",""
"REACTOME_DIGESTION_AND_ABSORPTION",""
"REACTOME_CHYLOMICRON_ASSEMBLY",""
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",""
"REACTOME_HDL_ASSEMBLY",""
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY",""
"REACTOME_PLASMA_LIPOPROTEIN_REMODELING",""
"REACTOME_CHYLOMICRON_REMODELING",""
"REACTOME_HDL_CLEARANCE",""
"REACTOME_CHYLOMICRON_CLEARANCE",""
"REACTOME_LDL_CLEARANCE",""
"REACTOME_LDL_REMODELING",""
"REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE",""
"REACTOME_VLDL_CLEARANCE",""
"REACTOME_HDL_REMODELING",""
"REACTOME_PHENYLALANINE_METABOLISM",""
"REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM",""
"REACTOME_LIPID_PARTICLE_ORGANIZATION",""
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42",""
"REACTOME_FATTY_ACID_METABOLISM","VIC"
"REACTOME_METABOLISM_OF_COFACTORS",""
"REACTOME_TRIGLYCERIDE_METABOLISM",""
"REACTOME_RHOA_GTPASE_CYCLE","V"
"REACTOME_GLYCOGEN_METABOLISM",""
"REACTOME_INTERLEUKIN_15_SIGNALING",""
"REACTOME_OAS_ANTIVIRAL_RESPONSE",""
"REACTOME_INTERLEUKIN_35_SIGNALLING",""
"REACTOME_INTERLEUKIN_9_SIGNALING",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2",""
"REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME",""
"REACTOME_SIGNALING_BY_NTRK2_TRKB",""
"REACTOME_SIGNALING_BY_ERYTHROPOIETIN",""
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","I"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","IC"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","IC"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","I"
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",""
"REACTOME_INTERLEUKIN_37_SIGNALING",""
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING","I"
"REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC",""
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",""
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","C"
"REACTOME_ROBO_RECEPTORS_BIND_AKAP5",""
"REACTOME_INTERLEUKIN_18_SIGNALING",""
"REACTOME_SIGNALING_BY_NOTCH3",""
"REACTOME_RHO_GTPASE_CYCLE","VC"
"REACTOME_RHOB_GTPASE_CYCLE",""
"REACTOME_RHOC_GTPASE_CYCLE",""
"REACTOME_CDC42_GTPASE_CYCLE",""
"REACTOME_RAC1_GTPASE_CYCLE",""
"REACTOME_RAC2_GTPASE_CYCLE","IC"
"REACTOME_RHOD_GTPASE_CYCLE",""
"REACTOME_RHOQ_GTPASE_CYCLE",""
"REACTOME_RHOH_GTPASE_CYCLE",""
"REACTOME_RHOG_GTPASE_CYCLE","IC"
"REACTOME_RHOJ_GTPASE_CYCLE",""
"REACTOME_RHOBTB2_GTPASE_CYCLE",""
"REACTOME_RHOU_GTPASE_CYCLE",""
"REACTOME_RHOBTB1_GTPASE_CYCLE",""
"REACTOME_RAC3_GTPASE_CYCLE","C"
"REACTOME_RHOV_GTPASE_CYCLE",""
"REACTOME_RHOT1_GTPASE_CYCLE",""
"REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS",""
"REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",""
"REACTOME_SIGNALING_BY_NOTCH4",""
"REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",""
"REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS",""
"REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH",""
"REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7",""
"REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX",""
"REACTOME_INTERLEUKIN_36_PATHWAY",""
"REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3",""
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION","IC"
"REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS",""
"REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS",""
"REACTOME_BIOSYNTHESIS_OF_MARESINS",""
"REACTOME_INTERLEUKIN_2_SIGNALING",""
"REACTOME_INTERLEUKIN_12_SIGNALING",""
"REACTOME_INTERLEUKIN_1_SIGNALING",""
"REACTOME_INTERLEUKIN_23_SIGNALING",""
"REACTOME_INTERLEUKIN_27_SIGNALING",""
"REACTOME_INTERLEUKIN_21_SIGNALING",""
"REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX",""
"REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY",""
"REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS",""
"REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS",""
"REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS",""
"REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING",""
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS",""
"REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K",""
"REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG",""
"REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5",""
"REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS",""
"REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS",""
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K",""
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",""
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS",""
"REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX",""
