"","CH-Rho","CH-P","CH-p.adj","CH-significant","CO-Rho","CO-P","CO-p.adj","CO-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","CH-CO-Overlap","CH-HO-Overlap","CO-HO-Overlap","CH-CO-HO-Overlap","CH-CO-Delta","CH-HO-Delta","CO-HO-Delta"
"PLPP4",2.91431172843261,0.0106942126218589,0.0941788701290979,FALSE,0.994096521524845,0.96052763603186,1,FALSE,-1.50450558399149,0.39735370995616,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.35779719414201,3.12457568643959,1.76677849229758
"CRHR1",1.63633587690128,0.305307934130327,0.818211823245242,FALSE,1.07579238838822,0.846060351553582,1,FALSE,-0.380084773534521,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.396364101877547,1.42582471564774,1.0294606137702
"GNAT3",3.02041165912815,0.00757294003948733,0.0731728068265553,FALSE,3.25392731421372,0.00341464195869156,0.0686197729783867,FALSE,0.514041054872786,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.165120503224223,1.77227165043559,1.93739215365982
"GGT5",-2.45835115347604,0.0418729867116884,0.235761764227658,FALSE,-3.40598769538711,0.00197775451093717,0.0496972367381742,TRUE,-1.20278551287446,0.687177997080817,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.670080224885486,0.887818978694209,1.55789920357969
"SLC37A1",1.62111962366784,0.314975958526736,0.835357012628181,FALSE,3.13595809347225,0.00513881035007107,0.0885492611291608,FALSE,1.60774878357553,0.323670628807176,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.07115255440096,0.0094546116994279,1.08060716610038
"MPP3",-1.31152153972512,0.569044864191897,1,FALSE,-1.81900639966383,0.206731361180197,0.768958241921538,FALSE,-0.648695465206593,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.358845985812161,0.468688812039313,0.827534797851474
"VGLL3",-0.127188825107239,1,1,FALSE,-0.471898213459986,1,1,FALSE,-0.361106096027765,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.243746346042894,0.165404488504555,0.0783418575383396
"TMPRSS3",-1.46660629944795,0.427449556191836,1,FALSE,-0.723493977760945,1,1,FALSE,0.615862577140255,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.525459761848164,1.47252786424545,0.947068102397291
"SMAD4",-0.468295227799594,1,1,FALSE,-1.8195283893411,0.206492567038669,0.768958241921538,FALSE,-1.43786171884742,0.45141987988663,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.955466131490139,0.685587040631165,0.269879090858974
"PPME1",-1.91091219179612,0.168047598111851,0.567493922383528,FALSE,-2.0214312545255,0.129705426091058,0.595958771385852,FALSE,-0.335661201015424,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0781487787063302,1.11387065765186,1.19201943635819
"HIGD1C",0.174683897192669,1,1,FALSE,-1.42579655866716,0.461781223693431,1,FALSE,-1.60175889350223,0.327626808794462,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.13171058349502,1.25613474369032,0.124424160195298
"TMPRSS12",-3.53075749916794,0.00124311438396722,0.0210249795799911,TRUE,-1.10709127526865,0.804763401913673,1,FALSE,2.0574121340551,0.118939796814604,0.860832475796119,FALSE,FALSE,FALSE,FALSE,FALSE,1.71379082225198,3.95143264207275,2.23764181982078
"NOTO",-2.32961876729646,0.0594789280516077,0.295770174635043,FALSE,-3.307455776388,0.00282442727160716,0.0618266501259815,FALSE,-1.12269544030452,0.784700595582507,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.6914351800238,0.85342366888823,1.54485884891203
"FGFRL1",-0.520426730843888,1,1,FALSE,0.453162403543718,1,1,FALSE,0.92734195910802,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.688431479015017,1.02372705825456,0.335295579239541
"PAX1",-0.185205182169776,1,1,FALSE,-1.86630718318019,0.185995201170411,0.72554452247993,FALSE,-1.67377482383005,0.282524586138317,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.18871862478074,1.05257768788641,0.13614093689433
"KRT40",0.375197040821414,1,1,FALSE,1.21441487668106,0.67376801207724,1,FALSE,0.912110220257189,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.593416622629054,0.379654950087466,0.213761672541588
"MEIS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSNK1D",1.87135561846989,0.183887418490704,0.598581863703405,FALSE,0.121215222691112,1,1,FALSE,-1.48921926153031,0.409288920853205,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.23753614188368,2.37628528633331,1.13874914444963
"STK32A",-1.36163768221392,0.519936770927898,1,FALSE,0.433662375856526,1,1,FALSE,1.72395585165031,0.254147440200128,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.26946884532622,2.18184411178076,0.912375266454546
"MSL1",0.397145905744481,1,1,FALSE,-0.550053447045095,1,1,FALSE,-0.924768772191946,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.669771085493018,0.934734832918878,0.26496374742586
"FRMD4B",0.892747066308172,1,1,FALSE,0.382125172775143,1,1,FALSE,-0.427077164946639,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.36106420353952,0.933256663894599,0.572192460355079
"CFAP53",-1.13803204615906,0.76532130360588,1,FALSE,-1.98418524596163,0.141705578093784,0.626966131077729,FALSE,-0.95996133702716,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.598320665503089,0.125915005957866,0.724235671460955
"ARHGEF10",-0.30016615083486,1,1,FALSE,1.45766531719535,0.434798448678837,1,FALSE,1.74127697071898,0.24490512275517,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.24297455122727,1.44351827465735,0.200543723430082
"USP34",-2.1744086263281,0.0890233824797195,0.382492641112101,FALSE,-1.69858195714611,0.268193935293282,0.888804111875457,FALSE,0.324839819751421,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.336460264447992,1.76723552409277,1.43077525964478
"LCP1",0.73523551294598,1,1,FALSE,-0.0516139383830649,1,1,FALSE,-0.735021458160822,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.556386582807682,1.03962867435641,0.483242091548732
"TMPRSS2",-4.86282245524074,3.47170921987115e-06,0.00033205360589046,TRUE,-1.38906838463506,0.494435869121653,1,FALSE,3.1630959955219,0.00468302547053539,0.201476502453639,FALSE,FALSE,FALSE,FALSE,FALSE,2.45631505949965,5.67518136178449,3.21886630228484
"PCDHGA11",0.714575474381383,1,1,FALSE,-0.0371687011568459,1,1,FALSE,-0.711016324466736,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.531563404240572,1.00804562816943,0.476482223928861
"MX1",-0.179002483547206,1,1,FALSE,1.67626113673035,0.281061161057402,0.913378086053806,FALSE,1.86794432930092,0.185309493257904,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.31186948678696,1.4474099720931,0.13554048530614
"PCDHGA8",-0.565927201000525,1,1,FALSE,1.46566960952366,0.428214951949863,1,FALSE,2.18835920353464,0.085930342544422,0.757129788011233,FALSE,FALSE,FALSE,FALSE,FALSE,1.43655588135862,1.94757459397673,0.511018712618114
"PCDHA12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C2orf73",-1.93789250578069,0.157909015431252,0.543086263358462,FALSE,-2.62777722980997,0.0257834335815603,0.232772583722031,FALSE,-0.829524766497921,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.487822166598112,0.783734344495248,1.27155651109336
"PCDHA11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM3B",-1.96768968485969,0.147311260230132,0.519647003874359,FALSE,-0.945317260642373,1,1,FALSE,0.901544710010941,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.722926474062194,2.0288550974267,1.30592862336451
"DOT1L",-0.440794271997244,1,1,FALSE,0.827107550624971,1,1,FALSE,1.24316927008319,0.641416392248322,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.896541976654952,1.190742039876,0.294200063221045
"GXYLT1",-3.05885306934935,0.00666558278571705,0.0675588779730087,FALSE,-1.85379224216238,0.191306666392217,0.737468620642221,FALSE,0.955223940956926,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.852106682646179,2.83838107419259,1.98627439154641
"ZSWIM8",-2.65887963989448,0.0235202897132112,0.162374882661511,FALSE,-2.03267457809,0.126256233955527,0.587072063857207,FALSE,0.420045114639121,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.442793845615294,2.17712857269384,1.73433472707854
"SHARPIN",-0.764941148337815,1,1,FALSE,-0.865637026719413,1,1,FALSE,-0.139305934234969,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0712027384411634,0.44239090244122,0.513593640882384
"DEFB113",-2.51561090364854,0.0356478857041628,0.212736382630689,FALSE,-1.56009473236852,0.356212488608629,1,FALSE,0.805714101772452,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.675651964245509,2.34853143385763,1.67287946961212
"UBE2D2",0.0203199525694885,1,1,FALSE,-1.21711002127579,0.670687075080544,1,FALSE,-1.26789157750091,0.614510016890275,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.874995125749485,0.91090310851548,0.0359079827659944
"PARP3",-2.41769469783428,0.0468575267336133,0.253168017160659,FALSE,-1.16194332713782,0.735775458364637,1,FALSE,1.13908005556206,0.764009295895535,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.887950309703769,2.51501954727966,1.6270692375759
"CAPN11",-1.98742262064189,0.140626748970296,0.505747603626635,FALSE,-3.03710154347199,0.00716594922851501,0.106586441674526,FALSE,-1.1968950792436,0.694042357161052,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.74223508440175,0.558987385237466,1.30122246963922
"C10orf105",-1.47381664140808,0.421592899285568,1,FALSE,-0.879846116906411,1,1,FALSE,0.473980261169935,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.420000585700061,1.37730039818707,0.957299812487007
"TNFSF11",-1.8909270480828,0.175902249663402,0.582690661313752,FALSE,-1.94203051583268,0.15640021852195,0.660045497043913,FALSE,-0.250406121898651,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0361356085880895,1.16002347158324,1.19615908017133
"SLC25A45",0.740354265369047,1,1,FALSE,1.51598948457074,0.388566034076441,1,FALSE,0.869246581850778,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.548456923224632,0.0911406310270749,0.457316292197557
"HSDL2",-3.70363994592584,0.000637583549162808,0.0128773280110069,TRUE,-2.06434583388338,0.116954814699735,0.558956723511192,FALSE,1.32512156484459,0.555392504124419,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.1591559829844,3.55587136523568,2.39671538225127
"CCDC33",-0.235270175228514,1,1,FALSE,0.251631935772377,1,1,FALSE,0.467135356836881,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.344291784462775,0.496675714866386,0.152383930403611
"YPEL3",0.335820227789914,1,1,FALSE,0.833760261168998,1,1,FALSE,0.531034676699777,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.352096774226606,0.138037460609759,0.214059313616847
"SEC24A",-1.97570787238578,0.144563618375055,0.514276224313519,FALSE,-1.50861633670174,0.394190570543841,1,FALSE,0.276406994435417,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.330283592317026,1.59248569434031,1.26220210202328
"AEBP2",-0.683051993678155,1,1,FALSE,-1.51772403035937,0.387251950564447,1,FALSE,-0.895145750972805,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.590202257204075,0.149972934030381,0.440229323173694
"ATL3",0.906208085602331,1,1,FALSE,0.474348898807434,1,1,FALSE,-0.331914703943448,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.305370559500379,0.875485020429425,0.570114460929045
"MROH6",1.46870136652038,0.425741420001909,1,FALSE,1.75861047167836,0.235931079390442,0.825512959423099,FALSE,0.412016113338753,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.204996694184932,0.747189308104551,0.952186002289483
"EIF3CL",0.543541612450218,1,1,FALSE,0.0998294203622162,1,1,FALSE,-0.382311573510773,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.313751899920574,0.654677066176187,0.340925166255612
"MS4A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPTLC3",-5.46773818973823,1.36744340243522e-07,3.17687000675807e-05,TRUE,-2.11958588388864,0.102122951871893,0.5219080313453,FALSE,2.85208354628242,0.0130301050184757,0.324400242239217,FALSE,FALSE,FALSE,FALSE,FALSE,2.36750119991162,5.88300236780344,3.51550116789182
"GIN1",-1.74684319786349,0.241993623214389,0.707382769540898,FALSE,-1.68992076423284,0.273129343612007,0.897489937452249,FALSE,-0.0766269689208264,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0402502388218725,1.18102122153318,1.14077098271131
"PLCXD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPRD1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRCC3",-0.788131838254052,1,1,FALSE,-2.14003496135752,0.0970558243324395,0.505238586741931,FALSE,-1.46634854563582,0.427660069281871,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.955939865853733,0.47957163290366,0.476368232950072
"CTNND1",-1.01705367195688,0.927383692623784,1,FALSE,2.59048704249807,0.0287520688554848,0.249713370427636,FALSE,3.44010172850636,0.00174448672502337,0.126261219815625,FALSE,FALSE,FALSE,FALSE,FALSE,2.55091650259766,3.1516848084698,0.600768305872143
"ZNF24",-1.24131255911101,0.643470920780748,1,FALSE,-2.51544313722816,0.0356648558471327,0.284358581357727,FALSE,-1.38397796220252,0.499095608394391,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.900946371903775,0.10087967396672,0.800066697937055
"LCMT1",-0.768018989971571,1,1,FALSE,0.435904348303092,1,1,FALSE,1.11901014393749,0.789407434490541,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.85130235652276,1.33433109688367,0.483028740360911
"RAD51AP2",-0.879190553036048,1,1,FALSE,0.0896934718033008,1,1,FALSE,0.886434367549859,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.685104464147219,1.24848535437825,0.563380890231035
"EVPLL",-0.446270535371782,1,1,FALSE,0.906400380911159,1,1,FALSE,1.3062073545861,0.574446157310053,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.956482777617489,1.23918899986871,0.282706222251223
"ALKBH5",-0.476325176366248,1,1,FALSE,-0.344768324030202,1,1,FALSE,0.0758418320716323,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0930247423983761,0.390441036013915,0.297416293615539
"DCDC2C",1.41546943239693,0.47079271395148,1,FALSE,1.95579479056183,0.151467998438482,0.649877780855528,FALSE,0.770051482344348,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.382067724805455,0.4563794091817,0.838447133987155
"DOP1B",1.24305572330801,0.641541900494722,1,FALSE,2.53931603738039,0.0333208320875723,0.273287666217959,FALSE,1.39358363923056,0.490330115676623,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.916594458263583,0.106439310106713,0.810155148156871
"AIFM3",-0.980992221024729,0.979789732956376,1,FALSE,-0.0458573121996506,1,1,FALSE,0.869877507411758,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.661240235354477,1.30876253607034,0.647522300715867
"STOX1",-3.02339010131737,0.00749879396223009,0.0727354135797311,FALSE,-4.66655147041812,9.18890834207244e-06,0.00225679284435929,TRUE,-1.97847843634106,0.143624276621026,0.93312556676567,FALSE,FALSE,FALSE,FALSE,FALSE,1.16189054667491,0.738864124045677,1.90075467072059
"MYO5A",-0.0167337583958215,1,1,FALSE,0.108607788899311,1,1,FALSE,0.124380481796023,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0886298580568023,0.0997828361616402,0.0111529781048379
"MDGA2",-0.305252081239863,1,1,FALSE,-0.164873370341474,1,1,FALSE,0.111087221527361,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0992627384104768,0.294396344261183,0.195133605850707
"JMJD1C",-3.36724634857904,0.0022776850124644,0.0325950529435246,TRUE,-2.97324721551021,0.00884001039523194,0.12100564954053,FALSE,0.0826623047152083,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.278599458774595,2.43945380321852,2.16085434444392
"ZSWIM7",0.956676933308774,1,1,FALSE,-0.309898340559569,1,1,FALSE,-1.19405858100594,0.697365160914835,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.895603965035514,1.52079966671067,0.625195701675159
"GPR33",-0.374753175058364,1,1,FALSE,-0.560023864030297,1,1,FALSE,-0.204880744622626,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.131006160527157,0.12011794749775,0.251124108024908
"KCNE1",1.51931172962384,0.386052145902188,0.952337582251692,FALSE,0.308414820267073,1,1,FALSE,-1.12586028263422,0.780673989214788,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.856233415924004,1.87041906727254,1.01418565134854
"TMEM26",-2.65152095625974,0.0240390420710743,0.164901499672299,FALSE,-2.08476456367278,0.111272030452894,0.545358202236596,FALSE,0.344215837698978,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.400757288479061,2.11830580165825,1.71754851317919
"RBM12B",1.90943930538158,0.168616333217492,0.568876106101357,FALSE,0.151276596388935,1,1,FALSE,-1.57156167177141,0.348156723710864,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.24320877395801,2.46143939626188,1.21823062230387
"MRPS6",-3.07661090323234,0.00628105205160065,0.0647318434787974,FALSE,-1.36368353224042,0.518001567436972,1,FALSE,1.56599924033094,0.352046385001747,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.21122255970843,3.28282111491905,2.07159855521062
"GSG1L2",0.953633250969189,1,1,FALSE,0.883963646209895,1,1,FALSE,-0.0245763142422849,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0492638499678837,0.691698616982578,0.642434767014694
"SDR39U1",-1.67951883739444,0.279152912256806,0.77447380393333,FALSE,-1.80544100069527,0.213017100308428,0.781907801763654,FALSE,-0.255805907965218,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0890404155716983,1.00671706686237,1.09575748243407
"N4BP2L2",-0.505328391170857,1,1,FALSE,-3.66497570286188,0.000742086196382828,0.0271535268758772,TRUE,-3.4992592373448,0.00139965821080695,0.116289054705061,FALSE,FALSE,FALSE,FALSE,FALSE,2.23420804025456,2.11702880373317,0.11717923652139
"OTOG",-2.00225944978243,0.135770504336227,0.493954931658188,FALSE,-3.32451321722184,0.0026571910489179,0.0595778503430969,FALSE,-1.52113938148933,0.384674590806746,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.934974605405862,0.340203262854988,1.27517786826085
"RNF222",1.69541025147131,0.26999286763579,0.757684719723687,FALSE,2.50975857178892,0.0362441188009415,0.28736680132205,FALSE,0.90058245385244,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.57583121954445,0.562028125571875,1.13785934511633
"ABCC1",-3.56620443795826,0.00108656660292989,0.0191377558315577,TRUE,-1.57082616650079,0.348669097035706,1,FALSE,1.70357078175892,0.2653839118506,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.41094550677987,3.72629379319085,2.31534828641098
"ACSM4",-0.838845307203641,1,1,FALSE,-0.245971603683933,1,1,FALSE,0.569543505424342,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.419225016145968,0.995881279956517,0.576656263810549
"COL28A1",-1.40304295465734,0.481812090946695,1,FALSE,-0.441277490706597,1,1,FALSE,0.908009707010904,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.680070881470599,1.63416100874484,0.954090127274239
"PHB2",2.21838443340026,0.0795858947774585,0.357248149004756,FALSE,0.0746975654519637,1,1,FALSE,-1.80588477595317,0.212809018777231,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.51581552106679,2.84558804725403,1.32977252618724
"TRAPPC13",-2.60310109742274,0.0277154120200189,0.180828173792786,FALSE,-2.66080998648277,0.02338588042838,0.221850235426038,FALSE,-0.364082420895322,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0408063467890877,1.58322528937587,1.62403163616496
"PTPN6",1.1640446980846,0.73321769439429,1,FALSE,2.45215817067675,0.0426006681495409,0.314448023501996,FALSE,1.36871443950643,0.513265664729713,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.910833771407666,0.144723362063075,0.76611040934459
"ANKRD28",-1.81266689437618,0.209649640456483,0.648906799706236,FALSE,-0.32098077978329,1,1,FALSE,1.33082149376626,0.549743261523988,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.05478136703045,2.22278195583669,1.16800058880624
"USP47",-1.78171530067794,0.224387011407177,0.676024026392596,FALSE,-0.27483153799631,1,1,FALSE,1.38779984223845,0.495594008666203,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.06552772705208,2.24118565062963,1.17565792357755
"NEURL4",2.29000964445671,0.0660622727171619,0.315229891159378,FALSE,1.45947087317212,0.433306654996288,1,FALSE,-0.655540014678604,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.587279597213682,2.08281813829631,1.49553854108262
"CABYR",-0.911526800695657,1,1,FALSE,2.30992005126518,0.0626777422355558,0.394496476744573,FALSE,3.1870719065541,0.00431163117825267,0.195823914117696,FALSE,FALSE,FALSE,FALSE,FALSE,2.27790691425356,2.89814693925872,0.620240025005157
"MAP3K1",1.42369267558624,0.463606364680752,1,FALSE,-1.31990274942073,0.560602468557207,1,FALSE,-2.64767095345147,0.0243145108918412,0.435872940210562,FALSE,FALSE,FALSE,FALSE,FALSE,1.94001492985481,2.87888883076884,0.938873900914026
"PLA2G4E",0.242712254215649,1,1,FALSE,-0.913801002830402,1,1,FALSE,-1.14304359188146,0.759061477616756,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.817778366589403,0.979877355844169,0.162098989254765
"TNRC18",-0.340773793014675,1,1,FALSE,0.490500112309337,1,1,FALSE,0.817937236230921,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.587799415478033,0.819332426215205,0.231533010737172
"C22orf39",-0.115322219746447,1,1,FALSE,0.636786749126132,1,1,FALSE,0.730278371186684,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.531821352081023,0.597929912024169,0.0661085599431462
"MROH2B",0.616628875894846,1,1,FALSE,1.85975132752155,0.188762149430398,0.732180082698195,FALSE,1.30118022916361,0.579590313013393,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.879020315390488,0.484050903966773,0.394969411423715
"RADIL",0.68833171950564,1,1,FALSE,2.72933794742903,0.0190384894195792,0.194225194422359,FALSE,2.08294250974124,0.111769392534231,0.838537453367361,FALSE,FALSE,FALSE,FALSE,FALSE,1.4432093442086,0.986138746891526,0.457070597317076
"UBXN2B",-0.447424992078818,1,1,FALSE,1.46935966327208,0.425205785810066,1,FALSE,1.90221792944434,0.171428009377181,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.35537142787294,1.66144844317599,0.306077015303056
"SRL",-0.860695514055734,1,1,FALSE,0.654875054767252,1,1,FALSE,1.42604595503712,0.461565232269819,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.07167022658149,1.61697039961604,0.545300173034559
"TSSK2",-0.15741446410072,1,1,FALSE,1.97938502992681,0.143318018004485,0.630415890492636,FALSE,2.07759120036446,0.113241082072457,0.84158696759894,FALSE,FALSE,FALSE,FALSE,FALSE,1.51094541226285,1.58038766133367,0.0694422490708273
"ST3GAL1",0.195004577804969,1,1,FALSE,2.73951994802816,0.0184586942570238,0.18961767455017,FALSE,2.52854241046367,0.0343611742817616,0.52487972661187,FALSE,FALSE,FALSE,FALSE,FALSE,1.79924407311822,1.65006042562833,0.149183647489886
"PPDPFL",-1.02436576343648,0.916987639671321,1,FALSE,0.273612169512289,1,1,FALSE,1.16180515501301,0.735943858894698,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.917808998218573,1.54585628126846,0.628047283049887
"FAM166B",-2.49830198332056,0.0374369515250279,0.219322461748317,FALSE,-2.34224354424909,0.0575046068230995,0.376194639961333,FALSE,-0.0538831616690993,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.110349980528824,1.72846512484978,1.61811514432096
"GRXCR1",-0.749043758864622,1,1,FALSE,-0.694471276598639,1,1,FALSE,-0.0221001430449545,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0385885722764592,0.514026760286355,0.475438188009896
"ENHO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRAP",0.343747147768099,1,1,FALSE,-0.24673600396489,1,1,FALSE,-0.60482192919175,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.417534640766802,0.670739626742174,0.253204985975372
"KDM5A",-2.24078143870174,0.0751207075085385,0.342486502565231,FALSE,0.191532074648533,1,1,FALSE,2.27860329472279,0.0680719737537921,0.696010600383834,FALSE,FALSE,FALSE,FALSE,FALSE,1.71990537926165,3.19568759179544,1.47578221253379
"ROCK1",1.1136117930359,0.796337294858421,1,FALSE,-0.583153446510079,1,1,FALSE,-1.62864165285383,0.310166703467637,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.19979420696458,1.93906600732081,0.739271800356227
"C5orf49",-0.488296126679031,1,1,FALSE,0.246028074159567,1,1,FALSE,0.702421248399286,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.519245622002365,0.841964330394524,0.322718708392159
"UBE2QL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WDR19",-0.742241574480486,1,1,FALSE,0.059423144517099,1,1,FALSE,0.734919002648611,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.566862559041201,1.04451026098942,0.477647701948218
"ADA2",-2.69806019523376,0.0209234483911736,0.150237470640968,FALSE,-1.04284277030665,0.891063356466356,1,FALSE,1.41143589569749,0.474348374945941,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.1704154655041,2.9058525531571,1.735437087653
"SEL1L3",-0.832654617833824,1,1,FALSE,-1.44846655065115,0.442459842698569,1,FALSE,-0.693432890584599,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.435444793630726,0.0984446274264305,0.533889421057156
"KCNU1",-5.0579428126582,1.27141043007037e-06,0.000156207759505882,TRUE,-3.10030216211002,0.00579969939878212,0.0947364773250876,FALSE,1.36421852796095,0.517496395678178,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.38426097912906,4.54115383382588,3.15689285469683
"SEH1L",-0.439041201582855,1,1,FALSE,-1.92074388489456,0.16429201218494,0.676095475200844,FALSE,-1.54918525858776,0.364011576349803,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.04772201507201,0.78499039080211,0.262731624269898
"CLDN8",1.75220877711764,0.239213744894255,0.701513673460814,FALSE,2.09966815338351,0.107274128741911,0.536046191228926,FALSE,0.456092280417281,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.245690881144443,0.916492764024575,1.16218364516902
"RNF212B",-0.491526002405132,1,1,FALSE,-0.761613302779723,1,1,FALSE,-0.302736007134358,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.190980561607241,0.13349468587614,0.324475247483382
"RUNX3",-2.43622861779917,0.0445239036164105,0.245660818780253,FALSE,0.0456225769031076,1,1,FALSE,2.14297119496324,0.0963462342462654,0.792853847077905,FALSE,FALSE,FALSE,FALSE,FALSE,1.75493380966991,3.23798324001247,1.48304943034255
