"__mclCluster","EnrichmentMap::Colouring (H<C)","EnrichmentMap::Colouring (H<I)","EnrichmentMap::Colouring (H<V)","EnrichmentMap::Colouring (H>C)","EnrichmentMap::Colouring (H>I)","EnrichmentMap::Colouring (H>V)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (H<C)","EnrichmentMap::ES (H<I)","EnrichmentMap::ES (H<V)","EnrichmentMap::ES (H>C)","EnrichmentMap::ES (H>I)","EnrichmentMap::ES (H>V)","EnrichmentMap::fdr_qvalue (H<C)","EnrichmentMap::fdr_qvalue (H<I)","EnrichmentMap::fdr_qvalue (H<V)","EnrichmentMap::fdr_qvalue (H>C)","EnrichmentMap::fdr_qvalue (H>I)","EnrichmentMap::fdr_qvalue (H>V)","EnrichmentMap::fwer_qvalue (H<C)","EnrichmentMap::fwer_qvalue (H<I)","EnrichmentMap::fwer_qvalue (H<V)","EnrichmentMap::fwer_qvalue (H>C)","EnrichmentMap::fwer_qvalue (H>I)","EnrichmentMap::fwer_qvalue (H>V)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (H<C)","EnrichmentMap::NES (H<I)","EnrichmentMap::NES (H<V)","EnrichmentMap::NES (H>C)","EnrichmentMap::NES (H>I)","EnrichmentMap::NES (H>V)","EnrichmentMap::pvalue (H<C)","EnrichmentMap::pvalue (H<I)","EnrichmentMap::pvalue (H<V)","EnrichmentMap::pvalue (H>C)","EnrichmentMap::pvalue (H>I)","EnrichmentMap::pvalue (H>V)","Index","name","selected","shared name"
"1",,,,"-0.9834911966718973","0.9402012893835706","0.895199460768713","0|0|0|1|0|0",,,,,,,,,,"0.0872125577645226","0.218392291725501","0.466745140447746",,,,,,,"MUC21|MUC12|ST3GAL4|MUC5B|ST3GAL2|MUC6|ST6GALNAC4|MUCL1|MUC5AC|ST3GAL3|MUC13|ST6GALNAC3|MUC1|ST3GAL1|MUC4|MUC20|MUC15|MUC17|MUC3A|MUC7|MUC16|ST6GALNAC2|ST6GAL1","Carnivore-Both-Unclear","23","ENR","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",,,,"-1.0","1.0","1.0",,,,"0.0165088033281027","0.0597987106164294","0.104800539231287",,"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","false","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS"
"1","0.9999997418058305","-0.9999017385824195","-0.9976946301298002",,,,"1|1|1|0|0|0",,,,,,,"2.45012677657099E-5","0.00260537258673132","0.0611262040583854",,,,,,,,,,"VPS25|VPS36|CEBPD|H3C8|SNF8|H3C6|H3C11|H3C1|H3C7|H3C10|H3C2|H3C3|TSG101|CHMP2B|CHMP4B|CHMP3|CHMP2A|VPS4A|VPS37B|MVB12A|H2BC11|CHMP7|H2BC1|VPS37A|H2BC5|VPS28|H4C8|CHMP4C|UBAP1|H2AC6|H2BC4|VPS37C|H2AC20|H2BC21|H2BC13|CHMP6|H2AC7|VPS37D|H2BC26|H4C3|H4C11|H4C16|HNRNPK|H2BC12|MVB12B|H2BC15|CHMP4A|H4C15|H4C14|H4C12|H2BC14|H2BC8|H2BC6|H4C6|H2BC17|H4C13|H2BC9|H4C9|H2AC14|H3C13|H2BC3|H4C5|H2AC1|H2AC8|H4C4|H2AC25|H2BC7|H2AC21|H2AC4|H2AC13|H2BC10|H2AC11|H4C1|H2BC18|H4C2|H2AC12|H2AC18|H2AC15|H2AC19|NUP160|H2AC16|TPR|H2AC17|NDC1|NUP133|NUP37|SEH1L|NUP50|AAAS|NUP188|RAE1|NUP93|NUP88|NUP98|NUP107|NUP155|H3C12|NUP43|H3C4|NUP153|NUP85|NUP214|NUP210|NUP42|NUP54|NUP58|RANBP2|NUP205|H3C14|SEC13|H3C15|NUP35|CHMP1A|POM121|NUP62|POM121C","Unclear-Both-Both","116","ENR","REACTOME_HCMV_LATE_EVENTS","1.0","-1.0","-1.0",,,,"2.58194169466716E-7","9.82614175805489E-5","0.00230536987019978",,,,,"REACTOME_HCMV_LATE_EVENTS","false","REACTOME_HCMV_LATE_EVENTS"
"1","0.988550565003814","-0.997446523457722","-0.886081193361101",,,,"1|1|0|0|0|0",,,,,,,"0.0692729238192059","0.0297026981014657","0.487875554322887",,,,,,,,,,"HBEGF|EREG|GNB1|PIK3R3|EGFR|FOXO3|BTC|PIK3R1|CAV2|UHMK1|GNB2|ZDHHC7|GNG12|AREG|TGFA|EPGN|NRAS|PIK3CA|PTK2|SRF|MMP7|GNG5|GNAT3|HRAS|BCL2|ELK1|GNG7|ESR1|PRMT1|FOS|MAPK1|GNG13|S1PR3|ZDHHC21|GNG11|GNGT1|GNAI1|GNG10|MAPK3|GNG2|AKT2|SHC1|GNG3|KRAS|PIK3R2|MMP2|CAV1|SRC|AKT3|CREB1|IGF1R|NOS3|HSPB1|CCND1|GNB3|GNAI3|MMP3|CALM1|CDKN1B|PRKCZ|GNGT2|MMP9|SPHK1|GNAI2|GNB4|GNG8|GNB5|XPO1|EGF|STRN|ESR2|PDPK1|AKT1|GNG4|HSP90AA1","Carnivore-Insectivore-Unclear","75","ENR","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING","1.0","-1.0","-1.0",,,,"0.011449434996186","0.00255347654227797","0.113918806638899",,,,,"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING","false","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"3","0.9999999999977959","-0.9999999922527105","-0.9987815999272118",,,,"1|1|1|0|0|0",,,,,,,"1.32468978025959E-9","2.32806049610246E-6","0.0448321496170824",,,,,,,,,,"RPS4Y1|RPL36|PTPN11|NCAN|ARPC1B|PSMB1|COL5A1|PSMC4|PAK4|HSPA8|PLXNA3|RPL27|PSMA4|PTPRA|PRKCQ|ARHGEF11|ROCK1|PSME4|MYH10|TRPC4|EPHB2|MYH11|PSMC5|NUMB|CNTN6|CHL1|PSME1|ROCK2|RPS15A|PSMD5|PSMD8|MAPK1|COL4A2|MSI1|PSMC6|PSMA3|EPHA7|PSMC1|AGAP2|PSMB5|PSMA6|PSME2|LAMC1|PSMA7|PLXNC1|PSMD10|SCN2A|SCN7A|RPL35|MAPK3|PSMD7|AP2B1|CD72|RPS6|AP2S1|SDCBP|RDX|RPS6KA2|RPLP1|RPS6KA6|PAK6|PSMA2|ADAM10|DLG1|MAPK8|SEMA6D|UNC5B|SPTBN5|DLG3|PSMD3|ACTR2|RPS24|NAB1|SEMA7A|PSMD11|ARHGEF7|COL2A1|PSMD9|UNC5A|GIT1|PSMD14|ST8SIA2|RPL3L|RPS2|CLTC|COL6A1|COL6A2|RPS6KA1|RPS11|PSMF1|RPL13A|PSMB2|EPHA2|RPL11|SEM1|RPS8|ABL2|PSMA1|LHX9|PSME3|EFNA3|DLG4|SCN1A|ITGA9|RPL32|PSMB7|TRPC1|SLIT2|EPHA5|SCD5|ANK2|RPS3A|MYO10|PSMB6|RPL37|PSMA5|RASA1|GFRA3|RPS27A|EPHA1|SH3KBP1|MSN|RPL10|UBC|RPL7|ARHGAP39|VLDLR|PSMA8|SHC3|PSMD4|PSMB4|AP2M1|RPL7A|PSMC2|PAK1|RPS3|PSMD6|NCAM1|SCN2B|FAU|PSMC3|CACNA1C|ANK3|UPF2|DPYSL4|GRIN1|RPS6KA3|GFRA1|PTK2|UTRN|AKAP5|UBB|SCN3A|AP2A2|ROBO3|ENAH|PSMD1|EPHB1|PSMD2|RHOC|TIAM1|PAK2|RPL30|AP2A1|UNC5D|MAPK13|PSMD13|GRIN2B|CACNA1D|DCC|DPYSL5|NCK1|MPZ|PSMD12|SPTAN1|ARHGAP35|KALRN|PSMB8|PSMB10|SPTBN4|KCNQ2|UBA52|RPL8|PSMB11|PSMB9|PSMB3|RPL26|RPL29|RPS6KA4|MAGOH|ITGA2B|ARPC5|FYN|COL6A3|ARPC2|NFASC|CLASP2|SPTA1|RPL22L1|RPL9|RPL39L|ABLIM2|PIK3CB|PLXNB1|ADGRV1|RPS14|GPC1|RPL10L|RPL36AL|RET|SCN3B|RPL27A|MAPK7|RHOA|NAB2|RPL13|TRPC7|CDC42|RPSA|PRKACA|SCN11A|HJV|COL3A1|GFRA2|ACTB|GDNF|TUBA3D|COL4A3|UPF3A|EFNA1|SCN9A|GJB1|ROBO1|ALCAM|SEMA3E|RPS9|NRTN|KIF4A|DSCAM|PIK3CD|KCNQ3|RPS21|RPS7|PRNP|GAP43|ABL1|RND1|COL6A5|RPL38|ABLIM3|DAG1|DAB1|SPTBN2|TUBB1|RGMB|PITPNA|RPL4|RPL15|ELOB|CLTB|CDK5R1|SCN4B|DSCAML1|NCBP2|RPLP2|TUBB4A|RPS27|PIK3R2|NCBP1|MAG|SIAH2|UNC5C|RGMA|ELOC|FES|PFN1|LIMK2|EPHB3|RPS17|RPL35A|EPHA10|SCN5A|MAPK14|ACTG1|CNTN2|SLIT3|EFNA5|GAB2|POU3F2|NELL2|PRKAR2A|FGFR1|ROBO2|RPS27L|GAB1|SOS1|SCN10A|MAPK11|POU3F1|PIP5K1C|PIK3R3|FRS2|IRS2|RPS23|MAP2K2|PIK3CA|TEAD1|SLIT1|TUBA1B|SHTN1|PLCG1|COL4A1|SEMA4D|MAPK12|COL4A5|AGRN|TUBA4A|RPL14|RELN|GSPT2|SEMA4A|SRGAP3|EVL|EPHB4|SIAH1|CACNA1H|LAMA2|CAP1|SCN8A|ARHGEF12|PDLIM7|KRAS|SRGAP1|VAV3|RPS26|RPL37A|RPL12|EIF4G1|DNM3|MBP|RAC1|RPS4X|RPL23A|TLN1|TUBB2A|TUBB2B|LDB1|PLXNB3|RPL10A|TRPC6|SREBF2|EIF4A3|RPL39|ITGAV|COL5A2|CSNK2B|TRPC3|GRB7|ITSN1|PRKACB|ITGA10|RNPS1|DOK6|RHOB|COL6A6|PIK3R1|DOK2|RPS29|ZSWIM8|ARHGEF28|ITGB1|DOCK1|PLXNA4|TUBA3E|RPL41|RPS28|PRKCA|RPL36A|ARPC4|ARPC1A|EFNA4|VAV2|RBM8A|RPL17|SHC1|SRGAP2|CD24|ITGA5|RPS4Y2|ITGA2|CDK5|PRKACG|TUBA1A|TUBA1C|HSP90AA1|SDC2|ERBB2|EGFR|CFL1|TUBB8B|CUL2|HRAS|TUBB6|YES1|GRB2|PSEN1|TUBAL3|CXCL12|APH1A|YAP1|APH1B|TUBA8|PSEN2|NCSTN|PSENEN|TUBB4B|HDAC2|SRC|TUBA3C|L1CAM|SMARCA4|CYP51A1|PLXND1|CACNA1G|FARP2|SCN4A|RPS20|RANBP9|LYPLA2|TYROBP|ISL1|CNTN1|WWTR1|ANK1|RPL26L1|TRIO|NRAS|EPHA3|COL9A2|ITGA1|RPL18|NTN1|KIF4B|NGEF|NEO1|PFN2|SPTB|CLTCL1|PABPC1|CSNK2A2|EPHA8|NCK2|RPL31|TRPC5|CRMP1|CLASP1|NTN4|SEMA3A|PLXNA2|TUBA4B|RAP1GAP|USP33|PAK3|DCX|DNM2|EPHA6|LYN|COL5A3|TUBB3|COL4A4|ITGB3|TUBB8|PTPRC|CACNA1S|GSK3B|RPS5|MMP2|RPL6|RPLP0|EFNB1|NRCAM|LAMB1|SEMA6A|COL9A3|MAP2K1|EZR|MYL6|DPYSL2|TREM2|RPS18|HSP90AB1|ABLIM1|NRP1|MYO9B|EFNA2|SOX10|RPL3|MYH9|CACNA1I|SOS2|RPS6KA5|MMP9|DOK5|CSNK2A1|MYL9|PAK5|MYL12A|LAMA1|DRP2|RBX1|GSPT1|RPS16|PRX|MYH14|RPS19|RPL18A|SCN1B|MET|HOXA2|GRB10|EPHB6|WASL|LIMK1|LHX2|DNM1|LHX3|SH3GL2|RPL28|RPL19|CASC3|CNTNAP1|EFNB3|PMP22|RPL34|RPS13|MAGOHB|ARPC3|CAP2|COL9A1|RPS12|ADGRG6|SEMA5A|HMGCR|ST8SIA4|DPYSL3|RPL24|PLXNA1|ACTR3|RPS15|SPTBN1|DOK1|EPHA4|RPL22|ARTN|RPS25|PPP3CB|NRP2|MYL12B|CREB1|ETF1|LHX4|CXCR4|RPL21|RPL5|CLTA|EGR2|RPS10|DOK4|EFNB2|UPF3B|PSPN|RPL23|CACNB1|VASP|FLRT3|GFRA4|CACNB2|RRAS|CACNB3|CACNB4","Unclear-Herbivore-Herbivore","580","ENR","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","1.0","-1.0","-1.0",,,,"2.2041427292173E-12","7.7472895045007E-9","0.00121840007278815",,,,,"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","false","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"28","0.997656415817814","-0.885121217744704","-0.9190434766781913",,,,"1|0|0|0|0|0",,,,,,,"0.023872781245658","0.309606045450371","0.403192969778537",,,,,,,,,,"NOTUM|PSMB1|PTCH1|PSMC4|CUL3|GNAS|PSMA4|PTCH2|PSME4|GPC5|CDON|PSMC5|NUMB|PSME1|PSMD5|PSMD8|PSMC6|PSMA3|PSMC1|PSMB5|PSMA6|PSME2|PSMA7|TUBB1|PSMD10|PSMD7|MKS1|IFT88|TUBB3|PSMA2|TUBB4A|PSMD3|CDC73|GSK3B|IFT52|PSMD11|SEL1L|RPGRIP1L|PSMD9|DHH|PSMD14|IFT57|WDR35|PRKAR1A|SMURF2|PSMF1|PSMB2|TTC21B|SEM1|PRKACG|PSMA1|PSME3|CSNK1A1|SMO|PRKAR2A|BOC|PSMB7|IFT172|TUBA1A|TUBA1C|VCP|PSMB6|SMURF1|PSMA5|RPS27A|WDR19|RBX1|UBC|IFT122|PSMA8|PSMD4|PSMB4|PSMC2|PSMD6|PSMC3|DYNC2H1|IFT140|UBB|TUBA1B|PSMD1|TUBB6|PSMD2|ITCH|CUL1|PSMD13|ERLEC1|SKP1|TUBA4A|PSMD12|DERL2|PSMB8|ADAM17|PSMB10|BTRC|UBA52|OFD1|PSMB11|PSMB9|PSMB3|PRKAR1B|TUBB4B|PRKAR2B|KIF3A|HHAT|ADCY2|DISP2|IHH|P4HB|SYVN1|SCUBE2|FUZ|EVC|GLI2|TULP3|IQCE|GLI3|SUFU|GLI1|ADCY7|SPOP|ADCY4|DZIP1|ULK3|ADCY3|GAS8|GPR161|ADCY10|SPOPL|SHH|INTU|TUBB2A|HHIP|TUBA3C|TUBB2B|KIF7|ARRB1|EVC2|ADCY8|GAS1|ADCY9|EFCAB7|ADCY1|GRK2|ADCY5|ADCY6|PRKACA|ARRB2|OS9|TUBA3D|PRKACB","Unclear-Both-Herbivore","150","ENR","REACTOME_SIGNALING_BY_HEDGEHOG","1.0","-1.0","-1.0",,,,"0.00234358418218606","0.114878782255296","0.0809565233218087",,,,,"REACTOME_SIGNALING_BY_HEDGEHOG","false","REACTOME_SIGNALING_BY_HEDGEHOG"
"1",,,,"-0.9847747189067402","0.6166380103031319","0.9309794122067642","0|0|0|1|0|0",,,,,,,,,,"0.082435981414857","0.623265705521599","0.375132273704712",,,,,,,"MGAT4A|ST3GAL4|B4GALT5|B4GALT2|B4GALT3|B4GALT6|B4GALT4|ST8SIA6|MGAT5|MGAT4B|ST8SIA3|MGAT4C|ST8SIA2|B4GALT1|ST6GAL1","Both-Unclear-Unclear","15","ENR","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",,,,"-1.0","1.0","1.0",,,,"0.0152252810932598","0.383361989696868","0.0690205877932358",,"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION","false","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION"
"11","0.9108737448261419","-0.658190503329602","-0.9997462918283948",,,,"0|0|1|0|0|0",,,,,,,"0.26129209443653","0.584767693249856","0.0207925378820071",,,,,,,,,,"BAD|CASP3|GNA13|TRIO|ARHGEF6|ARHGEF11|UBB|NGEF|NGF|MAGED1|TIAM1|PSEN1|ITGB3BP|APH1A|NGFR|ARHGEF5|ARHGEF10L|ARHGEF1|PLEKHG2|APH1B|MCF2|FGD1|PSEN2|KALRN|ARHGEF10|ARHGEF17|ECT2|NCSTN|TRAF6|UBA52|ARHGEF26|ARHGEF2|PSENEN|PREX1|MCF2L|FGD3|ARHGEF16|ARHGEF4|ARHGEF39|FGD4|ARHGEF19|FGD2|VAV2|TIAM2|CASP2|OBSCN|MAPK8|ABR|ARHGEF3|ARHGEF40|AKAP13|ARHGEF12|PLEKHG5|NET1|VAV3|ARHGEF37|ARHGEF7|YWHAE|ARHGEF15|ARHGEF35|ARHGEF33|ARHGEF38|AATF|RASGRF2|RAC1|BEX3|ARHGEF9|SOS2|ARHGEF18|SOS1|RPS27A|VAV1|SQSTM1|UBC|ITSN1|BCL2L11","Unclear-Insectivore-Herbivore","76","ENR","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","1.0","-1.0","-1.0",,,,"0.0891262551738581","0.341809496670398","2.53708171605189E-4",,,,,"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","false","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE"
"4",,,,"-0.9907128930343567","0.9717444734733484","0.9938760858035091","0|0|0|1|0|0",,,,,,,,,,"0.0609987587136199","0.137688417101494","0.113829044291477",,,,,,,"PLA2G4A|MAPKAPK2|EPHX2|PTGIS|HPGDS|PON1|DPEP1|PON3|PON2|ALOX5AP|TBXAS1|GPX4|GPX2|LTC4S|GPX1|PTGR1|PTGS1|ALOX12|CYP8B1|ALOX5|HPGD|ALOXE3|AKR1C3|ALOX12B|FAAH|PTGR2|PTGDS|PTGES|PRXL2B|PTGES3|CBR1|FAAH2|ALOX15B|AWAT1|CYP2J2|PTGS2|CYP1B1|CYP2C9|CYP2C8|CYP1A1|DPEP3|CYP4B1|CYP2U1|CYP4A22|CYP2C19|DPEP2|PTGES2|CYP4F11|CYP4F22|CYP4F2|CYP4F8|ABCC1|CYP4F3|CYP4A11|LTA4H|GGT5|GGT1|CYP1A2|ALOX15","Both-Both-Herbivore","59","ENR","REACTOME_ARACHIDONIC_ACID_METABOLISM",,,,"-1.0","1.0","1.0",,,,"0.00928710696564324","0.0282555265266516","0.00612391419649097",,"REACTOME_ARACHIDONIC_ACID_METABOLISM","false","REACTOME_ARACHIDONIC_ACID_METABOLISM"
"1","0.9868455697083197","-0.9823955347852383","-0.754326834799735",,,,"1|0|0|0|0|0",,,,,,,"0.0752934533838083","0.104068363220378","0.623830543574619",,,,,,,,,,"NUP160|TPR|NDC1|TGS1|NUP133|NUP37|NCBP2|SEH1L|NUP50|AAAS|NUP188|RAE1|NUP93|NCBP1|NUP88|NUP98|NUP107|NUP155|NUP43|NUP153|NUP85|NUP214|NUP210|NUP42|NUP54|NUP58|RANBP2|NUP205|GEMIN8|SEC13|DDX20|CLNS1A|GEMIN5|GEMIN2|NUP35|SNRPD3|PRMT5|WDR77|SNRPD2|SNRPB|SNRPF|GEMIN7|SNRPG|GEMIN6|PHAX|SNRPD1|SNUPN|POM121|SMN1|GEMIN4|NUP62|SNRPE|POM121C|SMN2","Unclear-Both-Herbivore","54","ENR","REACTOME_SNRNP_ASSEMBLY","1.0","-1.0","-1.0",,,,"0.0131544302916803","0.0176044652147617","0.245673165200265",,,,,"REACTOME_SNRNP_ASSEMBLY","false","REACTOME_SNRNP_ASSEMBLY"
"5","0.9952525925121729","-0.9681733074758156","-0.9277422814728741",,,,"1|0|0|0|0|0",,,,,,,"0.037707381940759","0.146386547502817","0.382054740482135",,,,,,,,,,"FGF18|FGF17|CBL|PPP2CB|FRS2|FGF3|PTPN11|PPP2R1A|FGF16|SRC|UBB|GRB2|MKNK1|SPRY2|BRAF|FGFR2|MAPK1|PPP2CA|FGF10|FGF22|FGF4|FGF20|FGF9|FGF8|FGF6|FGF1|UBA52|FGF23|RPS27A|MAPK3|FGF5|FGF2|UBC|FGF7","Unclear-Unclear-Herbivore","34","ENR","REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING","1.0","-1.0","-1.0",,,,"0.00474740748782711","0.0318266925241843","0.0722577185271259",,,,,"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING","false","REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING"
"29","0.9827737992938995","-0.912999260578253","-0.787761502598421",,,,"1|0|0|0|0|0",,,,,,,"0.0897654331592461","0.265886028819844","0.58680610713327",,,,,,,,,,"NOS3|GUCY1B1|PDE9A|ITPR1|GUCY1A2|PDE10A|KCNMB3|NOS2|PRKG2|PDE5A|KCNMB1|PDE1A|KCNMB4|KCNMA1|IRAG1|NOS1|GUCY1A1|KCNMB2|PDE11A|PRKG1|PDE1B|PDE2A","Carnivore-Both-Unclear","22","ENR","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","1.0","-1.0","-1.0",,,,"0.0172262007061005","0.087000739421747","0.212238497401579",,,,,"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","false","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE"
"1","0.9999257968355062","-0.9976520385946216","-0.9971855902050665",,,,"1|1|1|0|0|0",,,,,,,"0.00196747508209339","0.0289957151636799","0.0685727143279088",,,,,,,,,,"H2AZ2|UHRF1|H2BC11|H2BC1|H2BC5|H4C8|H2AZ1|H2AC6|H2BC4|H2AC20|H2BC21|H2BC13|H2AX|H2AC7|H2BC26|H4C3|H4C11|H4C16|H2BC12|H2BC15|H2BC12L|H2AJ|H4C15|H4C14|H4C12|H2BC14|H2BC8|H2AB1|H2BC6|H4C6|H2BC17|H4C13|H2BC9|H4C9|H2AC14|H3C13|H2BC3|H4C5|H2AC8|H4C4|H2BC7|H2AC4|H2BC10|H4C1|H4C2|H2AC18|H2AC19|H3C8|H3-3B|H3C6|H3C11|H3C1|H3-3A|H3C7|H3C10|H3C12|H3C2|H3C4|H3C3|DNMT3B|DNMT3A|H3C14|H3C15|DNMT1|DNMT3L","Unclear-Unclear-Both","65","ENR","REACTOME_DNA_METHYLATION","1.0","-1.0","-1.0",,,,"7.42031644938161E-5","0.00234796140537841","0.00281440979493358",,,,,"REACTOME_DNA_METHYLATION","false","REACTOME_DNA_METHYLATION"
"7",,,,"-0.9989801847803285","0.9976793587776819","0.8690577427551149","0|0|0|1|1|0",,,,,,,,,,"0.0139297487959682","0.0288559732678598","0.522205847246527",,,,,,,"SULT2A1|SULT1A2|SULT1E1|SLC26A2|PODXL2|SULT1C4|ABHD14B|SULT1C2|PAPSS2|SLC35B2|BPNT1|SULT1A4|SLC35B3|TPST2|SULT4A1|TPST1|SULT1A3|SULT6B1|PAPSS1|SULT1B1|SULT2B1|SLC26A1|BPNT2|SULT1A1","Unclear-Herbivore-Herbivore","24","ENR","REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",,,,"-1.0","1.0","1.0",,,,"0.00101981521967155","0.00232064122231817","0.130942257244885",,"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES","false","REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES"
"3","0.9993148878166203","-0.9783447147994222","-0.879529590503935",,,,"1|0|0|0|0|0",,,,,,,"0.0106487695399455","0.116852922556494","0.504424129748442",,,,,,,,,,"RPS16|RPL7A|RPS19|RPS4Y1|RPL18A|RPS20|RPS3|RPL36|RPS23|FAU|RPL27|RPL26L1|RPS29|RPS9|RPL28|RPL18|RPL19|RPS21|RPS7|RPL30|RPL41|RPS15A|RPL34|RPS28|RPS13|RPL38|RPL31|MRPL13|RPL14|RPL36A|RPS12|UBA52|RPL4|RPL8|RPL35|RPL15|RPL26|RPS6|RPL29|RPL24|RPLP1|RPL17|RPLP2|RPS15|RPS27|RPS24|RPS5|RPL22|RPL6|RPLP0|RPS26|RPS25|RPL37A|RPL12|RPL22L1|RPL3L|RPS2|RPL9|RPS4X|RPL23A|RPS17|RPS11|RPS18|RPL35A|RPL13A|RPL21|RPL5|RPL11|RPS8|RPL10L|RPL36AL|RPL10A|RPL3|RPL39|RPL27A|RPS10|RPL13|RPL32|RPSA|RPS3A|RPS27L|RPL23|RPL37|RPS27A|RSL24D1P11|RSL24D1|RPL10|RPL7","Unclear-Unclear-Herbivore","88","ENR","KEGG_RIBOSOME","1.0","-1.0","-1.0",,,,"6.85112183379742E-4","0.0216552852005778","0.120470409496065",,,,,"KEGG_RIBOSOME","false","KEGG_RIBOSOME"
