,HI-Rho,HI-P,HI-p.adj,HV-p.adj,CH-p.adj,IV-p.adj,OV-p.adj,HI-significant,HV-Rho,HV-P,HV-significant,CH-Rho,CH-P,CH-significant,HO-Rho,HO-P,HO-p.adj,HO-significant,IV-Rho,IV-P,IV-significant,OV-Rho,OV-P,OV-significant,HI-Driver,HI-DriverNumeric,HV-Driver,HV-DriverNumeric,CH-Driver,CH-DriverNumeric,IV-Driver,IV-DriverNumeric,Herbivore_Rho,Insectivore_Rho,Herbivore_P,Insectivore_P,Herbivore_p.adj,Insectivore_p.adj,Vertivore_Rho,Vertivore_P,Vertivore_p.adj,Carnivore_Rho,Herbivore_Rho.2,Carnivore_P,Herbivore_P.2,Carnivore_p.adj,Herbivore_p.adj.2,HI-HV-Overlap,HI-CH-Overlap,HI-HO-Overlap,HI-IV-Overlap,HI-OV-Overlap,HV-CH-Overlap,HV-HO-Overlap,HV-IV-Overlap,HV-OV-Overlap,CH-HO-Overlap,CH-IV-Overlap,CH-OV-Overlap,HO-IV-Overlap,HO-OV-Overlap,IV-OV-Overlap,HI-HV-CH-Overlap,HI-HV-HO-Overlap,HI-HV-IV-Overlap,HI-HV-OV-Overlap,HI-CH-HO-Overlap,HI-CH-IV-Overlap,HI-CH-OV-Overlap,HI-HO-IV-Overlap,HI-HO-OV-Overlap,HI-IV-OV-Overlap,HV-CH-HO-Overlap,HV-CH-IV-Overlap,HV-CH-OV-Overlap,HV-HO-IV-Overlap,HV-HO-OV-Overlap,HV-IV-OV-Overlap,CH-HO-IV-Overlap,CH-HO-OV-Overlap,CH-IV-OV-Overlap,HO-IV-OV-Overlap,HI-HV-CH-HO-Overlap,HI-HV-CH-IV-Overlap,HI-HV-CH-OV-Overlap,HI-HV-HO-IV-Overlap,HI-HV-HO-OV-Overlap,HI-HV-IV-OV-Overlap,HI-CH-HO-IV-Overlap,HI-CH-HO-OV-Overlap,HI-CH-IV-OV-Overlap,HI-HO-IV-OV-Overlap,HV-CH-HO-IV-Overlap,HV-CH-HO-OV-Overlap,HV-CH-IV-OV-Overlap,HV-HO-IV-OV-Overlap,CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-Overlap,HI-HV-CH-HO-OV-Overlap,HI-HV-CH-IV-OV-Overlap,HI-HV-HO-IV-OV-Overlap,HI-CH-HO-IV-OV-Overlap,HV-CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-OV-Overlap,HI-HV-Delta,HI-CH-Delta,HI-HO-Delta,HI-IV-Delta,HI-OV-Delta,HV-CH-Delta,HV-HO-Delta,HV-IV-Delta,HV-OV-Delta,CH-HO-Delta,CH-IV-Delta,CH-OV-Delta,HO-IV-Delta,HO-OV-Delta,IV-OV-Delta
CYP51A1,-0.71850143,1,1,0.015707472,1,0.032919716,0.656768212,FALSE,4.172264847,0.000180952,TRUE,-0.808136376,1,FALSE,1.873436015,0.366049204,1,FALSE,4.405902686,6.32E-05,TRUE,2.77683152,0.032934974,FALSE,Unclear,0,Both,3,Herbivore,2,Both,3,-2.096981892,-2.326794334,0.035995178,0.019976214,0.184052317,0.165119249,3.907660402,9.32E-05,0.018570087,1.065653149,-2.096981892,0.286580464,0.035995178,0.513747072,0.184052317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.458294,0.063381479,1.832776543,3.623500899,2.471573631,3.521675478,1.625517456,0.1652069,0.986720368,1.896158022,3.686882378,2.53495511,1.790724356,0.638797088,1.151927268
USP28,-2.311128878,0.124954424,0.70038156,1,0.375038433,1,1,FALSE,-1.24917873,1,FALSE,2.20529647,0.082299892,FALSE,-0.438243538,1,1,FALSE,0.623750254,1,FALSE,-0.92004574,1,FALSE,Both,3,Both,3,Carnivore,1,Insectivore,1,0.987035268,-1.839525232,0.32362535,0.06583797,0.60643275,0.302218566,-0.781105755,0.434740298,0.703634532,-2.239990502,0.987035268,0.025091539,0.32362535,0.115757009,0.60643275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.750912151,3.19359499,1.324329924,2.075272936,0.98364432,2.442682839,0.573417773,1.324360785,0.232732169,1.869265066,1.118322054,2.20995067,0.750943012,0.340685604,1.091628616
SLC7A2,-0.201014176,1,1,1,1,1,1,FALSE,1.046588475,1,FALSE,-0.220504865,1,FALSE,-0.158145649,1,1,FALSE,1.123405697,1,FALSE,1.16019148,1,FALSE,DoubleBoth,4,Vertivore,2,Carnivore,1,Vertivore,2,-0.036858231,-0.050448049,0.970598044,0.959765347,0.988681978,0.986420424,1.749080555,0.080277096,0.321704765,0.837447163,-0.036858231,0.402341265,0.970598044,0.624147575,0.988681978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.882188294,0.013781999,0.030312626,0.936506273,0.96251775,0.895970293,0.851875669,0.054317979,0.080329456,0.044094624,0.950288272,0.976299749,0.906193647,0.932205124,0.026011477
HSPB6,-0.59680719,1,1,1,1,1,1,FALSE,0.226744718,1,FALSE,-0.491016044,1,FALSE,-0.721993125,1,1,FALSE,0.62110295,1,FALSE,0.695406875,1,FALSE,Unclear,0,Unclear,0,Herbivore,2,Unclear,0,1.024967747,0.804357903,0.305378406,0.421190306,0.589826865,0.723283576,0.848315707,0.396262173,0.673547587,0.028483934,1.024967747,0.977276182,0.305378406,0.988517553,0.589826865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.582339139,0.074805636,0.088519824,0.861192519,0.913733328,0.507533502,0.670858963,0.27885338,0.331394189,0.16332546,0.786386882,0.838927691,0.949712343,1.002253152,0.052540809
PDK4,-0.717602211,1,1,1,1,1,1,FALSE,1.59382411,0.665852615,FALSE,-0.856428504,1,FALSE,3.030674461,0.01464049,0.51223569,FALSE,2.029345429,0.254538715,FALSE,-0.650161506,1,FALSE,Herbivore,1,Unclear,0,Unclear,0,Both,3,-1.597354829,-0.326367818,0.110186635,0.744146083,0.345925852,0.904973449,1.708670462,0.087512009,0.334797715,-1.304403728,-1.597354829,0.192095965,0.110186635,0.40365386,0.345925852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.634425226,0.098165013,2.650431853,1.942385304,0.04768778,1.732590239,1.016006627,0.307960078,1.586737447,2.748596866,2.040550317,0.145852793,0.708046549,2.602744073,1.894697525
USH1C,-0.39432351,1,1,1,1,1,1,FALSE,-1.054433555,1,FALSE,1.301734502,0.579021482,FALSE,-0.261892624,1,1,FALSE,-0.682122553,1,FALSE,-0.852815081,1,FALSE,Herbivore,1,Vertivore,2,Carnivore,1,Vertivore,2,0.749628736,-0.125237325,0.453478339,0.900335668,0.714948451,0.968196502,-1.361644028,0.173310253,0.461427475,-1.432036639,0.749628736,0.152133336,0.453478339,0.353029162,0.714948451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.46676829,1.199294122,0.093642778,0.203504655,0.324202499,1.666062411,0.560411067,0.263263634,0.14256579,1.105651344,1.402798777,1.523496621,0.297147433,0.417845277,0.120697844
RALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MissingData,5,MissingData,5,MissingData,5,MissingData,5,4.376977357,-0.108767068,1.20E-05,0.913387245,0.001067453,0.971935125,NA,NA,NA,NA,4.376977357,NA,1.20E-05,NA,0.001067453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAIAP2L1,-0.555016341,1,1,1,1,1,1,FALSE,1.85709479,0.379786016,FALSE,-0.306723218,1,FALSE,2.353773803,0.111503495,1,FALSE,2.200811123,0.166496387,FALSE,0.151117993,1,FALSE,Herbivore,1,Both,3,Herbivore,2,Both,3,-1.740135598,-1.050663353,0.081835211,0.293413233,0.294573363,0.61990812,1.548049473,0.121610386,0.392144164,-0.741869471,-1.740135598,0.458166424,0.081835211,0.670769732,0.294573363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.705620138,0.175569751,2.056825236,1.948664288,0.499312376,1.530050387,0.351205098,0.24304415,1.206307762,1.881255485,1.773094537,0.323742625,0.108160948,1.55751286,1.449351912
CACNG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MissingData,5,MissingData,5,MissingData,5,MissingData,5,2.738416281,-3.084526529,0.006173588,0.002038764,0.064499143,0.04962978,NA,NA,NA,NA,2.738416281,NA,0.006173588,NA,0.064499143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM132A,-0.584295846,1,1,1,1,1,1,FALSE,-1.754984988,0.475571254,FALSE,0.956220379,1,FALSE,0.51409698,1,1,FALSE,-1.192474475,1,FALSE,-2.11882836,0.204629851,FALSE,Both,3,Vertivore,2,Carnivore,1,Vertivore,2,0.474077171,-0.416305073,0.635444877,0.677186781,0.83305775,0.874414126,-2.787468425,0.005312163,0.08783309,-1.697054731,0.474077171,0.089686314,0.635444877,0.255080972,0.83305775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.827802231,1.089309469,0.776681016,0.430047233,1.085078346,1.9171117,1.604483247,0.397754998,0.257276116,0.312628453,1.519356702,2.174387816,1.206728249,1.861759362,0.655031113
DVL2,-0.553659145,1,1,1,1,1,1,FALSE,-1.36120709,1,FALSE,1.019530334,0.92385378,FALSE,-3.146286135,0.009921489,0.42948549,FALSE,-0.828599833,1,FALSE,1.091013812,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Insectivore,1,2.796477646,1.715404519,0.005166298,0.086271087,0.057984742,0.3447653,-0.431582492,0.666044886,0.853398919,0.589474469,2.796477646,0.555543034,0.005166298,0.744041635,0.057984742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.571022628,1.112412948,1.833264126,0.194412425,1.1629594,1.683435576,1.262241498,0.376610203,1.733982028,2.945677074,1.306825373,0.050546452,1.638851701,2.996223526,1.357371826
RPAP3,1.165174885,1,1,1,1,1,1,FALSE,-0.46587546,1,FALSE,-0.391617862,1,FALSE,-0.837782185,1,1,FALSE,-1.346041839,1,FALSE,0.156555658,1,FALSE,DoubleBoth,4,Vertivore,2,Carnivore,1,Both,3,-0.177932376,0.512610526,0.858776084,0.608223789,0.944682833,0.842551867,-1.048312605,0.294494604,0.585709767,0.898777332,-0.177932376,0.368771276,0.858776084,0.595023636,0.944682833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.153326759,1.100818708,1.416304526,1.775698374,0.713201495,0.052508051,0.262977767,0.622371615,0.440125264,0.315485818,0.674879666,0.387617213,0.359393848,0.703103031,1.062496879
HOXA11,-1.76215045,0.468263288,1,1,1,1,1,FALSE,-1.121622705,1,FALSE,1.44481621,0.44552855,FALSE,-1.704298349,0.529952179,1,FALSE,0.267167868,1,FALSE,0.148743378,1,FALSE,Herbivore,1,Herbivore,1,Unclear,0,Insectivore,1,2.045631656,-0.695359482,0.040792624,0.486830046,0.197841026,0.771286113,-0.218368376,0.827142103,0.93133805,-1.519398377,2.045631656,0.12866225,0.040792624,0.31872195,0.197841026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.452921512,2.267667872,0.040907612,1.434944744,1.351205983,1.81474636,0.4120139,0.982023232,0.898284471,2.22676026,0.832723128,0.916461889,1.394037131,1.310298371,0.08373876
TRAPPC6A,0.120224838,1,1,1,1,1,1,FALSE,0.365121339,1,FALSE,-1.07199483,0.851167062,FALSE,-0.117796669,1,1,FALSE,0.256495256,1,FALSE,0.460114676,1,FALSE,Herbivore,1,Vertivore,2,DoubleBoth,4,Vertivore,2,-0.303624061,-0.167820126,0.761414318,0.866724789,0.899086813,0.954527932,0.60202468,0.54715771,0.784089963,0.561110692,-0.303624061,0.57472208,0.761414318,0.758706652,0.899086813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.173167976,0.843026612,0.168306622,0.096357736,0.240338409,1.016194588,0.341474598,0.07681024,0.067170433,0.674719991,0.939384349,1.083365021,0.264664358,0.408645031,0.143980673
SPATA20,1.092211224,1,1,1,1,1,1,FALSE,-0.459713025,1,FALSE,-0.897788326,1,FALSE,-0.68470369,1,1,FALSE,-1.289788804,1,FALSE,0.055118987,1,FALSE,Insectivore,2,DoubleBoth,4,Both,3,Insectivore,1,0.168464171,1.520147311,0.866218128,0.128473956,0.948539166,0.416775079,-0.268510323,0.78830653,0.914258271,0.869850726,0.168464171,0.384381986,0.866218128,0.607712325,0.948539166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09737616,1.407142176,1.256468585,1.684328373,0.733334953,0.309766016,0.159092425,0.586952212,0.364041207,0.150673591,0.277186196,0.673807223,0.427859788,0.523133632,0.950993419
CD79B,0.731770673,1,1,1,1,1,1,FALSE,1.105612669,1,FALSE,-1.479555604,0.416975646,FALSE,0.436757583,1,1,FALSE,0.476350529,1,FALSE,0.787517937,1,FALSE,Herbivore,1,Both,3,Both,3,Vertivore,2,-0.927819254,0.148998819,0.353501335,0.881554565,0.634962121,0.961065237,0.7325668,0.463822686,0.726493607,0.809280585,-0.927819254,0.418353771,0.353501335,0.637299732,0.634962121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.264346211,1.563643806,0.208605756,0.180609316,0.039419269,1.827990016,0.472951967,0.444955526,0.224926942,1.355038049,1.38303449,1.603063074,0.027996441,0.248025025,0.220028584
RHBDD2,1.472310191,0.845622796,1,1,0.253258399,1,1,FALSE,0.456610498,1,FALSE,-2.431934746,0.045055238,FALSE,2.602685165,0.055498111,0.960826211,FALSE,-0.690897954,1,FALSE,-1.460124521,0.865535128,FALSE,Unclear,0,Herbivore,1,Both,3,Insectivore,1,-2.241815779,2.357800412,0.024973281,0.018383574,0.149259554,0.158499655,0.010185539,0.991873256,0.996704023,0.710381674,-2.241815779,0.477467484,0.024973281,0.684780313,0.149259554,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71820814,2.76071807,0.79929581,1.529619148,2.07354447,2.04250993,1.51750395,0.811411008,1.35533633,3.56001388,1.231098922,0.6871736,2.328914958,2.87284028,0.543925322
RPUSD1,-1.465109249,0.857346682,1,1,1,1,1,FALSE,0.621823929,1,FALSE,-0.709459951,1,FALSE,0.830476567,1,1,FALSE,1.723808557,0.508454457,FALSE,0.011712005,1,FALSE,Insectivore,2,Vertivore,2,Carnivore,1,Unclear,0,0.135547235,-1.988213131,0.892179221,0.046788123,0.958465866,0.255780335,1.425920573,0.15389127,0.436256334,-0.925325386,0.135547235,0.354796677,0.892179221,0.581796907,0.958465866,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.475684602,0.534324743,1.623224297,2.254905405,1.044270324,0.941359859,0.147539695,0.779220803,0.431414278,1.088899555,1.720580662,0.509945581,0.631681108,0.578953974,1.210635081
TSR3,1.911726907,0.335467387,1,1,0.195403048,1,1,FALSE,0.404367624,1,FALSE,-2.582872035,0.029394497,FALSE,1.048885034,1,1,FALSE,-1.142628802,1,FALSE,-0.372597776,1,FALSE,Unclear,0,Herbivore,1,Both,3,Insectivore,1,-1.62084581,1.978013409,0.105050711,0.047927194,0.335470957,0.25971856,-0.94360167,0.345373239,0.632804104,1.000655578,-1.62084581,0.31699335,0.105050711,0.54570857,0.335470957,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.065863971,3.178161391,0.610121339,2.159755634,1.615261474,2.11229742,0.455742631,1.093891663,0.549397503,2.568040051,1.018405757,1.562899917,1.549634294,1.005140135,0.54449416
NDUFAB1,1.515997685,0.777119626,1,0.948124457,0.541303683,1,1,FALSE,2.227601786,0.155442489,FALSE,-1.96509431,0.148209969,FALSE,1.045240783,1,1,FALSE,0.947914612,1,FALSE,1.44694118,0.88748039,FALSE,Unclear,0,Both,3,Carnivore,1,Unclear,0,-1.389189027,1.55874142,0.164775277,0.119057594,0.431337608,0.402292765,1.669372251,0.095043629,0.347419888,2.093217719,-1.389189027,0.036329724,0.164775277,0.145988791,0.431337608,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.503180085,2.461503756,0.332875398,0.401695394,0.048830323,2.964683841,0.836055483,0.904875479,0.552010409,2.128628358,2.059808362,2.412673433,0.068819996,0.284045074,0.35286507
YBX2,-2.624870376,0.052009176,0.417389376,1,0.183121687,1,1,FALSE,-1.952804621,0.305056505,FALSE,2.616439398,0.026655641,FALSE,-1.575349407,0.691054894,1,FALSE,0.263553639,1,FALSE,-0.641975324,1,FALSE,Herbivore,1,Herbivore,1,Unclear,0,Unclear,0,2.634199571,-1.199425383,0.00843359,0.230362583,0.077847416,0.555151219,-1.020708222,0.307392698,0.595948225,-2.644627741,2.634199571,0.008178083,0.00843359,0.055668336,0.077847416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.475222252,3.706165683,0.742123394,2.042424208,1.402118538,3.230943431,0.266901142,1.567201955,0.926896285,2.964042289,1.663741475,2.304047146,1.300300814,0.659995143,0.64030567
