,HI-Rho,HI-P,HI-p.adj,HV-p.adj,CH-p.adj,IV-p.adj,OV-p.adj,HI-significant,HV-Rho,HV-P,HV-significant,CH-Rho,CH-P,CH-significant,HO-Rho,HO-P,HO-p.adj,HO-significant,IV-Rho,IV-P,IV-significant,OV-Rho,OV-P,OV-significant,HI-Driver,HI-DriverNumeric,HV-Driver,HV-DriverNumeric,CH-Driver,CH-DriverNumeric,IV-Driver,IV-DriverNumeric,Herbivore_Rho,Insectivore_Rho,Herbivore_P,Insectivore_P,Herbivore_p.adj,Insectivore_p.adj,Vertivore_Rho,Vertivore_P,Vertivore_p.adj,Carnivore_Rho,Herbivore_Rho.2,Carnivore_P,Herbivore_P.2,Carnivore_p.adj,Herbivore_p.adj.2,HI-HV-Overlap,HI-CH-Overlap,HI-HO-Overlap,HI-IV-Overlap,HI-OV-Overlap,HV-CH-Overlap,HV-HO-Overlap,HV-IV-Overlap,HV-OV-Overlap,CH-HO-Overlap,CH-IV-Overlap,CH-OV-Overlap,HO-IV-Overlap,HO-OV-Overlap,IV-OV-Overlap,HI-HV-CH-Overlap,HI-HV-HO-Overlap,HI-HV-IV-Overlap,HI-HV-OV-Overlap,HI-CH-HO-Overlap,HI-CH-IV-Overlap,HI-CH-OV-Overlap,HI-HO-IV-Overlap,HI-HO-OV-Overlap,HI-IV-OV-Overlap,HV-CH-HO-Overlap,HV-CH-IV-Overlap,HV-CH-OV-Overlap,HV-HO-IV-Overlap,HV-HO-OV-Overlap,HV-IV-OV-Overlap,CH-HO-IV-Overlap,CH-HO-OV-Overlap,CH-IV-OV-Overlap,HO-IV-OV-Overlap,HI-HV-CH-HO-Overlap,HI-HV-CH-IV-Overlap,HI-HV-CH-OV-Overlap,HI-HV-HO-IV-Overlap,HI-HV-HO-OV-Overlap,HI-HV-IV-OV-Overlap,HI-CH-HO-IV-Overlap,HI-CH-HO-OV-Overlap,HI-CH-IV-OV-Overlap,HI-HO-IV-OV-Overlap,HV-CH-HO-IV-Overlap,HV-CH-HO-OV-Overlap,HV-CH-IV-OV-Overlap,HV-HO-IV-OV-Overlap,CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-Overlap,HI-HV-CH-HO-OV-Overlap,HI-HV-CH-IV-OV-Overlap,HI-HV-HO-IV-OV-Overlap,HI-CH-HO-IV-OV-Overlap,HV-CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-OV-Overlap,HI-HV-Delta,HI-CH-Delta,HI-HO-Delta,HI-IV-Delta,HI-OV-Delta,HV-CH-Delta,HV-HO-Delta,HV-IV-Delta,HV-OV-Delta,CH-HO-Delta,CH-IV-Delta,CH-OV-Delta,HO-IV-Delta,HO-OV-Delta,IV-OV-Delta
KIF1A,-3.210364229,0.007954013,0.130747172,1,0.052907291,1,1,FALSE,-0.431866365,1,FALSE,3.209171953,0.003993536,FALSE,0.833136219,1,1,FALSE,2.205928933,0.164333856,FALSE,-1.088996746,1,FALSE,Insectivore,2,Herbivore,1,Carnivore,1,Insectivore,1,1.072133216,-3.661993684,0.283660201,0.00025026,0.570245295,0.016671114,-0.229839913,0.818216169,0.928393217,-3.779570692,1.072133216,0.000157099,0.283660201,0.003737812,0.570245295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.964694681,4.539297566,2.859186586,3.829897624,1.500033332,2.574602885,0.894491905,1.865202943,0.464661349,1.68011098,0.709399943,3.039264234,0.970711037,1.359153254,2.329864291
PGAM5,-2.603750499,0.055325914,0.433344585,1,1,1,1,FALSE,-0.203875366,1,FALSE,0.023028755,1,FALSE,-0.910024217,1,1,FALSE,1.787006552,0.443618577,FALSE,0.47787921,1,FALSE,DoubleBoth,4,Herbivore,1,Unclear,0,DoubleBoth,4,1.617181558,-0.950192439,0.105839096,0.34201448,0.336976214,0.662903605,0.772546975,0.439790536,0.707110523,-1.444383355,1.617181558,0.14863117,0.105839096,0.347667871,0.336976214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.696967981,1.857413423,1.19764534,3.104734086,2.179041265,0.160445443,0.499322641,1.407766105,0.482073284,0.659768083,1.247320663,0.321627841,1.907088746,0.981395925,0.925692821
PLRG1,1.495966845,0.807973772,1,1,0.162656769,1,1,FALSE,1.959618251,0.300242559,FALSE,-2.674030921,0.022483662,FALSE,2.16807036,0.180920002,1,FALSE,0.724534404,1,FALSE,0.347077001,1,FALSE,Unclear,0,Unclear,0,Both,3,Unclear,0,-2.160564393,1.704087342,0.030729004,0.088364771,0.169301982,0.349598383,1.572304125,0.115880037,0.38256876,1.412321076,-2.160564393,0.157855443,0.030729004,0.359726941,0.169301982,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.327851054,2.948633698,0.475248953,0.54548511,0.812387799,3.276484752,0.147397899,0.873336164,1.140238853,3.423882651,2.403148588,2.136245899,1.020734063,1.287636752,0.266902689
TMEM267,0.997546855,1,1,1,1,1,1,FALSE,0.811160995,1,FALSE,-1.228135831,0.658187947,FALSE,0.444730254,1,1,FALSE,0.017773098,1,FALSE,0.486161217,1,FALSE,Insectivore,2,Both,3,Carnivore,1,Insectivore,1,-0.774117905,1.467814665,0.43886107,0.142154573,0.705914368,0.435276837,0.730904348,0.46483758,0.727103025,1.340869357,-0.774117905,0.179962873,0.43886107,0.389535299,0.705914368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.131794706,1.57379532,0.390900368,0.692804668,0.361604252,1.442000614,0.259105662,0.561009962,0.229809547,1.182894952,0.880990652,1.212191068,0.3019043,0.029296115,0.331200416
GNPDA1,-1.282347805,1,1,1,1,1,1,FALSE,-0.824007713,1,FALSE,0.540348728,1,FALSE,-2.236110847,0.152067067,1,FALSE,0.25685497,1,FALSE,0.923524696,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Vertivore,2,2.289022193,0.038042355,0.022078063,0.969653912,0.138762832,0.99028575,0.434330836,0.664048215,0.852343397,-0.007966565,2.289022193,0.993643668,0.022078063,0.997193725,0.138762832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.324095388,1.288841079,0.674412314,1.08838072,1.559787404,0.964745691,0.998507702,0.764285333,1.235692017,1.963253393,0.200460359,0.270946325,1.762793035,2.234199719,0.471406684
USP45,1.764277972,0.466111144,1,0.312660128,1,0.067989771,1,FALSE,-2.893570373,0.022853336,FALSE,-0.603478011,1,FALSE,-1.058342106,1,1,FALSE,-4.08798337,0.000261084,FALSE,-2.086199658,0.221763247,FALSE,Insectivore,2,Both,3,Herbivore,2,Both,3,0.690940982,2.657963621,0.48960263,0.007861438,0.742241298,0.101373147,-2.701100913,0.006911037,0.099667421,0.315032588,0.690940982,0.752736911,0.48960263,0.87008263,0.742241298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.293596151,1.674256312,1.995893798,4.13817368,2.722698843,1.619339839,1.297702353,0.844577529,0.570897308,0.321637486,2.463917368,1.048442531,2.142279882,0.726805045,1.415474837
ZCCHC3,-0.049775641,1,1,1,0.932155027,1,1,FALSE,1.100496541,1,FALSE,-1.554134571,0.360456961,FALSE,-0.903020943,1,1,FALSE,1.084292738,1,FALSE,1.764510846,0.465876066,FALSE,Insectivore,2,Vertivore,2,DoubleBoth,4,Vertivore,2,-0.151242065,0.87061252,0.879784769,0.383965758,0.953231056,0.695929886,1.700735282,0.088992707,0.337685351,1.113255334,-0.151242065,0.265598784,0.879784769,0.489863987,0.953231056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81336526,1.063742401,0.603335539,0.801907441,1.282894278,1.877107661,1.416700799,0.011457819,0.469529018,0.460406862,1.865649842,2.346636679,1.40524298,1.886229817,0.480986837
DOK3,2.598431229,0.056190481,0.436154788,1,0.213181382,1,1,FALSE,0.539262512,1,FALSE,-2.531024838,0.034118938,FALSE,2.446262568,0.086607502,1,FALSE,-1.504060221,0.795395169,FALSE,-1.243855043,1,FALSE,Both,3,Herbivore,1,Both,3,Insectivore,1,-2.276049054,2.529740974,0.022843074,0.011414676,0.141488762,0.122530122,-0.191695839,0.847980466,0.94078867,0.982063845,-2.276049054,0.326068396,0.022843074,0.554962136,0.141488762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.456052164,3.627073169,0.107599492,2.900899524,2.716906678,2.171021005,1.348452672,1.444847361,1.260854515,3.519473677,0.726173645,0.910166491,2.793300032,2.609307186,0.183992846
ZNF623,1.702612665,0.53184347,1,1,0.121980043,1,1,FALSE,1.347856577,1,FALSE,-2.819330264,0.014437193,FALSE,2.584620276,0.058491778,0.97952758,FALSE,-0.301803481,1,FALSE,-0.826345571,1,FALSE,Herbivore,1,Herbivore,1,Both,3,Insectivore,1,-2.433466528,0.781083764,0.014955018,0.43475323,0.111604921,0.734206617,0.035334356,0.971813128,0.989082134,0.755289043,-2.433466528,0.450075572,0.014955018,0.664224788,0.111604921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.250850436,3.19749651,0.623673563,1.41733625,1.788243518,2.946646074,0.874523999,1.166485814,1.537393083,3.821170073,1.78016026,1.409252991,2.041009813,2.411917081,0.370907269
AREG,1.235058218,1,1,1,1,1,1,FALSE,1.235984654,1,FALSE,-0.669580762,1,FALSE,-0.158034692,1,1,FALSE,0.20070427,1,FALSE,1.347314426,1,FALSE,Unclear,0,Both,3,Carnivore,1,Insectivore,1,-1.125033089,1.43765972,0.260575013,0.150530627,0.547030107,0.448355556,0.680439846,0.496225998,0.752347053,1.721724428,-1.125033089,0.08511945,0.260575013,0.247029922,0.547030107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000655089,1.346783138,0.985065444,0.731398691,0.079377126,1.347438227,0.985720533,0.73205378,0.078722037,0.361717695,0.615384448,1.426160264,0.253666753,1.064442569,0.810775816
TMEM167A,-1.277479057,1,1,1,NA,1,1,FALSE,0.048593976,1,FALSE,NA,NA,NA,-1.876977596,0.363126988,1,FALSE,1.016756101,1,FALSE,1.434965323,0.907781877,FALSE,Herbivore,1,Unclear,0,MissingData,5,Vertivore,2,1.579437301,-0.094418641,0.114235787,0.924776608,0.353206855,0.974713539,1.565312337,0.117509692,0.384741326,NA,1.579437301,NA,0.114235787,NA,0.353206855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.937675234,NA,0.423909482,1.622269237,1.917987814,NA,1.361584716,0.684594004,0.98031258,NA,NA,NA,2.04617872,2.341897297,0.295718577
MLIP,2.231016866,0.154080071,0.790550093,0.20964246,0.018317176,1,0.46040674,FALSE,3.09948659,0.011631381,FALSE,-3.639101253,0.000820774,TRUE,0.103184065,1,1,FALSE,1.158417227,1,FALSE,3.011889832,0.015577608,FALSE,Both,3,Unclear,0,Carnivore,1,Vertivore,2,-2.147050622,2.022836334,0.031789252,0.043090024,0.171835018,0.245627347,3.1140035,0.001845673,0.055459279,4.115492648,-2.147050622,3.86E-05,0.031789252,0.001445173,0.171835018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.614100831,4.150800328,1.504605003,0.758442478,0.552160569,4.764901159,2.118705834,1.372543309,0.061940262,2.646195325,3.39235785,4.702960897,0.746162525,2.056765572,1.310603047
BEND4,-0.140857998,1,1,1,1,1,1,FALSE,0.462760214,1,FALSE,0.217348627,1,FALSE,-0.987419556,1,1,FALSE,0.555647224,1,FALSE,1.233454732,1,FALSE,Insectivore,2,Vertivore,2,Unclear,0,Unclear,0,0.29047786,0.830905303,0.771450686,0.406027128,0.905200823,0.711476893,0.868843781,0.384932583,0.664156012,0.397616299,0.29047786,0.690913044,0.771450686,0.834679798,0.905200823,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.426822531,0.253290334,0.598609418,0.492503565,0.971785851,0.173532197,1.025431949,0.065681034,0.54496332,0.851899752,0.239213231,0.718495517,1.091112984,1.570395269,0.479282286
CAGE1,2.087232155,0.221202925,0.980419655,1,1,0.170686242,0.606723166,FALSE,-2.053229817,0.240301763,FALSE,-0.604411527,1,FALSE,1.017880132,1,1,FALSE,-3.559011623,0.002233518,FALSE,-2.826925427,0.028198363,FALSE,Insectivore,2,Vertivore,2,Unclear,0,Both,3,-0.922778694,3.029920488,0.356122546,0.002446181,0.636985212,0.055187587,-2.263740215,0.023590097,0.17540529,-0.70500306,-0.922778694,0.480808332,0.356122546,0.686910204,0.636985212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.927748738,1.9032795,0.756146067,3.992497263,3.47483415,1.024469238,2.171602671,1.064748525,0.547085412,1.147133433,2.089217763,1.57155465,3.236351196,2.718688083,0.517663113
ACTN3,-1.066020015,1,1,1,1,0.876986679,1,FALSE,1.661044647,0.580226881,FALSE,0.787807216,1,FALSE,0.064290308,1,1,FALSE,2.380208693,0.103817014,FALSE,1.606191943,0.649390458,FALSE,Insectivore,2,DoubleBoth,4,DoubleBoth,4,Both,3,-0.040930046,-1.795438527,0.967351665,0.072583859,0.987828585,0.316318626,1.20501732,0.228196616,0.518533272,-0.064383563,-0.040930046,0.948664818,0.967351665,0.975585079,0.987828585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.928325915,1.310853806,0.799250094,2.436851689,1.889539196,0.617472109,1.129075821,0.508525774,0.038786719,0.511603712,1.125997882,0.57868539,1.637601595,1.090289102,0.547312492
PDGFC,0.757724097,1,1,1,1,1,1,FALSE,-0.401294239,1,FALSE,-1.157711172,0.74094577,FALSE,-0.131207062,1,1,FALSE,-0.932758883,1,FALSE,-0.302536499,1,FALSE,Insectivore,2,Both,3,DoubleBoth,4,Insectivore,1,-0.200157425,1.355803394,0.841357463,0.175161731,0.936456494,0.486330335,-0.397195585,0.691223237,0.86583478,0.8492741,-0.200157425,0.395728789,0.841357463,0.618048795,0.936456494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819549725,1.354417267,0.628569251,1.195351979,0.749717457,0.534867543,0.190980474,0.375802254,0.069832267,0.725848017,0.159065288,0.60469981,0.566782728,0.121148207,0.445634521
SV2C,-0.88089393,1,1,1,1,1,1,FALSE,-0.509173976,1,FALSE,1.190948439,0.701021482,FALSE,1.064439131,1,1,FALSE,0.206667577,1,FALSE,-1.321076441,1,FALSE,DoubleBoth,4,Both,3,Carnivore,1,Vertivore,2,0.325109825,-0.245629241,0.745097953,0.805969251,0.890852897,0.929825261,-0.387608848,0.69830552,0.869386837,-1.656828647,0.325109825,0.097554123,0.745097953,0.269011802,0.890852897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2628457,1.465013788,1.375558199,0.769022116,0.311256038,1.202168088,1.112712499,0.506176416,0.574101738,0.089455589,0.695991672,1.776269827,0.606536083,1.686814237,1.080278154
XPNPEP1,-0.905325455,1,1,1,1,1,1,FALSE,1.051085655,1,FALSE,0.548640949,1,FALSE,-0.43462145,1,1,FALSE,1.662883292,0.578014797,FALSE,1.351619146,1,FALSE,DoubleBoth,4,Vertivore,2,DoubleBoth,4,Both,3,0.165167129,-0.291354976,0.868812437,0.770779846,0.949216824,0.915414018,1.591483323,0.111500846,0.37576518,0.264008596,0.165167129,0.791773295,0.868812437,0.893226534,0.949216824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.383391562,1.028109504,0.332837993,1.81599782,1.595900832,0.355282059,1.050553569,0.432606258,0.212509269,0.69527151,0.787888317,0.567791328,1.483159827,1.263062838,0.220096988
GUCY1B1,0.162262141,1,1,1,1,1,1,FALSE,1.364852167,1,FALSE,-0.757351417,1,FALSE,1.970137216,0.29293588,1,FALSE,1.109291735,1,FALSE,-0.157539394,1,FALSE,Herbivore,1,Both,3,Herbivore,2,Both,3,-1.217808937,-0.478992872,0.223296587,0.631943699,0.503681662,0.855093868,1.054809851,0.291512298,0.58299877,0.221070533,-1.217808937,0.825037514,0.223296587,0.911638693,0.503681662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.850359563,0.650264983,1.278360725,0.669651048,0.226133834,1.500624545,0.428001162,0.180708515,1.076493396,1.928625708,1.319916031,0.424131149,0.608709677,1.504494558,0.895784882
IDO2,5.646787368,9.81E-08,5.49E-05,0.091296029,0.000199804,1,1,TRUE,3.491106231,0.00288615,FALSE,-5.075555805,1.16E-06,TRUE,2.896225305,0.022660868,0.631535815,FALSE,-1.07935661,1,FALSE,1.413062065,0.945824856,FALSE,Both,3,Herbivore,1,Both,3,Insectivore,1,-4.486105535,4.262022427,7.25E-06,2.03E-05,0.000758548,0.004264548,1.867595269,0.061818506,0.283284806,4.623102215,-4.486105535,3.78E-06,7.25E-06,0.000285732,0.000758548,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.52429675,7.581841568,1.944941087,4.756102018,2.993695872,6.057544817,0.420644337,3.231805268,1.469399122,5.636900481,2.82573955,4.588145696,2.811160931,1.048754785,1.762406146
