"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"GRK6",0.083610009181739,64,0.419951276795808,1,0,1,0
"PRIM1",-0.158717305565335,64,0.125770869974884,1,0.999993200193115,1,0.999998240152332
"MARCHF5",-0.0938368750153489,68,0.350370895621576,1,0.555894440212047,1,0.999998240152332
"AKR1B10",NA,17,NA,NA,NA,NA,NA
"SULT1C4",0.0522686059840783,53,0.647434185701797,1,0.999998187394416,1,0.999998240152332
"CYP2A7",NA,NA,NA,NA,NA,NA,NA
"ZBTB14",0.0935394178026529,53,0.41311010700678,1,0.999998187394416,1,0.999998240152332
"CD2AP",-0.116498123601121,66,0.253574583121483,1,0,1,0
"SFI1",NA,NA,NA,NA,NA,NA,NA
"TMPRSS11F",-0.0146176336551172,16,0.94636892512424,1,0.999990001199856,1,0.999998240152332
"ZNF649",NA,NA,NA,NA,NA,NA,NA
"ZNF248",0.0218491175114821,57,0.842640846019506,1,0.999998187394416,1,0.999998240152332
"CHSY3",-0.136042805918902,58,0.212313090961115,1,0.141903544371134,1,0.881985106552892
"TOR4A",-0.0987658329316862,56,0.373905684180193,1,0,1,0
"LPAR1",-0.0716114874039433,27,0.660549205201673,1,0.347029372496662,1,0.999998240152332
"MB",-0.0735198200606429,42,0.568804486158238,1,0.65171168376504,1,0.999998240152332
"OR2L3",NA,NA,NA,NA,NA,NA,NA
"HIBCH",-0.0517549169506766,64,0.617617237985539,1,0.351504718184137,1,0.999998240152332
"ZNF544",NA,NA,NA,NA,NA,NA,NA
"TMEM229B",-0.0180396269750382,62,0.864078933044275,1,0.937647682119205,1,0.999998240152332
"SOWAHC",-0.0809039834955891,45,0.515638217796641,1,0,1,0
"ZNF770",NA,NA,NA,NA,NA,NA,NA
"HMGN5",0.474205421091451,23,0.00765893507790279,1,0,1,0
"MIER1",-0.15284072595755,54,0.176911873194487,1,0.99993954050786,1,0.999998240152332
"MAN1A2",-0.0531925535326398,64,0.607882993258079,1,0.99993954050786,1,0.999998240152332
"DDRGK1",0.00634032939292898,68,0.949687406089985,1,0.999994314822395,1,0.999998240152332
"TFDP1",-0.108465228909328,18,0.593954675326914,1,0.622017345254998,1,0.999998240152332
"ZNF607",NA,NA,NA,NA,NA,NA,NA
"BPIFA1",NA,NA,NA,NA,NA,NA,NA
"ZNF334",NA,NA,NA,NA,NA,NA,NA
"HSD17B11",0.0796378537995327,58,0.465320587000892,1,0.999998187394416,1,0.999998240152332
"SZT2",0.00751651123959927,62,0.943137707015548,1,0.999997625656209,1,0.999998240152332
"SULT1C2",0.35290136366024,22,0.0527309430569833,1,0,1,0
"ZXDA",0.193218356615859,15,0.391267279282639,1,0.711148611906644,1,0.999998240152332
"RPS6KL1",0.00645174717615636,33,0.964875092964941,1,0.999997786048118,1,0.999998240152332
"CACNA1E",-0.143222974807887,13,0.558184649422657,1,0.999997990527346,1,0.999998240152332
"QRICH1",0.191935832623071,56,0.0839911613881046,1,0.251201868736342,1,0.999998240152332
"CSF2RA",NA,NA,NA,NA,NA,NA,NA
"SLC29A3",0.0291972747440725,56,0.792657847246278,1,0.999998187394416,1,0.999998240152332
"STYX",-0.193283857026269,54,0.0877043560454393,1,0.999991420065036,1,0.999998240152332
"UBL5",0.0545268327791892,68,0.587367874785891,1,0,1,0
"HELZ",-0.127765495192853,60,0.233240076326667,1,0.99993954050786,1,0.999998240152332
"TMEM116",NA,NA,NA,NA,NA,NA,NA
"UCKL1",0.0943897287189782,58,0.386842354985715,1,0.656569247365948,1,0.999998240152332
"OR5B21",NA,NA,NA,NA,NA,NA,NA
"CARD11",-0.0368450887919528,64,0.722282962716192,1,0.792517492503213,1,0.999998240152332
"ZNF485",NA,NA,NA,NA,NA,NA,NA
"PEG3",-0.112636682657319,65,0.273421577433379,1,0.829642264161887,1,0.999998240152332
"SDAD1",-0.116448563139022,64,0.26132373369394,1,0.821153919950881,1,0.999998240152332
"ZKSCAN8",NA,NA,NA,NA,NA,NA,NA
"PHETA1",0.0336249959640455,47,0.782252069887464,1,0.802865296525645,1,0.999998240152332
"TMEM239",NA,NA,NA,NA,NA,NA,NA
"HYLS1",0.0369274472937998,16,0.865063335390232,1,0.999981498612396,1,0.999998240152332
"MYL4",0.0202113020863611,17,0.923341840180906,1,0.999983391187364,1,0.999998240152332
"ZNF442",NA,NA,NA,NA,NA,NA,NA
"ZNF813",NA,NA,NA,NA,NA,NA,NA
"HOXC4",-0.0253259049629998,43,0.842481220390484,1,0.836771898983487,1,0.999998240152332
"DCAF12L2",-0.020806259464412,12,0.935283063107044,1,0.999994961023517,1,0.999998240152332
"PIM3",-0.0115010926557059,64,0.911663894828446,1,0.999998187394416,1,0.999998240152332
"GET3",-0.0304335810860591,68,0.761983756591989,1,0.944691965807008,1,0.999998240152332
"ASPH",-0.00149178977807217,44,0.990547700623478,1,0.999998081277102,1,0.999998240152332
"SPRED2",0.0182754491013595,62,0.862319738389436,1,0.932445686225456,1,0.999998240152332
"WWP2",0.602193791596495,14,0.0101978767762402,1,0.181280497088955,1,0.999998240152332
"GFPT1",-0.0671094064062612,53,0.557082369997018,1,0,1,0
"UVRAG",0.0193967207163929,63,0.852767803336672,1,0.999998187394416,1,0.999998240152332
"ZNF26",0.0905907662518161,48,0.451547750080907,1,0.932445686225456,1,0.999998240152332
"TMEM207",0.227710017021324,10,0.425030652784928,1,0,1,0
"ITSN2",0.145485191608156,53,0.20304015245218,1,0.122017527405863,1,0.881985106552892
"NTRK1",-0.0767425766893651,40,0.562072757922738,1,0.67611604064181,1,0.999998240152332
"OGA",-0.0656138857063784,66,0.52020329167265,1,0.765082063305979,1,0.999998240152332
"MT1F",NA,NA,NA,NA,NA,NA,NA
"TCAF1",0.0509647191437626,11,0.850106739138526,1,0.999998187394416,1,0.999998240152332
"TXNRD1",-0.0935298407795724,64,0.366954402526064,1,0.999998187394416,1,0.999998240152332
"NRARP",-0.0973188480953129,54,0.389900807177433,1,0.401568353469771,1,0.999998240152332
"ZNF583",-0.208866838261501,40,0.114583562168296,1,0.792517492503213,1,0.999998240152332
"CCT8L2",NA,NA,NA,NA,NA,NA,NA
"ZNF568",0.157139561792509,40,0.235172834537117,1,0.999998187394416,1,0.999998240152332
"ZXDB",0.0559036405698264,56,0.614756038059039,1,0.970892119578129,1,0.999998240152332
"ZNF480",NA,NA,NA,NA,NA,NA,NA
"ZNF587",NA,NA,NA,NA,NA,NA,NA
"TPM2",-0.0720878297402217,66,0.479890744350034,1,0.864935211208118,1,0.999998240152332
"SH3BGRL2",-0.094120970363394,60,0.379862285302141,1,0.264853627893874,1,0.999998240152332
"ZNF808",NA,NA,NA,NA,NA,NA,NA
"ANKRD35",0.0220025323402799,67,0.827969299505825,1,0.81871769030546,1,0.999998240152332
"B3GNT6",-0.16763161522499,31,0.268381627292761,1,0,1,0
"YTHDF2",0.0340036932736895,66,0.738949744883956,1,0.947735330583006,1,0.999998240152332
"TMA16",-0.0629770740892962,65,0.540303338513582,1,0.112462006079027,1,0.87421027066455
"ATL1",-0.159608312696214,44,0.204968765719784,1,0,1,0
"CNGA1",-0.139771311562922,13,0.567709166197353,1,0.792517492503213,1,0.999998240152332
"MAFK",-0.102380952380952,49,0.389789042503617,1,0,1,0
"ARMH1",-0.133983970402694,54,0.236520727462155,1,0,1,0
"GPN1",-0.0784676758746948,56,0.479915496025014,1,0.386951293635361,1,0.999998240152332
"PLN",0.0770222247744437,59,0.476214927021809,1,0.999998187394416,1,0.999998240152332
"C2CD4A",0.00698430295769578,41,0.957371576490613,1,0.999997786048118,1,0.999998240152332
"ZNF28",NA,NA,NA,NA,NA,NA,NA
"ITGBL1",-0.277608837515427,50,0.0184455270235506,1,0.23718004966004,1,0.999998240152332
"ZNF511",NA,NA,NA,NA,NA,NA,NA
"ZNF627",0.101007074751215,26,0.543866190118472,1,0.334609447360296,1,0.999998240152332
"KCNRG",-0.0930922483105396,57,0.397654640829655,1,0.141903544371134,1,0.881985106552892
"WDHD1",-0.176196922004311,63,0.0918238350532233,1,0.209770012479943,1,0.999998240152332
"ZNF789",NA,NA,NA,NA,NA,NA,NA
"CTNND1",0.0967147429123329,64,0.350864058135334,1,0.3862518569374,1,0.999998240152332
"SLC34A3",-0.0605551097264313,35,0.669815357599417,1,0.999993200193115,1,0.999998240152332
"RD3",NA,NA,NA,NA,NA,NA,NA
"SH2D1B",-0.115010926557059,28,0.472020809129022,1,0.141903544371134,1,0.881985106552892
"ARC",-0.151066829838272,33,0.302486737541424,1,0,1,0
"NUDT16",0.108129740516377,62,0.304853815113702,1,0.351504718184137,1,0.999998240152332
"TLK1",-0.020155159877534,62,0.848322514428755,1,0.99993954050786,1,0.999998240152332
"LRBA",0.207887443860254,41,0.111608761219314,1,0.999998187394416,1,0.999998240152332
"ZNF536",NA,NA,NA,NA,NA,NA,NA
"MMP17",-0.063941411374039,28,0.689271988211831,1,0.521092654219851,1,0.999998240152332
"BAZ1A",-0.23053124319287,54,0.0416792547408536,1,0.858087875693902,1,0.999998240152332
"COPS8",-0.0321374134072058,66,0.752796213958787,1,0.999997486003323,1,0.999998240152332
"CCDC69",0.0122413295785282,66,0.904508487005865,1,0.999997625656209,1,0.999998240152332
"MDM4",-0.0496538341596422,56,0.654853637193783,1,0.646539318706532,1,0.999998240152332
"RYR2",-0.152888414172738,29,0.329968973291538,1,0,1,0
"ZNF534",NA,NA,NA,NA,NA,NA,NA
"KLHL9",0.0748158868365619,68,0.456530427656153,1,0.761238080823369,1,0.999998240152332
"NCOA6",-0.143464789763339,51,0.218533513543016,1,0,1,0
"STK39",-0.0580720702194993,61,0.584750417644889,1,0.792517492503213,1,0.999998240152332
"C6orf89",-0.0174807544506812,55,0.876099423377314,1,0.999998081277102,1,0.999998240152332
"CALM1",0.0107124711357353,66,0.91638784807712,1,0.999990001199856,1,0.999998240152332
"LPA",NA,NA,NA,NA,NA,NA,NA
"TAFA2",0.0796819072889596,21,0.669815357599417,1,0,1,0
"SKIC3",0.00735716870581225,69,0.941192514169927,1,0.999998187394416,1,0.999998240152332
"TUSC1",0.056980288229819,56,0.607958892174999,1,0.999998187394416,1,0.999998240152332
"MAGEA1",NA,NA,NA,NA,NA,NA,NA
"PAPSS2",0.0215571199359585,68,0.830127748020357,1,0.999998081277102,1,0.999998240152332
"SLC9A6",-0.13855598370383,59,0.200000820846091,1,0.999990001199856,1,0.999998240152332
"ABCA4",0.0542440114526788,61,0.609745358149024,1,0.763411468718053,1,0.999998240152332
"EIF1AY",-0.189219966716506,26,0.255508820294028,1,0.161539153867738,1,0.983434681394887
"IPO9",0.0126950546624692,62,0.904112648789662,1,0.999998081277102,1,0.999998240152332
"CEP290",-0.0473049916791266,26,0.776205297093884,1,0.747881178500243,1,0.999998240152332
"GLMP",0.0471495166791445,65,0.646624934112955,1,0.999991420065036,1,0.999998240152332
"TOGARAM1",-0.124713030514296,60,0.244596511361503,1,0,1,0
"ANKRD13B",-0.0435247273903226,66,0.669704984781277,1,0.999991420065036,1,0.999998240152332
"ECI2",-0.0156173761888606,41,0.904861129450448,1,0.999994401021254,1,0.999998240152332
"UNC13B",-0.0883778868698158,66,0.386421711695925,1,0.0571625082517376,1,0.504779307840481
"TEX45",-0.212485086103892,15,0.34577858615116,1,0.236586718676363,1,0.999998240152332
"LDB1",0.0396793263913338,64,0.701906245738905,1,0.999991420065036,1,0.999998240152332
"PPP1R14C",0.200445931434318,28,0.210044337034151,1,0.141903544371134,1,0.881985106552892
"CTR9",-0.106517533801207,68,0.289113309516823,1,0.680055486424186,1,0.999998240152332
"SMOC1",0.038373240158245,60,0.720326170858627,1,0.999998187394416,1,0.999998240152332
"F5",0,11,1,1,0.999994532292282,1,0.999998240152332
"MSRB1",0.0688824333766591,58,0.527707780837082,1,0.38381119368786,1,0.999998240152332
"LRRTM3",-0.0984305913569501,35,0.488244739366932,1,0.99993954050786,1,0.999998240152332
"ZNF652",-0.101225882643166,51,0.385300349431128,1,0,1,0
"SMURF1",-0.0731017964054382,62,0.487877908403656,1,0.99993954050786,1,0.999998240152332
"SLC5A3",-0.223874251491654,62,0.0336350870839951,1,0.999991420065036,1,0.999998240152332
"GPATCH3",-0.0532587669006034,68,0.596088087026666,1,0.999993200193115,1,0.999998240152332
"CDC42BPB",-0.0418607166687245,62,0.691197364999435,1,0.858087875693902,1,0.999998240152332
"PLXNB3",-0.0902690214891106,57,0.412121430725826,1,0.741544087411711,1,0.999998240152332
"OXCT2",-0.141054544342668,28,0.37774822458727,1,0.792517492503213,1,0.999998240152332
"RPL10A",0.0963730067725205,68,0.337503409258528,1,0,1,0
"COLGALT2",-0.17409890956129,66,0.08796866415973,1,0.792517492503213,1,0.999998240152332
"EPS8L3",-0.105825504667374,49,0.374038422834227,1,0.45848142852444,1,0.999998240152332
"EGFL6",0.0813427034043202,41,0.533592269128924,1,0,1,0
"SYCP1",-0.14478698478548,37,0.293777951064632,1,0,1,0
"APCDD1L",-0.0432887463219494,26,0.794761190646548,1,0,1,0
"RCSD1",-0.111175648699937,62,0.291432735610209,1,0.319937713768929,1,0.999998240152332
"RASSF9",-0.0637703459860721,64,0.538467863075378,1,0.792517492503213,1,0.999998240152332
"FAM169A",-0.126954760186936,43,0.319174578647294,1,0.752055494732568,1,0.999998240152332
"ZNF830",-0.00380419763575739,68,0.969799625023871,1,0.999993200193115,1,0.999998240152332
"GRIN3A",-0.13209898731687,49,0.267157854446042,1,0.465665817697502,1,0.999998240152332
"CNOT7",-0.132598684250069,58,0.224116455963893,1,0.99993954050786,1,0.999998240152332
"TMEM184B",-0.157955350888855,53,0.166957381444215,1,0,1,0
"MTOR",-0.329032077861883,19,0.0956317332907913,1,0.792517492503213,1,0.999998240152332
"SCAMP5",-0.0126629524814999,43,0.920852157818774,1,0.901394911546874,1,0.999998240152332
"ZNF521",-0.130233620460223,52,0.259200942745929,1,0.792517492503213,1,0.999998240152332
"ALPK2",-0.0926417707797379,58,0.395696134696339,1,0.509197798931064,1,0.999998240152332
"BRINP2",-0.079129923057483,27,0.627490800773585,1,0.427273415213179,1,0.999998240152332
"LRIG2",-0.00735612357920625,56,0.947197405306911,1,0,1,0
"PNP",0.106517533801207,68,0.289113309516823,1,0.207475707689902,1,0.999998240152332
"PAX9",-0.0485812706723472,33,0.740195656869962,1,0.319937713768929,1,0.999998240152332
"LRRC10",0,27,1,1,0,1,0
"GK",0.00507226351434318,68,0.959740312506868,1,0.999998187394416,1,0.999998240152332
"FOXJ3",0.0647367331302448,48,0.59058932885447,1,0.347919802470647,1,0.999998240152332
"ZNF358",0.0413449115297361,13,0.865772374992621,1,0.999997786048118,1,0.999998240152332
"SFT2D1",-0.0110940039245046,65,0.914097245707997,1,0.999997348802189,1,0.999998240152332
"CD247",-0.346952699295724,30,0.024379240008976,1,0.433573072871282,1,0.999998240152332
"GRM3",-0.0125061079896144,31,0.934191641443611,1,0.999998187394416,1,0.999998240152332
"CHAMP1",-0.181333420637769,68,0.0711308934978125,1,0,1,0
"INPP5F",0.13596263674122,44,0.280257614708949,1,0.647421236425035,1,0.999998240152332
"SUCNR1",0.129876755728141,49,0.275288394472658,1,0.999998187394416,1,0.999998240152332
"HMGN2",0.016321772771371,66,0.872914670993875,1,0.99993954050786,1,0.999998240152332
"SELENOM",-0.15857722980388,63,0.129198777899205,1,0.33214931962605,1,0.999998240152332
"UBE2J1",-0.0608671621721182,68,0.544678392863482,1,0,1,0
"GJC2",-0.16503372203899,46,0.179794360324229,1,0,1,0
"OPA1",0.139262124764558,66,0.172315051865987,1,0,1,0
"DENND4B",0.110647846607475,41,0.397101145826251,1,0.81871769030546,1,0.999998240152332
"RYR3",-0.21726204731337,27,0.182744487316497,1,0.578418382043385,1,0.999998240152332
"ZNF277",0.00353996162702394,57,0.974341762740554,1,0.999997786048118,1,0.999998240152332
"STYXL2",0.111242438043846,34,0.440471033067608,1,0,1,0
"SELENOT",-0.153991772576194,66,0.131258692689061,1,0.424318630979302,1,0.999998240152332
"ARHGEF15",-0.123359281434177,62,0.241760217099231,1,0.356990377811802,1,0.999998240152332
"TOX",-0.0977512991135842,66,0.338069540321729,1,0.792517492503213,1,0.999998240152332
"CD3E",-0.0602515734304121,51,0.605329063278487,1,0,1,0
"RUSC2",0.145820318048226,62,0.166438409902225,1,0.792517492503213,1,0.999998240152332
"FICD",-0.0304590818355992,62,0.772553326287999,1,0.792517492503213,1,0.999998240152332
"OSTC",0.0258853321650351,67,0.798217248248711,1,0.999978746918303,1,0.999998240152332
"R3HDM4",-0.0740035753240321,56,0.50525225976968,1,0,1,0
"TSEN15",-0.0255081383944288,64,0.805641506576733,1,0.112462006079027,1,0.87421027066455
"LTN1",-0.0481820391894767,64,0.642099007931843,1,0.141903544371134,1,0.881985106552892
"RUNDC1",-0.197332225855434,45,0.112827021304702,1,0.33288066542183,1,0.999998240152332
"CCDC152",-0.257518748467517,58,0.0182300287574971,1,0.497906673318239,1,0.999998240152332
"GRK5",-0.145941296535922,59,0.177061414071942,1,0.999993200193115,1,0.999998240152332
"TYW1",0.0334959926006735,54,0.767282000975364,1,0.932445686225456,1,0.999998240152332
"DCAF12",0.0380419763575739,68,0.704987898140617,1,0.999998240152332,1,0.999998240152332
"SFMBT2",0.135497961626663,54,0.231266043155483,1,0.999998187394416,1,0.999998240152332
"ASB12",0.100575238187295,37,0.465827620707758,1,0.999998187394416,1,0.999998240152332
"ITPRIPL1",0.252326039748372,21,0.176929005732219,1,0.371265466853398,1,0.999998240152332
"SMC5",-0.155849166507392,61,0.142500406279552,1,0.141903544371134,1,0.881985106552892
"PRMT6",-0.160687067036029,66,0.115308986382629,1,0.252265727668741,1,0.999998240152332
"SHISA4",-0.176062541887259,63,0.0920718124938487,1,0.505346858548788,1,0.999998240152332
"CIPC",0.0722797550793903,68,0.471936145484751,1,0.999998187394416,1,0.999998240152332
"CAPZA2",0.0659394256864614,68,0.511674183959839,1,0.99993954050786,1,0.999998240152332
"TOP1",0.115612557130544,66,0.257201137902942,1,0.999997786048118,1,0.999998240152332
"PRC1",-0.223113983828557,40,0.091881645334415,1,0.176004125082933,1,0.999998240152332
"GPRASP3",0.0263189223227282,59,0.807670564890836,1,0.81871769030546,1,0.999998240152332
"MAP3K3",-0.147726546902656,62,0.160966679515698,1,0.364511934410332,1,0.999998240152332
"L1CAM",-0.131387736348326,56,0.236859190620158,1,0.357740473524751,1,0.999998240152332
"SREBF2",0.140238693425024,55,0.210997128574855,1,0.944691965807008,1,0.999998240152332
"C1orf174",-0.248423601363248,15,0.27034414065478,1,0,1,0
"POU3F3",0.164991582276861,16,0.447699072465294,1,0.159186071472958,1,0.97154940138594
"RASGEF1A",-0.133793900064867,62,0.204221401714196,1,0.141903544371134,1,0.881985106552892
"DZIP3",-0.277580141482549,38,0.0412268333371637,1,0.858087875693902,1,0.999998240152332
"KIAA0753",NA,NA,NA,NA,NA,NA,NA
"DCLRE1A",-0.026365190607474,31,0.861804433049011,1,0.716586703221385,1,0.999998240152332
"ATG9A",0.0164848564216153,68,0.869685277345189,1,0.999989665471306,1,0.999998240152332
"NOS1AP",-0.131108570540671,60,0.221237199115173,1,0.999991420065036,1,0.999998240152332
"APRT",0.0253259049629998,43,0.842481220390484,1,0.99993954050786,1,0.999998240152332
"GPRASP1",0.0420962819415167,63,0.687111710399728,1,0.999997786048118,1,0.999998240152332
"TBKBP1",0.0803969851031444,40,0.543603141523093,1,0.999998187394416,1,0.999998240152332
"MAGEE1",NA,NA,NA,NA,NA,NA,NA
"CCDC167",0.103273852569422,67,0.307738765246705,1,0.339161336176262,1,0.999998240152332
"ZFP2",-0.0265908011739155,56,0.810799346414604,1,0.932628843258591,1,0.999998240152332
"SOWAHA",-0.00635616045226152,52,0.956085299639132,1,0.999997735927658,1,0.999998240152332
"L3MBTL3",-0.178995082325322,61,0.0921147323637939,1,0.141903544371134,1,0.881985106552892
"DMD",0.104428682813864,54,0.356209660597333,1,0.709085866751738,1,0.999998240152332
"MFAP3L",-0.218627490947456,36,0.118157725024894,1,0.999990001199856,1,0.999998240152332
"NAGA",-0.238075958348002,64,0.0216478212415474,1,0,1,0
"SMG5",0.133146917251509,68,0.185142637089225,1,0,1,0
"KIFBP",-0.0608671621721182,68,0.544678392863482,1,0.999993200193115,1,0.999998240152332
"TGM2",-0.0557498518115653,30,0.717564016163038,1,0.999997871389344,1,0.999998240152332
"ARMCX6",-0.0266418125681081,52,0.817460924756469,1,0.738129541839196,1,0.999998240152332
"PJA2",-0.0986543697058736,60,0.357339347148665,1,0.99993954050786,1,0.999998240152332
"RORB",-0.0454794026827098,40,0.731160455709533,1,0.792517492503213,1,0.999998240152332
"SGMS1",0.0708575768515039,34,0.623176223882117,1,0.999997625656209,1,0.999998240152332
"ZNF525",NA,NA,NA,NA,NA,NA,NA
"INF2",-0.20155159877534,62,0.0558002878981741,1,0.999997786048118,1,0.999998240152332
"IQANK1",-0.0437766738493706,23,0.805540588667494,1,0,1,0
"EFCAB2",-0.0218173369600981,43,0.864073901795037,1,0.856604654480375,1,0.999998240152332
"COX20",-0.0345065596007236,34,0.810887064284085,1,0.999997431366102,1,0.999998240152332
"CHML",-0.0315693472063169,62,0.764503381535846,1,0.999991420065036,1,0.999998240152332
"STUM",-0.123718290103829,37,0.369666665282469,1,0.537071409409598,1,0.999998240152332
"CAPN8",-0.25717224993682,25,0.130262175732052,1,0.999998187394416,1,0.999998240152332
"TATDN3",-0.0705418735188692,54,0.533135522097507,1,0.766226900799853,1,0.999998240152332
"CR1",-0.341121146168977,25,0.0447517048443925,1,0.792517492503213,1,0.999998240152332
"RAET1G",NA,NA,NA,NA,NA,NA,NA
"C1orf53",-0.213148241534261,50,0.0703948650212824,1,0.421474014237216,1,0.999998240152332
"SAMD5",-0.114476667993288,49,0.336248555851679,1,0.792517492503213,1,0.999998240152332
"TEDDM1",0.0240249990052149,22,0.895082297146429,1,0.770817338347626,1,0.999998240152332
"ECT2L",0.151179806741658,27,0.353871984398644,1,0.999998187394416,1,0.999998240152332
"GPR52",-0.0542638919779762,62,0.60660287926408,1,0.99993954050786,1,0.999998240152332
"NTMT2",NA,NA,NA,NA,NA,NA,NA
"FCGR3A",NA,NA,NA,NA,NA,NA,NA
"TMEM244",NA,NA,NA,NA,NA,NA,NA
"OR6K3",NA,NA,NA,NA,NA,NA,NA
"CENPW",0.0101373800099284,54,0.928635111670184,1,0.999993200193115,1,0.999998240152332
"SPRN",NA,NA,NA,NA,NA,NA,NA
"FAM229B",0.086071982592804,44,0.494267859449502,1,0.999998187394416,1,0.999998240152332
"FANK1",-0.0395477859112111,31,0.794002680192762,1,0.141903544371134,1,0.881985106552892
"LORICRIN",NA,NA,NA,NA,NA,NA,NA
"LELP1",NA,NA,NA,NA,NA,NA,NA
"SPRR2E",NA,NA,NA,NA,NA,NA,NA
"EEF1AKMT2",0.0368450887919528,64,0.722282962716192,1,0,1,0
"DDO",-0.0727455725140104,61,0.493636167014264,1,0.999998187394416,1,0.999998240152332
"PLPP4",0.0304138278584088,22,0.867413214279566,1,0.999998187394416,1,0.999998240152332
"H3C14",-0.153048830366573,64,0.139859170864345,1,0.141903544371134,1,0.881985106552892
"H2BC18",-0.136340719260746,58,0.211313619467556,1,0.141903544371134,1,0.881985106552892
"PNLIPRP3",NA,NA,NA,NA,NA,NA,NA
"HSD3B1",-0.121603891386788,31,0.422034534913127,1,0.999998240152332,1,0.999998240152332
"HSD3B2",NA,NA,NA,NA,NA,NA,NA
"RBM20",-0.0361550763031094,18,0.858954922737482,1,0.762943704670172,1,0.999998240152332
"SMIM9",NA,NA,NA,NA,NA,NA,NA
"C6orf163",-0.0986487244607149,60,0.357366860517527,1,0.999991420065036,1,0.999998240152332
"GDI1",-0.0527632052175869,60,0.622520358356222,1,0.944675543957942,1,0.999998240152332
"SOX18",-0.0719470764850938,63,0.491206859628992,1,0,1,0
"LIME1",0.0127984438038444,37,0.926059881952438,1,0.473245358170224,1,0.999998240152332
"OOEP",NA,NA,NA,NA,NA,NA,NA
"KHDC3L",NA,NA,NA,NA,NA,NA,NA
"DPPA5",NA,NA,NA,NA,NA,NA,NA
"C1orf146",NA,NA,NA,NA,NA,NA,NA
"CXorf66",NA,NA,NA,NA,NA,NA,NA
"C10orf62",-0.27829087019813,47,0.0221695078674644,1,0.858087875693902,1,0.999998240152332
"SAMD13",0.0729030427191128,54,0.519518807744782,1,0.999998187394416,1,0.999998240152332
"RTL8A",-0.203519331620353,14,0.385261241090317,1,0.858087875693902,1,0.999998240152332
"CCDC160",0.0458446140862406,44,0.715803631177305,1,0.999998081277102,1,0.999998240152332
"EFCAB7",-0.0170560573084488,45,0.890991544160383,1,0,1,0
"GLYATL3",0.0682583669538369,37,0.620635005802931,1,0.999998187394416,1,0.999998240152332
"LDLRAD1",NA,NA,NA,NA,NA,NA,NA
"ZYG11A",-0.158393648281175,56,0.153866639401473,1,0.199901259639178,1,0.999998240152332
"C1orf185",-0.277350098112615,26,0.0955807045456294,1,0.0607941979318177,1,0.535224464116439
"IFIT1B",-0.0435194139889245,12,0.865134745405447,1,0.999990001199856,1,0.999998240152332
"LIPJ",NA,NA,NA,NA,NA,NA,NA
"TRPC5OS",NA,NA,NA,NA,NA,NA,NA
"LRIT2",NA,NA,NA,NA,NA,NA,NA
"LRRC73",-0.0499397641980778,58,0.647064515404556,1,0.999991420065036,1,0.999998240152332
"TCEAL5",-0.278019218742766,24,0.109598583399116,1,0.452336021666186,1,0.999998240152332
"SYS1",0.0788885683949596,66,0.439447108879929,1,0.664749476741703,1,0.999998240152332
"TCEAL6",NA,NA,NA,NA,NA,NA,NA
"INPP5B",0.0215645487294486,64,0.835219149785029,1,0.717498378354607,1,0.999998240152332
"RPA4",NA,NA,NA,NA,NA,NA,NA
"MAFB",0.0359409145490809,64,0.728826009892319,1,0.763411468718053,1,0.999998240152332
"TRAF3IP1",-0.254823595718813,11,0.344704222006958,1,0.776211727269199,1,0.999998240152332
"CHIC1",-0.167351811426942,56,0.13189896909056,1,0,1,0
"GIGYF2",-0.102713336165449,68,0.306681906274075,1,0,1,0
"C2orf72",0.17984604198415,62,0.0878925806531251,1,0.999998187394416,1,0.999998240152332
"RUFY2",0.0405438199142894,49,0.733428757319968,1,0.999998187394416,1,0.999998240152332
"NHSL2",0.106242543051946,15,0.637351888233937,1,0.999998187394416,1,0.999998240152332
"PHACTR4",-0.134414983130094,68,0.18099234583036,1,0.0359488773447519,1,0.32535188058623
"ZDHHC18",-0.0322382476374443,64,0.755822259920458,1,0.99993954050786,1,0.999998240152332
"TMEM273",NA,NA,NA,NA,NA,NA,NA
"CXorf65",NA,NA,NA,NA,NA,NA,NA
"GPRIN2",NA,NA,NA,NA,NA,NA,NA
"SYT15",0.025628391481283,30,0.86793487444457,1,0.970892119578129,1,0.999998240152332
"MACO1",0.0503172803687133,64,0.6274191063661,1,0.81871769030546,1,0.999998240152332
"PTPN20",NA,NA,NA,NA,NA,NA,NA
"AWAT1",NA,NA,NA,NA,NA,NA,NA
"BMPR2",-0.0893460783034818,55,0.425507503211244,1,0.99993954050786,1,0.999998240152332
"OR13C3",NA,NA,NA,NA,NA,NA,NA
"COL5A2",-0.0418461739933313,68,0.677076656121893,1,0.99993954050786,1,0.999998240152332
"SPIN3",NA,NA,NA,NA,NA,NA,NA
"NBDY",-0.258492131056599,16,0.23423255471113,1,0.228111639606484,1,0.999998240152332
"TMEM235",NA,NA,NA,NA,NA,NA,NA
"COL15A1",NA,NA,NA,NA,NA,NA,NA
"PJVK",NA,NA,NA,NA,NA,NA,NA
"MRPL38",-0.00575054632785295,64,0.955764014039165,1,0.999998081277102,1,0.999998240152332
"SMIM5",NA,NA,NA,NA,NA,NA,NA
"ERICH2",0.1688801323683,17,0.421379503742869,1,0.879748120328009,1,0.999998240152332
