"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"PLAU",-0.0827563902660703,56,0.456241825908978,1,0.99993954050786,1,0.999998240152332
"SRGN",NA,NA,NA,NA,NA,NA,NA
"CHST3",-0.219826680032251,43,0.0845493306239097,1,0.450746758054621,1,0.999998240152332
"BICC1",0.0191305678652828,55,0.864513993090629,1,0.999998187394416,1,0.999998240152332
"CISD1",0.0328156479215105,67,0.745860917450471,1,0.584816540765968,1,0.999998240152332
"EGR2",-0.0450415418283938,40,0.733649910487503,1,0.438834293459844,1,0.999998240152332
"ECD",0.0824242821080767,68,0.41205005442379,1,0.999998187394416,1,0.999998240152332
"P4HA1",-0.0329697128432307,68,0.742823558168084,1,0.999998187394416,1,0.999998240152332
"SLC25A16",-0.0468670612188417,66,0.646012558272615,1,0.99993954050786,1,0.999998240152332
"ZWINT",NA,NA,NA,NA,NA,NA,NA
"VPS26A",0.113820005817187,66,0.264651726063158,1,0.343138132153287,1,0.999998240152332
"RBM19",0.140836363631519,51,0.227088008808623,1,0.932445686225456,1,0.999998240152332
"CIT",NA,NA,NA,NA,NA,NA,NA
"IFT81",-0.486864495560148,10,0.0880815116621903,1,0.858087875693902,1,0.999998240152332
"ACADS",0.0503254660450604,66,0.621869984701786,1,0.999998187394416,1,0.999998240152332
"HVCN1",NA,NA,NA,NA,NA,NA,NA
"DDX54",-0.0217623636951613,66,0.831111327751677,1,0.999978746918303,1,0.999998240152332
"MED13L",-0.110121350172141,58,0.3126945084482,1,0.680055486424186,1,0.999998240152332
"CDKN2C",0.0141711879969049,64,0.891271174493957,1,0.832732228630312,1,0.999998240152332
"RNF11",-0.0925688091367631,68,0.3569197887523,1,0.99993954050786,1,0.999998240152332
"RASSF8",-0.0861030417208238,58,0.429886305957959,1,0.999990001199856,1,0.999998240152332
"BHLHE41",0.0294592956232719,66,0.772804629214193,1,0.999998187394416,1,0.999998240152332
"SSPN",0.0950140052917161,37,0.490848877519656,1,0.81871769030546,1,0.999998240152332
"ITPR2",-0.014109439607327,65,0.890878708425739,1,0.351504718184137,1,0.999998240152332
"CCDC91",0,61,1,1,0,1,0
"NECAB1",0,31,1,1,0.999967227083538,1,0.999998240152332
"WWP1",-0.0992730897092829,59,0.358509457259095,1,0.999991420065036,1,0.999998240152332
"ACOT9",-0.0139487246644438,68,0.889593550320985,1,0.999998187394416,1,0.999998240152332
"PRDX4",0.0240932516931301,68,0.810502779863668,1,0.99993954050786,1,0.999998240152332
"DDX39A",0.0310407671361194,65,0.762786762748794,1,0.99993954050786,1,0.999998240152332
"PKN1",0.0190209881787869,68,0.849859265484803,1,0.999998187394416,1,0.999998240152332
"TRIR",-0.0564281756533786,57,0.608164686462658,1,0.99993954050786,1,0.999998240152332
"ADGRE5",0.0747341195231663,64,0.470978080367985,1,0.372399817289357,1,0.999998240152332
"WDR83",0.0342377787218165,68,0.733302038183218,1,0.953101277172289,1,0.999998240152332
"GIPC1",-0.0662993544131796,14,0.777297410789522,1,0,1,0
"ACTRT1",NA,NA,NA,NA,NA,NA,NA
"CCDC70",-0.0531212715259731,15,0.813663715766792,1,0.999993200193115,1,0.999998240152332
"SPRYD7",0.00310079382731293,62,0.9765260376202,1,0.999998240152332,1,0.999998240152332
"EBPL",0.138911038460657,55,0.2153504718847,1,0.219018336388303,1,0.999998240152332
"ATP7B",NA,NA,NA,NA,NA,NA,NA
"ZC3H13",0.0607576302505546,60,0.570802777446171,1,0.4467992658529,1,0.999998240152332
"NLN",0.115996306986172,63,0.267061864891104,1,0.999997625656209,1,0.999998240152332
"CENPK",NA,NA,NA,NA,NA,NA,NA
"OPTN",-0.0870494547806451,66,0.393600597189973,1,0.478774934859681,1,0.999998240152332
"ITIH5",0,56,1,1,0,1,0
"ATF1",0.0351711210902765,46,0.774977942187542,1,0.428706025103258,1,0.999998240152332
"TSFM",0.00862581949177943,64,0.933688513699506,1,0.525568467429551,1,0.999998240152332
"NEUROD4",-0.0608580619450185,10,0.831170409541762,1,0.999991420065036,1,0.999998240152332
"ARHGAP9",-0.394676108688163,16,0.0693371612744929,1,0.60119745360769,1,0.999998240152332
"NCKAP1L",-0.0910560046537496,66,0.372194091623505,1,0.141903544371134,1,0.881985106552892
"MMP19",-0.0602576501385108,66,0.554828908336995,1,0.422552642240874,1,0.999998240152332
"PFDN5",0.0824242821080767,68,0.41205005442379,1,0,1,0
"SPATS2",-0.121736017021475,57,0.268696719177161,1,0.680055486424186,1,0.999998240152332
"ORMDL2",-0.068475557443633,68,0.495572379926632,1,0.0540222313520362,1,0.480844144910658
"NR4A1",-0.199389651365714,56,0.0726393970868666,1,0,1,0
"PDE1B",-0.174739550571445,56,0.11568019908883,1,0.070720813641663,1,0.611148849438114
"HOXC13",-0.0115010926557059,16,0.957791177245039,1,0.999997625656209,1,0.999998240152332
"CDK2",-0.0510162767888577,64,0.622644961195182,1,0.319937713768929,1,0.999998240152332
"LRP1",-0.0836923479866625,68,0.404894821227686,1,0.99993954050786,1,0.999998240152332
"HOXC11",NA,NA,NA,NA,NA,NA,NA
"ATG101",NA,NA,NA,NA,NA,NA,NA
"NFE2",-0.0102325330516894,58,0.92525921815877,1,0.890864830376369,1,0.999998240152332
"IKZF4",-0.169515875905203,30,0.27139601757306,1,0.341589223863413,1,0.999998240152332
"SMUG1",-0.0775795423529266,43,0.542702794127131,1,0.792517492503213,1,0.999998240152332
"TUBA1B",-0.13568304900868,68,0.176911529417333,1,0.999998187394416,1,0.999998240152332
"EEF1AKMT3",-0.0348155311911396,66,0.732952504325861,1,0.323390626980336,1,0.999998240152332
"SARDH",NA,NA,NA,NA,NA,NA,NA
"DBH",-0.123091490979333,33,0.400814169382934,1,0.526848799439989,1,0.999998240152332
"ATPAF1",-0.153991772576194,66,0.131258692689061,1,0.99993954050786,1,0.999998240152332
"STIL",-0.250700477696785,28,0.116951388013465,1,0.999991420065036,1,0.999998240152332
"HJURP",-0.0111901355435757,33,0.939117645044335,1,0.999993200193115,1,0.999998240152332
"IL13RA2",-0.0607789741118069,56,0.584249267338311,1,0.845865591507832,1,0.999998240152332
"COL10A1",-0.247313608934125,21,0.185686370050533,1,0.667594693003374,1,0.999998240152332
"AMD1",0.0283423759938098,64,0.784552063324644,1,0.999998187394416,1,0.999998240152332
"NDUFAF4",0.273589244764985,27,0.0933906757268104,1,0,1,0
"USP45",0.0739354856666852,52,0.521820510480443,1,0.999998187394416,1,0.999998240152332
"PLP1",-0.134452971000773,42,0.297377573972208,1,0.197762519666771,1,0.999998240152332
"SERPINA7",-0.0926065677783325,54,0.413262987145823,1,0.99993954050786,1,0.999998240152332
"MORF4L2",0.0240932516931301,68,0.810502779863668,1,0.999998187394416,1,0.999998240152332
"RAB9B",-0.221338631358221,36,0.113665553051968,1,0,1,0
"NRK",0,11,1,1,0.999997625656209,1,0.999998240152332
"FAM199X",0.0191866200791225,60,0.857928708309223,1,0.999998187394416,1,0.999998240152332
"RAB9A",-0.010523115735439,62,0.920457498810808,1,0.999998240152332,1,0.999998240152332
"METTL8",-0.244209997140769,60,0.0226978196759519,1,0.205644738438382,1,0.999998240152332
"TTC21B",-0.23182450248268,60,0.0305468646712269,1,0.680055486424186,1,0.999998240152332
"NMI",-0.364844822113259,27,0.0252603016320124,1,0.10079000219663,1,0.832418961923784
"TNFAIP6",-0.123238203177986,44,0.327733012549361,1,0.944691965807008,1,0.999998240152332
"ACVR1C",-0.118609520764754,55,0.290095732133764,1,0.999990001199856,1,0.999998240152332
"BAZ2B",-0.0149205543972253,63,0.886479681270865,1,0.99993954050786,1,0.999998240152332
"SLC36A1",NA,NA,NA,NA,NA,NA,NA
"LPGAT1",-0.161104731497508,34,0.263924871045718,1,0.999997871389344,1,0.999998240152332
"BATF3",-0.0589430998604927,64,0.569649549161686,1,0.795392587400415,1,0.999998240152332
"G0S2",-0.238704958013144,40,0.0713349489779691,1,0,1,0
"KCNJ2",-0.0325937323928813,64,0.753216832250468,1,0.99993954050786,1,0.999998240152332
"RAP2C",0.327165152540788,25,0.0542455040105855,1,0.947735330583006,1,0.999998240152332
"EXOSC9",0.012680658785858,68,0.899574668611695,1,0.999997625656209,1,0.999998240152332
"PLA2G12A",0.147814253941333,63,0.157277147398528,1,0.112462006079027,1,0.87421027066455
"B9D2",0.0746959649478282,51,0.521759348049419,1,0.105587150688644,1,0.868585701140065
"COQ8B",-0.0544059092379032,66,0.593901254689288,1,0.999995292345354,1,0.999998240152332
"PFKFB2",-0.475349397271587,18,0.0194717227194186,1,0.501831483451418,1,0.999998240152332
"C4BPA",NA,NA,NA,NA,NA,NA,NA
"C4BPB",NA,NA,NA,NA,NA,NA,NA
"RAB38",0.0227921152919276,56,0.837419251983588,1,0.396973160784725,1,0.999998240152332
"GPR83",0.0459133628766788,55,0.682162362999652,1,0.847126339479883,1,0.999998240152332
"AGO2",0.286245950105172,32,0.0545887955047591,1,0.742914524771068,1,0.999998240152332
"MXD4",0.0718818290981619,64,0.488074093165248,1,0.803944954793617,1,0.999998240152332
"CKS2",0.0535623556786763,66,0.599635929030455,1,0.999978746918303,1,0.999998240152332
"DAW1",-0.247686895476736,38,0.068543728414391,1,0.887531194114087,1,0.999998240152332
"ACSL3",-0.114221556883497,62,0.278414699460156,1,0.808104685521317,1,0.999998240152332
"CHPF",0.0862581949177943,64,0.405380556458942,1,0.99993954050786,1,0.999998240152332
"DNPEP",-0.0307284102362557,60,0.774344695430258,1,0.999998081277102,1,0.999998240152332
"INHA",0.0373479824739141,51,0.748727363209714,1,0.999998187394416,1,0.999998240152332
"MOGAT1",0.199522548491185,53,0.0808555983700523,1,0.999998187394416,1,0.999998240152332
"OBSL1",0.0784315597751648,53,0.492558610349959,1,0.999998187394416,1,0.999998240152332
"FAM124B",-0.0160820346218756,38,0.905859685981715,1,0.999993200193115,1,0.999998240152332
"SLC12A4",0.0137065868260197,62,0.896513817674076,1,0.999997786048118,1,0.999998240152332
"ENKD1",0.123114806649209,61,0.246655072380915,1,0.932445686225456,1,0.999998240152332
"CTCFL",-0.0113140705550355,32,0.939440008034997,1,0.999998007531531,1,0.999998240152332
"FAM210B",0.130243171145171,45,0.295313523553532,1,0.276556913300648,1,0.999998240152332
"PI3",NA,NA,NA,NA,NA,NA,NA
"SNX21",-0.0666472388164314,66,0.513653662642859,1,0.947735330583006,1,0.999998240152332
"SLPI",NA,NA,NA,NA,NA,NA,NA
"TTPAL",0,51,1,1,0,1,0
"PREX1",-0.091660385806272,54,0.4180519085356,1,0.141903544371134,1,0.881985106552892
"KCNS1",NA,NA,NA,NA,NA,NA,NA
"SLC12A5",-0.0454914853594268,42,0.724403078355063,1,0.999998187394416,1,0.999998240152332
"ARHGAP40",NA,NA,NA,NA,NA,NA,NA
"SDC4",0.042164579659375,66,0.679443124777856,1,0.999998187394416,1,0.999998240152332
"NCOA3",-0.042164579659375,66,0.679443124777856,1,0,1,0
"PIGT",-0.0765244151832865,64,0.460418543817144,1,0.999998081277102,1,0.999998240152332
"MATN4",-0.190360011026238,41,0.145154279044793,1,0.615868999369213,1,0.999998240152332
"NCOA5",0.0462450228522177,66,0.650395737527518,1,0.857504110644976,1,0.999998240152332
"VAPB",0.025842806888004,66,0.800062818666177,1,0.999998081277102,1,0.999998240152332
"PARD6B",-0.0516196179728882,61,0.627150532033634,1,0.999993200193115,1,0.999998240152332
"ATP5F1E",-0.0759084234928804,61,0.475042048920598,1,0.999998081277102,1,0.999998240152332
"CHD6",0,58,1,1,0,1,0
"PLCG1",-0.0416914608769339,64,0.687568013157202,1,0.999995406860313,1,0.999998240152332
"TOX2",-0.0205756090192631,38,0.879733639813896,1,0.999998087438487,1,0.999998240152332
"SRSF6",-0.0280514749327311,61,0.791807037122304,1,0.999993200193115,1,0.999998240152332
"GDAP1L1",-0.00871478309360004,22,0.961846557151101,1,0.999978746918303,1,0.999998240152332
"ARFGEF2",0.11248094692522,66,0.270313586310715,1,0.954837100425956,1,0.999998240152332
"ZNFX1",0.0231225114261089,66,0.820729934724838,1,0.999997625656209,1,0.999998240152332
"ZNF831",0.241402274792634,13,0.323678160907016,1,0,1,0
"EDN3",NA,NA,NA,NA,NA,NA,NA
"CSE1L",0.0149616250404234,66,0.88342599022456,1,0.999998187394416,1,0.999998240152332
"PEDS1-UBE2V1",-0.239552497338943,31,0.11372747010875,1,0.176004125082933,1,0.999998240152332
"RAB22A",0.0802487161259072,66,0.431599817154523,1,0.360029679974844,1,0.999998240152332
"PTGIS",-0.0437392627827137,65,0.670620560957007,1,0.141903544371134,1,0.881985106552892
"STAU1",-0.00847488060301536,52,0.941470064835993,1,0.999996116685824,1,0.999998240152332
"CDH26",NA,NA,NA,NA,NA,NA,NA
"SNAI1",-0.0435478778705345,63,0.676922239021379,1,0.376561617530781,1,0.999998240152332
"MOCS3",-0.0790702425964796,62,0.453059227073097,1,0.99993954050786,1,0.999998240152332
"STX16",0.00550857595414948,65,0.957283849251843,1,0.99993954050786,1,0.999998240152332
"PMEPA1",0.10997536295081,60,0.304857746964635,1,0.999998187394416,1,0.999998240152332
"RNF114",0.0448848751212701,66,0.660022056521365,1,0.112462006079027,1,0.87421027066455
"ANKRD60",0.121716123890037,10,0.669815357599417,1,0.999978746918303,1,0.999998240152332
"DDX27",0.00425135639907147,64,0.967288905523574,1,0.999997625656209,1,0.999998240152332
"BCAS4",-0.311630929537283,27,0.0559960777215449,1,0.381976143577746,1,0.999998240152332
"KCNK15",-0.0865873889110218,19,0.661002845623979,1,0.334082479902157,1,0.999998240152332
"TP53TG5",NA,NA,NA,NA,NA,NA,NA
"PCK1",0.0646713598078756,68,0.519826296133168,1,0.655220201671981,1,0.999998240152332
"ZBP1",NA,NA,NA,NA,NA,NA,NA
"NEURL2",-0.00267811778393381,66,0.979060960803665,1,0.999991420065036,1,0.999998240152332
"MTRR",NA,NA,NA,NA,NA,NA,NA
"PEPD",-0.0666472388164314,66,0.513653662642859,1,0.073183682680437,1,0.629812710594246
"CHST8",-0.113137084989848,25,0.505641082198783,1,0.519546895861148,1,0.999998240152332
"IQSEC2",-0.166405325055604,31,0.271898710819648,1,0.112462006079027,1,0.87421027066455
"VAMP7",-0.0596897761348548,58,0.584219775674492,1,0.792517492503213,1,0.999998240152332
"IL9R",NA,NA,NA,NA,NA,NA,NA
"XG",NA,NA,NA,NA,NA,NA,NA
"STAMBP",-0.0239114049929405,54,0.832689358709658,1,0.999993200193115,1,0.999998240152332
"NAGK",-0.0291111254869791,60,0.785924033396177,1,0.77147115821826,1,0.999998240152332
"MCEE",-0.0275803226513385,63,0.791865537647791,1,0.999991420065036,1,0.999998240152332
"PAIP2B",0.08990540636848,60,0.401571003712643,1,0,1,0
"SNRNP27",0.0359409145490809,64,0.728826009892319,1,0.99993954050786,1,0.999998240152332
"MPHOSPH10",-0.00380419763575739,68,0.969799625023871,1,0.999991420065036,1,0.999998240152332
"IL17C",NA,NA,NA,NA,NA,NA,NA
"ATP8A1",-0.107996370360499,46,0.380057249146536,1,0.858087875693902,1,0.999998240152332
"USP22",-0.0193573567398331,61,0.855462638979032,1,0.99993954050786,1,0.999998240152332
"POF1B",-0.084632726605601,36,0.545259521712825,1,0.634495978448108,1,0.999998240152332
"HIF3A",-0.200962081082021,52,0.0816766902578622,1,0.887531194114087,1,0.999998240152332
"ZNF576",0.0388327078670403,66,0.70352234578255,1,0.999998187394416,1,0.999998240152332
"IRGC",0.0322433888937783,19,0.870282772281036,1,0.999997922056333,1,0.999998240152332
"ZNF45",NA,NA,NA,NA,NA,NA,NA
"LYPD3",-0.0560968194005074,45,0.652168386146812,1,0.999991420065036,1,0.999998240152332
"CEACAM8",NA,NA,NA,NA,NA,NA,NA
"NDP",-0.572700392657841,23,0.00127902832768357,1,0,1,0
"USP9X",-0.0594305699341715,58,0.585853245493651,1,0.99993954050786,1,0.999998240152332
"CRISP2",-0.169525817893769,32,0.254969404996757,1,0.735869743115036,1,0.999998240152332
"F13A1",-0.106740793452257,60,0.319302036482855,1,0.141903544371134,1,0.881985106552892
"GRM4",-0.117179275424941,35,0.409301790041074,1,0.883248186037017,1,0.999998240152332
"TRERF1",NA,NA,NA,NA,NA,NA,NA
"PACSIN1",-0.193986241834069,42,0.132714196011655,1,0.22327272889635,1,0.999998240152332
"BTN2A2",NA,NA,NA,NA,NA,NA,NA
"SIRT5",-0.0420924629417559,62,0.689576545071667,1,0.957334889757328,1,0.999998240152332
"MRS2",-0.0355802644840856,60,0.739916139144302,1,0.99993954050786,1,0.999998240152332
"WRNIP1",-0.00535623556786763,66,0.958136339950128,1,0.99993954050786,1,0.999998240152332
"RRP36",-0.0271971883744723,38,0.841480581121794,1,0.999998187394416,1,0.999998240152332
"BTN1A1",-0.0166589559715204,47,0.891085620217217,1,0.999992338573749,1,0.999998240152332
"SNRPC",0.0583310304149466,68,0.561568145577964,1,0.99993954050786,1,0.999998240152332
"SLC17A3",0.030893378713833,41,0.813096597088087,1,0.141903544371134,1,0.881985106552892
"SLC17A1",0.0635641726163728,11,0.813663715766792,1,0,1,0
"SERPINB6",-0.274570860204092,24,0.114071442081157,1,0,1,0
"XPO5",-0.0666045835854531,64,0.520567603812112,1,0.740959222569694,1,0.999998240152332
"ABCC10",NA,NA,NA,NA,NA,NA,NA
"H1-3",NA,NA,NA,NA,NA,NA,NA
"PEX6",-0.0291655152074733,68,0.771619687523502,1,0.485472552478257,1,0.999998240152332
"NQO2",0.0396203154894295,63,0.704622741096015,1,0.999998081277102,1,0.999998240152332
"OARD1",-0.0609361083866911,64,0.556671680854838,1,0.77483030797978,1,0.999998240152332
"UNC5CL",0.0239860473324559,65,0.815585062755781,1,0.999997864251847,1,0.999998240152332
"AARS2",0.0152295409177996,62,0.885091184519869,1,0.928574679787709,1,0.999998240152332
"H1-1",-0.220906654007912,36,0.114372163180416,1,0.999991420065036,1,0.999998240152332
"ZNF391",0.160018938273133,16,0.461503403354307,1,0.999998187394416,1,0.999998240152332
"MOCS1",-0.0291655152074733,68,0.771619687523502,1,0.54257212346509,1,0.999998240152332
"H2BC11",0.21483446221183,13,0.379775474840949,1,0.819060348776646,1,0.999998240152332
"MED20",0.0615967090304777,66,0.546067878995548,1,0.351504718184137,1,0.999998240152332
"OR2B6",NA,NA,NA,NA,NA,NA,NA
"TBCC",-0.0340036932736895,66,0.738949744883956,1,0.68760917550218,1,0.999998240152332
"SPDEF",-0.172965847105752,24,0.319532971499327,1,0,1,0
"TCP11",-0.00753805130567824,39,0.955186345838435,1,0,1,0
"MAD2L1BP",0.0525283596324897,63,0.615251131117738,1,0.420572800620718,1,0.999998240152332
"APOBEC2",0.0841744986072444,55,0.452787477849045,1,0.944691965807008,1,0.999998240152332
"KLHDC3",0.0735478209579761,68,0.464197711103724,1,0.999978746918303,1,0.999998240152332
"DNAH8",-0.0727358810332421,33,0.61956782901662,1,0.887531194114087,1,0.999998240152332
"MEA1",-0.00401717667590072,66,0.968595947752315,1,0.999998187394416,1,0.999998240152332
"KLHL31",0.180775381515547,45,0.146341763360247,1,0.999998187394416,1,0.999998240152332
"COL21A1",-0.205025090292195,39,0.12640476834512,1,0,1,0
"CDKN1A",0.117930126708479,68,0.240536215505857,1,0.258806717690517,1,0.999998240152332
"SOX4",-0.102619536301667,65,0.318368688875772,1,0.141903544371134,1,0.881985106552892
"GLO1",0.0583310304149466,68,0.561568145577964,1,0.999998187394416,1,0.999998240152332
"CPNE5",-0.105201159957862,35,0.458827733489192,1,0.818667524815012,1,0.999998240152332
"KCNK17",0.0159409366619603,54,0.887999693754864,1,0.964674725556362,1,0.999998240152332
"RREB1",-0.00799442503296772,60,0.940542438070769,1,0.99993954050786,1,0.999998240152332
"SSR1",-0.134414983130094,68,0.18099234583036,1,0,1,0
"RIOK1",-0.177139849961311,64,0.0875067776752431,1,0.369909678589546,1,0.999998240152332
"NRN1",-0.349578349386545,58,0.00135105627727256,1,0.544952618490027,1,0.999998240152332
"SLC35B3",-0.0822391939658615,46,0.503854451183932,1,0.680055486424186,1,0.999998240152332
"RPP40",-0.0766684146439125,62,0.466899607031293,1,0.321796945256419,1,0.999998240152332
"ATXN1",-0.0269252571941193,64,0.795078066821065,1,0.99993954050786,1,0.999998240152332
"NUP153",0.0507226351434318,68,0.613703068664854,1,0.999998081277102,1,0.999998240152332
"DEK",0.129217516831695,53,0.258222647741568,1,0.932445686225456,1,0.999998240152332
"EEF1E1",-0.0202890540573727,68,0.839980937079117,1,0.999998038723444,1,0.999998240152332
"RUNX2",-0.101445270286864,68,0.312692091047561,1,0.99993954050786,1,0.999998240152332
"GCM2",0.0537215309350254,22,0.768082561900943,1,0.999997625656209,1,0.999998240152332
"LRRFIP1",-0.150414209399047,18,0.459727224795609,1,0.887531194114087,1,0.999998240152332
"RAB17",-0.0234295170580043,47,0.847286169367111,1,0.999998081277102,1,0.999998240152332
"CXCL6",-0.0325300024316178,28,0.838807510476139,1,0.999996052719873,1,0.999998240152332
"EREG",-0.11095729361864,55,0.32234069055953,1,0.99993954050786,1,0.999998240152332
"TRIM51",NA,NA,NA,NA,NA,NA,NA
"MYRF",-0.158311896715326,20,0.409493040178115,1,0.999993200193115,1,0.999998240152332
"AHNAK",-0.0469938251233494,46,0.702487912925623,1,0,1,0
"EMC3",0.049454569264846,68,0.622595783856069,1,0.999998187394416,1,0.999998240152332
"SSUH2",0.0721888092099216,47,0.5529361682498,1,0.999997625656209,1,0.999998240152332
